shooter_id,gk_id,game_id,gametime,penalty,freekick,shooter_x,shooter_y,gk,gk_x,gk_y,shot_dist_goal,angle_to_goal,defender_infront,defender_around,goal,gk_name,gk_position_type,shooter_name,shooter_position_type
1,61,10513,21.48,FALSE,FALSE,48.548,-10.076,away_1,48.114,-9.09,10.823311877609367,15.580296336578254,0,3,FALSE,Hugo Lloris,GK,Harry Kane,CF
1,61,10513,28.47,FALSE,FALSE,30.712,-15.282,away_1,50.997,-1.105,26.61308828377496,12.926930879171195,2,0,FALSE,Hugo Lloris,GK,Harry Kane,CF
1,61,10513,61.03,FALSE,FALSE,35.228,-14.201,away_1,50.059,-1.397,22.360464776028248,14.564994893563144,1,2,FALSE,Hugo Lloris,GK,Harry Kane,CF
1,201,3846,43.83,FALSE,FALSE,-35.815,-3.046,home_12,-49.918,-2.05,16.960758856843643,24.003583209081356,2,2,FALSE,Danny Ward,GK,Harry Kane,CF
1,201,3846,47.22,FALSE,FALSE,-35.784,-11.998,home_12,-49.95,-2.341,20.576118681617288,16.6180254967214,2,2,FALSE,Danny Ward,GK,Harry Kane,CF
1,940,3831,9.18,FALSE,FALSE,42.384,-1.765,away_1,50.767,-2.509,10.268820818380268,38.81381185313802,1,1,FALSE,Matt Turner,GK,Harry Kane,CF
1,940,3831,92.83,FALSE,FALSE,44.132,-1.829,away_1,50.979,0.641,8.565551062249295,45.6052760076988,1,7,FALSE,Matt Turner,GK,Harry Kane,CF
1,2059,10505,40.63,FALSE,FALSE,43.204,0.143,away_16,50.704,-1.407,9.297099816609478,42.97287670447074,2,2,FALSE,Edouard Mendy,GK,Harry Kane,CF
1,2059,10505,47.23,FALSE,FALSE,39.124,-9.281,away_16,45.847,-5.244,16.28048945824418,21.259410942850973,1,1,TRUE,Edouard Mendy,GK,Harry Kane,CF
1,2059,10505,55.67,FALSE,FALSE,25.942,11.651,away_16,49.066,0.737,29.00126143808231,13.218012622097461,1,1,FALSE,Edouard Mendy,GK,Harry Kane,CF
9,1785,10508,94.98,FALSE,FALSE,41.605,0.686,home_1,51.665,0.148,10.916575516158906,37.01500881436139,1,3,FALSE,Bono,GK,Aymeric Laporte,D
10,201,3846,47.92,FALSE,FALSE,-39.924,4.059,home_12,-50.947,2.373,13.21481203044523,29.72389068712525,4,0,FALSE,Danny Ward,GK,John Stones,D
10,201,3846,90.88,FALSE,FALSE,-47.184,4.625,home_12,-52.015,0.49,7.046309743404701,47.02536224774738,1,3,FALSE,Danny Ward,GK,John Stones,D
10,940,3831,9.92,FALSE,FALSE,43.004,1.459,away_1,52.252,-0.246,9.607429260733593,41.37742166195254,2,4,FALSE,Matt Turner,GK,John Stones,D
11,8042,3850,2,FALSE,FALSE,-49.445,-4.284,home_1,-51.508,-0.598,5.261718445527088,57.420731628865575,1,4,FALSE,Wojciech Szczesny,GK,Nicolás Otamendi,D
11,13987,3816,90.57,FALSE,FALSE,43.213,1.506,away_21,51.822,0.253,9.408315736623637,42.14363243463852,2,4,FALSE,Mohammed Al-Owais,GK,Nicolás Otamendi,D
18,1785,10508,102.78,FALSE,FALSE,-17.804,6.667,home_1,-49.297,0.271,35.33074164237144,11.62195646040939,2,1,FALSE,Bono,GK,Rodri,M
20,13799,3821,19.85,FALSE,FALSE,41.532,10.682,away_12,48.401,3.781,15.31019751668802,19.964727672633316,1,1,FALSE,Shuichi Gonda,GK,Ilkay Gündogan,M
20,13799,3821,25.87,FALSE,FALSE,33.737,10.563,away_12,51.853,1.622,21.532002647222573,16.964563086790086,2,0,FALSE,Shuichi Gonda,GK,Ilkay Gündogan,M
20,13799,3821,27.5,FALSE,FALSE,28.864,-1.186,away_12,50.705,-0.816,23.665736667173494,17.562007092745567,1,0,FALSE,Shuichi Gonda,GK,Ilkay Gündogan,M
20,13799,3821,28.65,FALSE,FALSE,38.69,3.968,away_12,50.382,2.345,14.368755130490605,27.636575735003373,3,1,FALSE,Shuichi Gonda,GK,Ilkay Gündogan,M
20,13799,3821,40.58,FALSE,FALSE,27.834,1.959,away_12,49.67,0.116,24.743670645237742,16.778124690090113,2,1,FALSE,Shuichi Gonda,GK,Ilkay Gündogan,M
20,13799,3821,59.2,FALSE,FALSE,36.923,-0.191,away_12,47.188,0.166,15.578170945268253,26.441319214933692,2,3,FALSE,Shuichi Gonda,GK,Ilkay Gündogan,M
21,61,10513,3.25,FALSE,FALSE,34.521,-0.576,away_1,50.347,-0.388,17.988224398200064,22.990987116446686,1,3,FALSE,Hugo Lloris,GK,Phil Foden,M
21,201,3846,14.03,FALSE,FALSE,-32.343,14.594,home_12,-49.86,1.092,24.885527621491168,13.686452439761526,1,0,FALSE,Danny Ward,GK,Phil Foden,M
21,201,3846,37.18,FALSE,FALSE,-39.979,7.663,home_12,-49.496,1.798,14.679816415745806,24.394463758110433,2,2,FALSE,Danny Ward,GK,Phil Foden,M
21,201,3846,50.88,FALSE,FALSE,-48.125,-7.378,home_12,-51.201,-0.38,8.577616743594925,28.019869498166795,1,0,TRUE,Danny Ward,GK,Phil Foden,M
21,201,3846,76.68,FALSE,FALSE,-49.818,-0.726,home_12,-51.765,-4.671,2.7785247884444026,106.12382595080018,0,3,FALSE,Danny Ward,GK,Phil Foden,M
21,201,3846,93.42,FALSE,FALSE,-44.543,8.964,home_12,-50.692,2.708,11.986123017890314,24.089723587013573,2,2,FALSE,Danny Ward,GK,Phil Foden,M
22,13854,3852,50.6,FALSE,FALSE,-35.468,-6.862,home_1,-50.897,-1.247,18.362354642038692,21.059596704707154,1,0,FALSE,Dominik Livakovic,GK,Kevin De Bruyne,M
22,13862,3837,15.83,FALSE,FALSE,31.323,11.353,away_12,49.448,0.385,24.02823210309073,15.36931320746079,1,1,FALSE,Munir,GK,Kevin De Bruyne,M
22,13862,3837,34.83,FALSE,FALSE,28.961,-2.08,away_12,47.419,-1.35,23.63071985784606,17.544243474792456,2,2,FALSE,Munir,GK,Kevin De Bruyne,M
22,13862,3837,38.83,FALSE,TRUE,47.536,30.33,away_12,51.071,0.541,30.733535364484183,2.23472142596058,0,0,FALSE,Munir,GK,Kevin De Bruyne,M
22,14031,3823,85.03,FALSE,FALSE,30.528,0.038,away_18,48.394,0.266,21.97203285997907,18.914441434136688,1,3,FALSE,Milan Borjan,GK,Kevin De Bruyne,M
22,14031,3823,90.78,FALSE,FALSE,36.757,-12.081,away_18,51.001,-3.294,19.8442084750186,16.853837759987936,2,0,FALSE,Milan Borjan,GK,Kevin De Bruyne,M
25,13968,3813,45.28,FALSE,FALSE,45.142,-2.426,away_24,49.365,-1.576,7.74762157052085,49.115465222991396,1,4,TRUE,Alireza Beiranvand,GK,Raheem Sterling,F
26,3841,3855,44.53,FALSE,FALSE,-32.537,6.393,home_1,-48.647,2.292,20.961674980783382,18.933467339193825,1,3,FALSE,Keylor Navas,GK,Leroy Sané,F
26,3841,3855,45.18,FALSE,FALSE,-34.014,4.612,home_1,-50.037,0.8,19.052630789473664,21.15922502547629,2,2,FALSE,Keylor Navas,GK,Leroy Sané,F
26,3841,3855,54.88,FALSE,FALSE,-26.16,-0.943,home_1,-51.03,0.018,26.356874795771976,15.801820044158795,3,2,FALSE,Keylor Navas,GK,Leroy Sané,F
27,1785,10512,70.73,FALSE,FALSE,-42.981,-4.175,home_1,-51.578,-0.654,10.39432470148975,36.360661613740035,2,2,FALSE,Bono,GK,Bernardo Silva,M
27,13924,3843,88.07,FALSE,FALSE,-39.619,15.88,away_23,-49.788,3.656,20.447360734334396,13.115111119667855,1,1,FALSE,Sergio Rochet,GK,Bernardo Silva,M
30,13871,3859,14.17,FALSE,FALSE,-46.619,-3.848,home_16,-52.116,1.425,7.028034220178498,50.09750844903654,2,3,FALSE,Devis Epassy,GK,Gabriel Jesus,F
30,13871,3859,52.4,FALSE,FALSE,-17.224,13.085,home_16,-47.177,-2.584,37.62463821752974,10.43419678975689,1,0,FALSE,Devis Epassy,GK,Gabriel Jesus,F
37,940,10502,70.17,FALSE,FALSE,38.074,-4.476,away_1,52.021,0.265,15.104438155720988,26.184743449726597,3,0,FALSE,Matt Turner,GK,Virgil van Dijk,D
37,2059,3812,26.63,FALSE,FALSE,47.509,-2.147,home_16,52.332,0.005,5.433202554663318,66.18605449252475,2,3,FALSE,Edouard Mendy,GK,Virgil van Dijk,D
37,2059,3812,52.63,FALSE,FALSE,48.341,-2.083,home_16,51.431,-0.358,4.651469660225679,74.8540811897956,1,4,FALSE,Edouard Mendy,GK,Virgil van Dijk,D
37,11241,10502,28,FALSE,FALSE,45.54,-4.163,home_23,-25,1.008,98.1283453901063,4.268234216856205,2,1,FALSE,Andries Noppert,GK,Virgil van Dijk,D
40,144,10514,15.87,FALSE,FALSE,-48.447,-10.136,home_23,-50.94,-3.341,10.916286227467653,15.668586091373678,1,1,FALSE,Emiliano Martínez,GK,Dejan Lovren,D
40,144,10514,61.77,FALSE,FALSE,-41.004,0.081,home_23,-51.301,0.363,11.496285356583668,35.31850314307036,1,6,FALSE,Emiliano Martínez,GK,Dejan Lovren,D
40,144,10514,94.85,FALSE,FALSE,-13.812,-0.692,home_23,-50.167,-0.382,38.69418829746917,10.805128844272327,3,0,FALSE,Emiliano Martínez,GK,Dejan Lovren,D
40,1785,3820,51.9,FALSE,FALSE,-46.096,-0.76,home_1,-51.064,0.319,6.448939137563638,58.97620405478193,3,3,FALSE,Bono,GK,Dejan Lovren,D
47,61,10513,51,FALSE,FALSE,44.626,-7.231,away_1,50.911,-2.622,10.690520894699192,29.738594610638703,2,3,FALSE,Hugo Lloris,GK,Jordan Henderson,M
47,2059,10505,37.98,FALSE,FALSE,41.761,3.33,away_16,48.676,3.279,11.243443467194556,34.82014137811062,1,2,TRUE,Edouard Mendy,GK,Jordan Henderson,M
55,13854,10506,104.33,FALSE,FALSE,42.363,2.196,away_1,-26.428,-1.434,94.88841438763744,4.416613663990128,2,0,FALSE,Dominik Livakovic,GK,Takumi Minamino,F
57,8538,10509,29.63,FALSE,TRUE,33.254,8.124,home_22,51.303,0.369,20.8903779764752,18.419907517645907,2,3,FALSE,Diogo Costa,GK,Xherdan Shaqiri,M
57,12653,3858,19.18,FALSE,FALSE,-41.653,11.459,home_23,-51.625,0.705,15.778659322008318,18.626608831449005,2,0,TRUE,Vanja Milinković-Savić,GK,Xherdan Shaqiri,M
57,12653,3858,29.85,FALSE,FALSE,-40.028,8.101,home_23,-45.714,4.738,14.872020205742057,23.719738869946767,1,2,FALSE,Vanja Milinković-Savić,GK,Xherdan Shaqiri,M
67,13854,3852,77.67,FALSE,FALSE,-30.477,-0.334,home_1,-52.397,2.999,22.025532570178637,18.867335538641978,4,0,FALSE,Dominik Livakovic,GK,Jan Vertonghen,D
67,13862,3837,81.67,FALSE,FALSE,43.337,0.91,away_12,51.801,0.329,9.208076292038417,43.213049505402886,2,3,FALSE,Munir,GK,Jan Vertonghen,D
67,14031,3823,67.2,FALSE,FALSE,41.968,1.364,away_18,51.823,0.236,10.61995856865741,37.80038397108046,1,0,FALSE,Milan Borjan,GK,Jan Vertonghen,D
71,940,3815,44.47,FALSE,FALSE,-47.566,-1.49,home_1,-49.336,1.032,5.154071788401863,69.96724609867249,0,6,FALSE,Matt Turner,GK,Ben Davies,D
71,940,3815,63.88,FALSE,FALSE,-43.186,-1.748,home_1,-50.226,-0.009,9.476608042965584,41.741443453666626,1,3,FALSE,Matt Turner,GK,Ben Davies,D
71,13969,3828,82.97,FALSE,FALSE,35.758,8.458,away_24,48.622,1.809,18.757194033223627,19.90584554474976,3,0,FALSE,Hossein Hosseini,GK,Ben Davies,D
83,32,10507,46.25,FALSE,FALSE,-40.287,-12.202,home_1,-45.101,-6.909,17.264013814869358,17.435747740323038,1,1,FALSE,Alisson,GK,Heung-min Son,F
83,32,10507,67.58,FALSE,FALSE,-45.697,-0.095,home_1,-51.36,0.803,6.803663277970182,56.55309007283628,2,3,FALSE,Alisson,GK,Heung-min Son,F
83,32,10507,67.6,FALSE,FALSE,-45.758,-1.523,home_1,-51.703,0.46,6.911880568991334,55.13871200564742,2,2,FALSE,Alisson,GK,Heung-min Son,F
83,8538,3857,39.87,FALSE,FALSE,29.44,-3.18,away_22,49.687,-1.275,23.27823017327563,17.71373386628741,1,3,FALSE,Diogo Costa,GK,Heung-min Son,F
83,8538,3857,55.55,FALSE,FALSE,39.27,-13.245,away_22,49.487,-2.522,18.720655036616638,16.030011269103355,1,1,FALSE,Diogo Costa,GK,Heung-min Son,F
83,8538,3857,65.55,FALSE,FALSE,33.294,-8.812,away_22,50.545,-0.628,21.131061970473706,17.98285134845282,3,2,FALSE,Diogo Costa,GK,Heung-min Son,F
83,8538,3857,69.82,FALSE,FALSE,45.235,-11.966,away_22,51.504,-2.666,13.998763552542774,16.240038011347142,1,1,FALSE,Diogo Costa,GK,Heung-min Son,F
83,13924,3825,89.88,FALSE,FALSE,28.368,1.676,home_23,49.072,-0.492,24.19013021874831,17.168432081279917,1,1,FALSE,Sergio Rochet,GK,Heung-min Son,F
83,14034,3841,75.22,FALSE,FALSE,44.747,10.168,away_1,50.996,2.384,12.786603653824576,20.71111515373731,1,2,FALSE,Lawrence Ati Zigi,GK,Heung-min Son,F
83,14034,3841,90.12,FALSE,FALSE,43.935,6.286,away_1,51.456,2.289,10.624171544172277,32.22124472812139,2,5,FALSE,Lawrence Ati Zigi,GK,Heung-min Son,F
84,144,10511,23.68,FALSE,FALSE,37.028,-4.435,away_23,48.327,0.867,16.095092699329197,24.751131857945218,1,1,FALSE,Emiliano Martínez,GK,Steven Bergwijn,F
84,940,10502,77.35,FALSE,FALSE,14.379,17.754,away_1,47.258,2.126,42.052528544666615,9.03432651410932,2,0,FALSE,Matt Turner,GK,Steven Bergwijn,F
90,1341,3839,29.62,FALSE,FALSE,-24.995,-12.568,home_23,-49.86,-0.85,30.240364564601396,12.59518249944984,2,1,FALSE,Unai Simon,GK,Antonio Rüdiger,D
90,1341,3839,39,FALSE,FALSE,-44.144,-1.933,home_23,-51.631,-0.302,8.576667476357006,45.47330571498015,1,3,TRUE,Unai Simon,GK,Antonio Rüdiger,D
90,3841,3855,61.72,FALSE,FALSE,-22.623,-0.807,home_1,-51.394,2.729,29.8878968480554,13.958195872383916,2,0,FALSE,Keylor Navas,GK,Antonio Rüdiger,D
90,13799,3821,15.98,FALSE,FALSE,44.571,-5.84,away_12,51.78,-0.789,9.847570309472282,34.77749805063035,2,1,FALSE,Shuichi Gonda,GK,Antonio Rüdiger,D
90,13799,3821,79.77,FALSE,FALSE,34.092,-0.261,away_12,51.247,0.571,18.409850216663905,22.486307564246562,7,1,FALSE,Shuichi Gonda,GK,Antonio Rüdiger,D
90,13799,3821,93.8,FALSE,FALSE,21.094,2.505,away_12,48.943,0.199,31.50574330181721,13.212135305665353,3,0,FALSE,Shuichi Gonda,GK,Antonio Rüdiger,D
92,61,3834,67.23,FALSE,FALSE,-32.665,6.136,home_1,-51.651,0.657,20.762411252068002,19.16817288115508,4,0,TRUE,Hugo Lloris,GK,Andreas Christensen,D
92,435,3848,17.15,FALSE,FALSE,-48.754,12.027,home_1,-50.82,3.088,12.596874413917128,10.688086091929422,0,1,FALSE,Mathew Ryan,GK,Andreas Christensen,D
92,14013,3817,69.23,FALSE,FALSE,49.833,4.746,away_16,51.534,-0.084,5.444024706042398,50.24104404868228,2,1,FALSE,Aymen Dahmen,GK,Andreas Christensen,D
100,1672,3852,49.22,FALSE,FALSE,37.608,10.602,away_1,50.129,2.13,18.280428550775284,18.76918861709915,1,3,FALSE,Thibaut Courtois,GK,Mateo Kovacic,M
100,1785,10516,86.47,FALSE,FALSE,43.518,9.958,away_1,48.909,4.875,13.41037240347933,21.55504939986265,1,1,FALSE,Bono,GK,Mateo Kovacic,M
100,13799,10506,48.2,FALSE,FALSE,-34.205,4.42,home_12,-50.965,1.576,18.82135555691991,21.449905685551258,3,3,FALSE,Shuichi Gonda,GK,Mateo Kovacic,M
105,13969,3813,29.13,FALSE,FALSE,46.778,-7.443,away_24,50.893,-3.304,9.388265707786502,29.26541856879932,1,2,FALSE,Hossein Hosseini,GK,Mason Mount,M
105,61,10513,87.93,FALSE,FALSE,24.977,-5.346,away_1,48.536,-1.942,28.03739012461752,14.613552099023398,2,1,FALSE,Hugo Lloris,GK,Mason Mount,M
105,940,3831,10.12,FALSE,FALSE,29.679,14.923,away_1,50.728,2.037,27.267085836223863,12.88768648119807,2,0,FALSE,Matt Turner,GK,Mason Mount,M
105,940,3831,45.43,FALSE,FALSE,35.043,7.504,away_1,46.97,1.71,19.001496388442675,20.181243991675004,1,3,FALSE,Matt Turner,GK,Mason Mount,M
107,169,3831,32.08,FALSE,FALSE,-39.845,-14.13,home_1,-50.543,-2.913,18.968550946237304,14.97132880920939,2,2,FALSE,Jordan Pickford,GK,Christian Pulisic,F
107,169,3831,42.17,FALSE,FALSE,-43.924,2.81,home_1,-51.38,0.424,9.024626086437046,42.692349226722534,1,3,FALSE,Jordan Pickford,GK,Christian Pulisic,F
107,11241,10502,2.17,FALSE,FALSE,-40.281,-4.868,home_23,-46.788,-2.388,13.152999087660579,29.266269787207538,1,1,FALSE,Andries Noppert,GK,Christian Pulisic,F
107,11241,10502,51.97,FALSE,FALSE,-33.065,-12.462,home_23,-49.434,-1.936,23.087240393775954,15.311372811849626,1,1,FALSE,Andries Noppert,GK,Christian Pulisic,F
107,11241,10502,78.07,FALSE,FALSE,-34.046,-14.681,home_23,-49.493,-1.639,23.581388360315003,13.977771675954672,3,0,FALSE,Andries Noppert,GK,Christian Pulisic,F
107,13968,3847,10.53,FALSE,FALSE,-44.139,-3.747,home_1,-51.46,-0.57,9.16222298353407,40.94152795441179,1,1,FALSE,Alireza Beiranvand,GK,Christian Pulisic,F
107,13968,3847,37.82,FALSE,FALSE,-47.516,-1.914,home_1,-50.736,1.442,5.338881156197431,67.50489523483938,1,3,TRUE,Alireza Beiranvand,GK,Christian Pulisic,F
112,13862,3837,4.78,FALSE,FALSE,43.162,9.93,away_12,47.314,5.283,13.630962695275782,21.626766176794373,1,2,FALSE,Munir,GK,Michy Batshuayi,F
112,13862,3837,65.87,FALSE,FALSE,40.617,-8.171,away_12,49.312,-2.292,14.421197245721316,24.086701791799257,1,1,FALSE,Munir,GK,Michy Batshuayi,F
112,14031,3823,0.77,FALSE,FALSE,26.893,8.258,away_18,49.349,0.573,26.905631622394594,14.778623968626132,2,1,FALSE,Milan Borjan,GK,Michy Batshuayi,F
112,14031,3823,22.53,FALSE,FALSE,44.167,-9.262,away_18,50.861,-2.771,12.45887366498272,23.271642155885328,1,1,FALSE,Milan Borjan,GK,Michy Batshuayi,F
112,14031,3823,32.52,FALSE,FALSE,44.328,-10.406,away_18,51.304,-2.661,13.231266757192977,20.304734496909578,1,2,FALSE,Milan Borjan,GK,Michy Batshuayi,F
112,14031,3823,43.53,FALSE,FALSE,34.461,4.469,away_18,49.042,1.287,18.584334316837936,21.69014255410595,1,1,TRUE,Milan Borjan,GK,Michy Batshuayi,F
112,14031,3823,66.63,FALSE,FALSE,38.315,-3.079,away_18,49.515,-1.077,14.515318322379295,27.756878587701728,2,1,FALSE,Milan Borjan,GK,Michy Batshuayi,F
113,144,10517,19.02,FALSE,FALSE,-45.924,6.237,home_23,-51.086,1.595,9.063329686158394,34.99899929927018,3,4,FALSE,Emiliano Martínez,GK,Olivier Giroud,F
113,169,10513,10.57,FALSE,FALSE,-43.362,-1.031,home_1,-51.365,0.718,9.19597765330038,43.22424711188283,1,2,FALSE,Jordan Pickford,GK,Olivier Giroud,F
113,169,10513,74.87,FALSE,FALSE,-45.518,6.28,home_1,-51.137,1.288,9.39077866845982,34.346604966331405,1,0,FALSE,Jordan Pickford,GK,Olivier Giroud,F
113,169,10513,76.37,FALSE,FALSE,-43.715,2.112,home_1,-50.678,1.804,9.035306801653165,43.299544392354555,1,4,FALSE,Jordan Pickford,GK,Olivier Giroud,F
113,169,10513,77.15,FALSE,FALSE,-45.671,-2.97,home_1,-51.607,-0.636,7.446888007751964,49.9224733901416,1,3,TRUE,Jordan Pickford,GK,Olivier Giroud,F
113,200,3834,14.87,FALSE,FALSE,40.896,-0.854,away_1,51.5,-1.344,11.635382761215894,34.85014555361541,2,2,FALSE,Kasper Schmeichel,GK,Olivier Giroud,F
113,200,3834,36.55,FALSE,FALSE,42.757,-4.226,away_1,50.838,-0.265,10.620034133655128,35.662018126402096,2,2,FALSE,Kasper Schmeichel,GK,Olivier Giroud,F
113,435,3819,28.97,FALSE,FALSE,44.615,1.899,away_1,50.737,-0.152,8.110451652035167,47.77377555145119,1,5,FALSE,Mathew Ryan,GK,Olivier Giroud,F
113,435,3819,31.28,FALSE,FALSE,43.375,0.562,away_1,49.227,4.697,9.142290139784452,43.581971229540734,0,1,TRUE,Mathew Ryan,GK,Olivier Giroud,F
113,435,3819,36.07,FALSE,FALSE,38.872,2.06,away_1,49.703,-1.064,13.782814806852771,29.465142894073548,1,1,FALSE,Mathew Ryan,GK,Olivier Giroud,F
113,435,3819,49.45,FALSE,FALSE,47.351,-4.967,away_1,51.762,-0.19,7.15424978596638,44.926359558242005,1,2,FALSE,Mathew Ryan,GK,Olivier Giroud,F
113,435,3819,70.83,FALSE,FALSE,47.546,-2.176,away_1,51.575,1.689,5.410830989783363,66.34900016212049,1,3,TRUE,Mathew Ryan,GK,Olivier Giroud,F
113,1785,10515,16.48,FALSE,FALSE,39.793,12.483,away_1,49.03,3.422,17.812724047713758,17.018005593361394,1,2,FALSE,Bono,GK,Olivier Giroud,F
113,1785,10515,35.23,FALSE,FALSE,40.155,-1.335,away_1,47.432,1.744,12.416974269120477,32.6949906475787,1,0,FALSE,Bono,GK,Olivier Giroud,F
113,8042,10504,28.18,FALSE,FALSE,47.733,2.443,away_1,49.823,-5.494,5.356541608164734,66.32843525388728,0,1,FALSE,Wojciech Szczesny,GK,Olivier Giroud,F
113,8042,10504,35.52,FALSE,FALSE,41.156,-5.331,away_1,51.791,-0.835,12.534189124151592,30.020000611901228,2,2,FALSE,Wojciech Szczesny,GK,Olivier Giroud,F
113,8042,10504,43.45,FALSE,FALSE,40.22,8.454,away_1,47.691,3.05,14.908672509650215,23.284890878385514,1,2,TRUE,Wojciech Szczesny,GK,Olivier Giroud,F
113,8042,10504,65.13,FALSE,FALSE,48.849,-6.676,away_1,50.634,-2.449,7.609124588282151,30.985916228108188,2,1,FALSE,Wojciech Szczesny,GK,Olivier Giroud,F
118,13968,3813,7.25,FALSE,FALSE,29.224,2.85,away_1,49.778,0.352,23.449833176378885,17.618704619715732,4,0,FALSE,Alireza Beiranvand,GK,Harry Maguire,D
118,13968,3813,31.77,FALSE,FALSE,46.456,-0.954,away_24,51.181,-1.077,6.118827665492792,61.47703805123255,1,5,FALSE,Alireza Beiranvand,GK,Harry Maguire,D
118,61,10513,47.2,FALSE,FALSE,48.842,7.323,away_1,51.283,1.984,8.185798250628952,26.54000649922655,1,3,FALSE,Hugo Lloris,GK,Harry Maguire,D
118,61,10513,69.37,FALSE,FALSE,42.608,4.129,away_1,51.629,0.238,10.719155983565127,35.50255797405569,1,3,FALSE,Hugo Lloris,GK,Harry Maguire,D
118,940,3831,90.82,FALSE,FALSE,43.243,2.797,away_1,52.043,0.553,9.670328743119335,40.22288772077217,1,4,FALSE,Matt Turner,GK,Harry Maguire,D
123,13969,3813,58.92,FALSE,FALSE,32.28,13.425,away_24,49.624,2.425,24.270950228616925,14.4186744485196,2,0,FALSE,Hossein Hosseini,GK,Luke Shaw,D
123,61,10513,20.12,FALSE,TRUE,32.703,-12.276,away_1,51.503,0.596,23.29423501641554,15.31352131572882,2,0,FALSE,Hugo Lloris,GK,Luke Shaw,D
123,61,10513,70.5,FALSE,FALSE,41.746,14.914,away_1,51.361,2.512,18.386840729173677,13.628478462501185,1,2,FALSE,Hugo Lloris,GK,Luke Shaw,D
127,13907,3857,33.9,FALSE,FALSE,-28.177,1.952,home_1,-47.831,-0.495,24.401201466321286,17.009187888723133,2,1,FALSE,Seun-gyu Kim,GK,Diogo Dalot,D
132,12653,3827,82.48,FALSE,FALSE,30.569,-4.279,away_23,47.192,-0.138,22.344543002710974,18.283467501632927,1,0,FALSE,Vanja Milinković-Savić,GK,Fred,M
132,13871,3859,1.57,FALSE,FALSE,-41.149,-0.601,home_16,-51.325,1.068,11.36689940133192,35.65782928219631,2,2,FALSE,Devis Epassy,GK,Fred,M
132,13871,3859,21.13,FALSE,FALSE,-41.359,-1.456,home_16,-51.844,-0.7,11.235738382500722,35.8550254724186,2,4,FALSE,Devis Epassy,GK,Fred,M
133,1785,10512,44.33,FALSE,FALSE,-35.643,29.984,home_1,-49.19,2.146,34.397655516037716,6.021410329514704,1,1,FALSE,Bono,GK,Bruno Fernandes,M
133,1785,10512,63.05,FALSE,FALSE,-35.761,-1.685,home_1,-48.224,-0.791,16.823594919041525,24.438119794258203,2,3,FALSE,Bono,GK,Bruno Fernandes,M
133,13924,3843,7.25,FALSE,FALSE,-26.374,14.22,away_23,-49.435,1.042,29.74518912362132,12.378475727492939,1,1,FALSE,Sergio Rochet,GK,Bruno Fernandes,M
133,13924,3843,28.55,FALSE,FALSE,-33.731,-8.614,away_23,-51.072,-3.531,20.65130400241108,18.396927997017734,2,0,FALSE,Sergio Rochet,GK,Bruno Fernandes,M
133,13924,3843,36.72,FALSE,FALSE,-28.041,-6.96,away_23,-49.909,-0.996,25.429987829332518,15.7863658641299,2,1,FALSE,Sergio Rochet,GK,Bruno Fernandes,M
133,13924,3843,97.3,FALSE,FALSE,-48.919,9.389,away_23,-51.762,3.304,10.04872539180965,16.662347006764566,1,0,FALSE,Sergio Rochet,GK,Bruno Fernandes,M
133,13924,3843,98.22,FALSE,FALSE,-35.234,-5.778,away_23,-49.422,-0.611,18.207142554503164,21.66858197975044,1,1,FALSE,Sergio Rochet,GK,Bruno Fernandes,M
136,13969,3813,83.05,FALSE,FALSE,43.004,-10.431,away_24,50.508,-1.805,14.106019176224029,20.53348259472066,2,3,FALSE,Hossein Hosseini,GK,Marcus Rashford,F
136,61,10513,100.08,FALSE,TRUE,32.214,5.852,away_1,51.969,-0.992,21.11321150370071,18.954479639178448,2,0,FALSE,Hugo Lloris,GK,Marcus Rashford,F
136,201,3846,9.17,FALSE,FALSE,-38.298,0.021,home_12,-43.765,0.367,14.202015525973767,28.902459679912255,1,1,FALSE,Danny Ward,GK,Marcus Rashford,F
136,201,3846,22.97,FALSE,FALSE,-32.703,-19.367,home_12,-50.061,-2.548,27.69479911463522,10.884775690866345,1,1,FALSE,Danny Ward,GK,Marcus Rashford,F
136,201,3846,38.63,FALSE,FALSE,-40.977,-4.84,home_12,-50.355,-1.011,12.498205031123472,30.567601583923135,1,1,FALSE,Danny Ward,GK,Marcus Rashford,F
136,201,3846,49.28,FALSE,TRUE,-31.129,-10.322,home_12,-50.959,-0.264,23.733169299526768,15.880893829977722,2,0,TRUE,Danny Ward,GK,Marcus Rashford,F
136,201,3846,67.58,FALSE,FALSE,-43.091,10.336,home_12,-50.531,2.918,13.977202044758457,20.73152502766226,2,3,TRUE,Danny Ward,GK,Marcus Rashford,F
136,201,3846,71.35,FALSE,FALSE,-43.793,11.483,home_12,-49.778,3.825,14.410799353262817,18.1629156175218,1,2,FALSE,Danny Ward,GK,Marcus Rashford,F
136,13969,3813,70.8,FALSE,FALSE,43.858,-9.271,away_24,47.696,-4.634,12.674210231805375,23.250046494453418,1,4,TRUE,Hossein Hosseini,GK,Marcus Rashford,F
136,940,3831,86.68,FALSE,FALSE,38.811,18.55,away_1,50.806,2.642,23.054093367556227,10.946271143603662,2,1,FALSE,Matt Turner,GK,Marcus Rashford,F
136,2059,10505,90.38,FALSE,FALSE,48.78,-4.574,away_16,52.382,-1.935,5.895750673154351,51.88317548364351,1,3,FALSE,Edouard Mendy,GK,Marcus Rashford,F
