frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_11,away_x_12,away_x_14,away_x_16,away_x_18,away_x_2,away_x_20,away_x_21,away_x_23,away_x_25,away_x_26,away_x_4,away_x_5,away_x_7,away_x_9,away_y_10,away_y_11,away_y_12,away_y_14,away_y_16,away_y_18,away_y_2,away_y_20,away_y_21,away_y_23,away_y_25,away_y_26,away_y_4,away_y_5,away_y_7,away_y_9,gk_away,home_x_11,home_x_12,home_x_13,home_x_14,home_x_15,home_x_16,home_x_17,home_x_18,home_x_22,home_x_25,home_x_3,home_x_4,home_x_5,home_x_6,home_x_8,home_x_9,home_y_11,home_y_12,home_y_13,home_y_14,home_y_15,home_y_16,home_y_17,home_y_18,home_y_22,home_y_25,home_y_3,home_y_4,home_y_5,home_y_6,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
13680,3854,10932,6.05,1,6619631,SH,OTB,1519,Sergio Busquets,5,0,CM,-34.42,3.51,NA,NA,-42.546,-25.811,-14.52,NA,-26.302,NA,-41.683,25,NA,-37.93,-13.966,-36.95,-41.774,-39.175,NA,NA,13.068,-10.435,8.83,NA,15.683,NA,1.654,0.308,NA,-4.24,-0.248,20.166,6.082,14.317,23,-32.753,-50.902,-35.33,-39.963,-42.533,NA,-38.754,NA,-43.432,-23.026,-43.323,-43.448,-40.141,NA,NA,NA,-6.886,0.044,4.617,-4.816,14.239,NA,1.003,NA,2.594,5.45,5.636,0.254,18.01,NA,NA,NA,12,TRUE,goal_detected,1,6.02,OTB,FALSE,NA,NA,1519,Sergio Busquets,NA,NA,S,FALSE,FALSE,O,FALSE
15762,3854,13032,7.2,1,6619827,SH,OTB,2094,Junya Ito,14,1,RWB,48.69,-9.72,NA,NA,28.57,47.817,47.419,NA,43.008,NA,43.348,51.093,NA,46.448,45.363,41.111,38.14,46.698,NA,NA,13.903,-9.218,-1.805,NA,13.606,NA,-9.74,-3.986,NA,-9.465,-0.026,-4.537,0.557,3.313,23,42.017,-29.617,48.051,46.654,45.583,NA,36.717,NA,11.519,48.944,18.196,12.434,30.874,NA,NA,NA,-3.164,-0.742,0.183,-11.343,2.877,NA,-8.1,NA,1.198,3.55,8.37,-8.587,13.574,NA,NA,NA,12,FALSE,no_data,1,7.18,OTB,TRUE,NA,NA,2094,Junya Ito,NA,NA,S,FALSE,FALSE,O,FALSE
18768,3854,16053,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
18768,3854,16054,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
18768,3854,16055,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
18768,3854,16056,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
18768,3854,16057,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
18768,3854,16058,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
18768,3854,16059,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
18768,3854,16060,8.87,1,6620028,SH,OTB,1394,Alvaro Morata,7,0,CF,-42.69,-7.96,NA,NA,-42.814,-27.602,-40.694,NA,-28.227,NA,-35.648,25,NA,-23.809,-42.715,-38.864,-43.341,-39.046,NA,NA,6.587,-4.196,-1.616,NA,-0.357,NA,-28.356,-2.26,NA,-22.08,2.851,5.052,-3.989,-22.216,23,-41.061,-51.12,-29.192,-35.979,-39.346,NA,-42.394,NA,-44.284,-32.076,-43.6,-41.729,-43.015,NA,NA,NA,-13.63,-1.326,-1.116,-26.124,-19.391,NA,-3.417,NA,-2.895,-21.398,1.786,-1.474,5.831,NA,NA,NA,12,FALSE,no_data,1,8.87,OTB,FALSE,NA,NA,1394,Álvaro Morata,13799,Shuichi Gonda,S,FALSE,FALSE,S,FALSE
