frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_11,away_x_13,away_x_14,away_x_15,away_x_16,away_x_20,away_x_22,away_x_3,away_x_4,away_x_5,away_x_6,away_x_8,away_x_9,away_y_1,away_y_10,away_y_11,away_y_13,away_y_14,away_y_15,away_y_16,away_y_20,away_y_22,away_y_3,away_y_4,away_y_5,away_y_6,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_13,home_x_16,home_x_19,home_x_2,home_x_21,home_x_22,home_x_23,home_x_24,home_x_3,home_x_4,home_x_5,home_x_6,home_x_8,home_y_1,home_y_10,home_y_11,home_y_13,home_y_16,home_y_19,home_y_2,home_y_21,home_y_22,home_y_23,home_y_24,home_y_3,home_y_4,home_y_5,home_y_6,home_y_8,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
NA,3815,NA,NA,NA,6499547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.83,OTB,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,S,FALSE
19469,3815,16242,9.03,1,6499566,SH,OTB,5135,Josh Sargent,24,1,CF,54.59,12.09,51.316,41.243,10.298,NA,48.729,43.797,NA,12.83,NA,46.794,47.411,49.286,48.698,39.231,NA,3.155,15.044,6.77,NA,16.671,5.285,NA,-11.04,NA,-3.668,-0.871,8.585,3.614,-3.173,NA,1,-25.788,42.005,NA,7.138,NA,NA,12.416,44.667,NA,NA,49.444,4.657,23.458,47.922,38.585,35.466,1.243,8.96,NA,8.347,NA,NA,-12.986,-2.697,NA,NA,6.185,-0.816,8.11,20.052,5.325,-10.085,1,FALSE,no_data,1,9.02,OTB,TRUE,NA,NA,5135,Josh Sargent,NA,NA,S,FALSE,FALSE,O,FALSE
27972,3815,24747,13.76,1,6499858,SH,OTB,1931,Ethan Ampadu,15,0,CM,-25.02,1.12,25.038,-36.033,-36.565,NA,-21.429,-33.148,NA,-22.809,NA,-25.405,-29.996,-33.877,-37.519,-14.868,NA,-0.745,-8.612,2.126,NA,2.665,3.631,NA,4.393,NA,-11.736,-3.633,-0.368,8.541,-5.964,NA,1,-49.823,-29.014,NA,-35.28,NA,NA,-31.695,-25.781,NA,NA,-36.511,-30.429,-34.797,-34.575,-34.858,-26.48,0.57,1.66,NA,4.741,NA,NA,-4.012,-9.96,NA,NA,0.322,7.377,-3.923,11.853,-8.883,4.138,1,TRUE,goal_detected,1,13.73,OTB,FALSE,NA,NA,1931,Ethan Ampadu,NA,NA,S,FALSE,FALSE,O,FALSE
54463,3815,51242,28.49,1,6500265,SH,OTB,8343,Sergiño Dest,2,1,RB,28.07,-14.14,49.8,30.023,17.134,NA,35.856,30.778,NA,11.395,NA,34.627,36.791,38.331,39.144,29.787,NA,-1.792,2.183,3.338,NA,14.561,-2.94,NA,-4.552,NA,-12.567,-7.277,7.119,1.895,-11.237,NA,1,-28.043,38.242,NA,2.473,NA,NA,26.209,34.928,NA,NA,36.911,0.809,19.074,19.78,27.779,37.056,-0.318,4.314,NA,6.519,NA,NA,-14.288,-27.124,NA,NA,12.03,-7.013,3.754,19.755,2.046,-2.42,1,TRUE,goal_detected,1,28.45,OTB,TRUE,NA,NA,8343,Sergiño Dest,NA,NA,S,FALSE,FALSE,O,FALSE
66540,3815,63322,35.21,1,6499066,SH,OTB,1336,Timothy Weah,21,1,RW,43.01,1.72,45.153,15.868,2.192,NA,35.006,22.235,NA,-6.163,NA,41.026,33.22,30.442,32.807,26.182,NA,1.329,14.154,13.678,NA,12.483,8.035,NA,10.16,NA,1.057,-1.651,5.955,5.444,-3.593,NA,1,-33.017,21.386,NA,-2.514,NA,NA,-0.593,40.601,NA,NA,21.695,-4.333,9.843,18.85,23.382,16.133,0.82,12.142,NA,14.19,NA,NA,-6.625,2.435,NA,NA,7.586,7.331,6.566,22.947,14.368,-3.788,1,FALSE,no_data,1,35.2,OTB,TRUE,NA,NA,1336,Timothy Weah,462,Wayne Hennessey,O,FALSE,FALSE,G,TRUE
83220,3815,80008,44.48,1,6499573,SH,OTB,71,Ben Davies,4,0,LCB,-49.17,-2.04,25,-48.799,-48.495,NA,-28.64,-32.122,NA,-33.495,NA,-31.28,-47.566,-47.308,-47.871,-52.019,NA,0.551,0.244,2.07,NA,12.077,5.375,NA,11.425,NA,-6.314,-1.49,-3.836,-0.942,-1.832,NA,1,-49.336,-42.432,NA,-46.98,NA,NA,-47.754,-48.452,NA,NA,-47.361,-47.024,-47.177,-46.965,-45.569,-48.071,1.032,3.974,NA,1.046,NA,NA,9.552,2.998,NA,NA,3.519,1.112,-3.098,-0.582,5.222,-5.175,1,FALSE,no_data,1,44.47,OTB,FALSE,NA,NA,71,Ben Davies,NA,NA,S,FALSE,FALSE,O,FALSE
119515,3815,115140,60.05,2,6498904,SH,OTB,7966,Kieffer Moore,13,0,CF,29.52,-1.57,28.149,-13.37,-36.893,-28.357,-30.98,-16.115,NA,NA,NA,-30.186,-12.604,-5.304,-2.976,-36.78,NA,-0.148,-5.45,7.206,1.418,25.218,9.06,NA,NA,NA,-24.914,-15.204,12.758,-2.431,-8.496,NA,1,-49.22,-12.779,NA,-36.674,NA,NA,-36.965,-17.487,NA,NA,-11.141,-37.394,-25.757,-36.571,-29.701,-29.79,0.476,9.524,NA,2.368,NA,NA,-9.509,-14.982,NA,NA,-1.859,-3.809,0.178,11.815,2.648,-8.731,1,FALSE,no_data,2,60.02,OTB,FALSE,NA,NA,7966,Kieffer Moore,NA,NA,S,FALSE,FALSE,C,FALSE
126423,3815,122052,63.89,2,6499242,SH,OTB,71,Ben Davies,4,0,LCB,45.19,0.64,25,-45.779,-46.939,-41.676,-23.016,-26.988,NA,NA,NA,-31.401,-43.186,-41.036,-36.699,-30.741,NA,1.249,6.01,2.276,6.873,4.404,-0.311,NA,NA,NA,0.75,-1.748,4.527,1.479,17.107,NA,1,-50.226,-32.124,NA,-44.797,NA,NA,-40.184,-32.508,NA,NA,-41.939,-43.57,-40.616,-42.277,-41.959,-43.025,-0.009,9.868,NA,2.886,NA,NA,2.408,-0.675,NA,NA,6.041,1.239,3.754,-5.411,10.834,-2.661,1,FALSE,no_data,2,63.88,OTB,FALSE,NA,NA,71,Ben Davies,940,Matt Turner,D,FALSE,FALSE,S,FALSE
127627,3815,123256,64.56,2,6499255,SH,OTB,7966,Kieffer Moore,13,0,CF,50.15,-7.05,25,-49.407,-50.652,-47.97,-28.987,-34.052,NA,NA,NA,-32.155,-47.883,-43.803,-45.578,-48.64,NA,1.397,1.818,7.369,-0.654,15.017,6.537,NA,NA,NA,-1.661,-1.961,0.777,1.607,-7.408,NA,1,-50.24,-44.192,NA,-49.078,NA,NA,-48.847,-47.251,NA,NA,-49.416,-48.318,-46.356,-47.027,-48.863,-48.624,-0.542,7.255,NA,3.828,NA,NA,10.062,-0.409,NA,NA,2.589,1.447,1.514,-1.377,7.295,-5.483,1,TRUE,goal_detected,2,64.55,OTB,FALSE,NA,NA,7966,Kieffer Moore,NA,NA,S,FALSE,FALSE,O,FALSE
146018,3815,141653,74.79,2,6499960,SH,OTB,12183,Haji Wright,19,1,CF,-41.75,5.22,50.629,33.852,21.868,14.025,40.262,32.732,NA,NA,NA,36.015,37.473,40.889,40.72,32.63,NA,-0.972,0.875,-21.851,-10.254,12.719,-12.181,NA,NA,NA,-26.672,-19.95,3.587,-5.759,-23.59,NA,1,-25,37.222,36.12,7.426,NA,40.065,NA,30.595,18.886,32.753,NA,4.312,18.475,20.808,NA,NA,-2.59,16.831,-19.404,2.637,NA,-6.527,NA,-28.156,-29.108,3.25,NA,-16.209,-17.145,8.754,NA,NA,1,FALSE,no_data,2,74.78,OTB,TRUE,NA,NA,12183,Haji Wright,NA,NA,S,FALSE,FALSE,O,FALSE
149181,3815,144818,76.55,2,6499135,SH,OTB,1067,Brenden Aaronson,11,1,AM,-51.32,4.28,51.622,37.001,42.787,48.997,46.817,48.613,NA,NA,NA,34.862,49.369,48.807,46.943,37.61,NA,-3.896,0.698,3.075,1.656,4.126,-0.295,NA,NA,NA,-7.417,-7.072,2.921,0.253,16.126,NA,1,-25,49.926,49.515,50.063,NA,42.384,NA,47.215,22.925,36.139,NA,45.496,33.731,24.505,NA,NA,0.478,24.953,-7.506,5.831,NA,0.374,NA,0.286,-1.779,15.396,NA,-0.876,-3.377,6.976,NA,NA,1,FALSE,no_data,2,76.53,OTB,TRUE,NA,NA,1067,Brenden Aaronson,NA,NA,S,FALSE,FALSE,O,FALSE
158170,3815,153808,81.54,2,6499444,SH,OTB,1698,Gareth Bale,11,0,CF,44.01,0.62,25,-32.194,-41.557,-36.716,-15.901,-27.392,NA,NA,NA,NA,-13.053,-13.053,-13.053,-32.496,-35.619,-0.611,-1.211,0.42,8.151,8.356,-2.777,NA,NA,NA,NA,0.293,0.293,0.293,-4.316,14.259,1,-51.625,-25.417,-35.736,-36.238,NA,-32.048,NA,-28.097,-35.333,-35.213,NA,-37.317,-33.152,-36.92,NA,NA,-0.384,9.971,-7.99,10.048,NA,1.24,NA,-4.044,-0.504,5.781,NA,-2.263,-3.891,0.647,NA,NA,1,TRUE,goal_detected,2,81.53,OTB,FALSE,NA,NA,1698,Gareth Bale,940,Matt Turner,S,TRUE,FALSE,G,TRUE
