frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_11,away_x_13,away_x_14,away_x_15,away_x_16,away_x_17,away_x_18,away_x_19,away_x_20,away_x_21,away_x_22,away_x_3,away_x_4,away_x_5,away_x_6,away_x_9,away_y_11,away_y_13,away_y_14,away_y_15,away_y_16,away_y_17,away_y_18,away_y_19,away_y_20,away_y_21,away_y_22,away_y_3,away_y_4,away_y_5,away_y_6,away_y_9,gk_away,home_x_10,home_x_11,home_x_12,home_x_14,home_x_16,home_x_17,home_x_19,home_x_2,home_x_22,home_x_23,home_x_3,home_x_4,home_x_5,home_x_6,home_x_9,home_y_10,home_y_11,home_y_12,home_y_14,home_y_16,home_y_17,home_y_19,home_y_2,home_y_22,home_y_23,home_y_3,home_y_4,home_y_5,home_y_6,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
12757,3829,6908,3.84,1,6536495,SH,OTB,428,Ismaïla Sarr,18,0,RM,47.88,-10.54,NA,NA,12.577,33.033,-26.357,NA,45.362,37.178,NA,38.981,38.301,10.674,NA,42.748,24.391,47.68,NA,NA,0.676,-1.748,-2.341,NA,-16.803,-15.568,NA,-18.99,-0.3,-17.101,NA,3.934,-16.516,-0.626,16,45.346,15.59,41.344,38.534,45.826,45.944,19.656,47.168,50.725,45.457,44.201,NA,NA,NA,NA,-12.153,-20.424,-4.092,-13.99,-1.433,3.852,-4.893,-6.154,-4.52,-11.849,-18.062,NA,NA,NA,NA,22,TRUE,goal_detected,1,3.78,OTB,FALSE,NA,NA,428,Ismaïla Sarr,NA,NA,S,FALSE,FALSE,O,FALSE
20530,3829,14744,8.16,1,6536948,SH,OTB,214,Nampalys Mendy,6,0,CM,33.15,2.43,NA,NA,13.705,38.07,-25.04,NA,37.526,36.405,NA,32.454,11.346,12.02,NA,24.424,29.254,39.534,NA,NA,10.597,11.404,-0.944,NA,-6.968,-3.911,NA,-20.301,11.761,-9.875,NA,-5.946,1.411,4.265,16,34.581,19.11,31.442,37.626,38.76,34.753,18.73,42.369,48.731,35.638,38.863,NA,NA,NA,NA,-8.697,-14.881,4.424,-11.76,1.283,12.435,10.112,8.096,-0.767,4.801,-0.974,NA,NA,NA,NA,22,TRUE,goal_detected,1,8.13,OTB,FALSE,NA,NA,214,Nampalys Mendy,NA,NA,V,FALSE,FALSE,O,FALSE
32105,3829,26395,14.6,1,6537304,SH,OTB,13961,Akram Afif,11,1,CF,-29.49,7.59,NA,NA,-39.089,-40.014,-50.721,NA,-29.755,-31.419,NA,-40.23,-43.801,-40.407,NA,-34.285,-37.751,-35.644,NA,NA,25.369,13.673,0.405,NA,0.587,6.7,NA,-3.175,25.501,2.139,NA,1.859,6.84,-5.953,16,-24.486,-24.64,-40.843,-32.934,-42.989,-35.597,-43.213,-13.08,26.474,-20.956,-30.407,NA,NA,NA,NA,15.488,5.528,6.804,-14.99,7.844,14.149,-9.915,7.855,1.979,10.894,-8.351,NA,NA,NA,NA,22,FALSE,no_data,1,14.6,OTB,TRUE,NA,NA,13961,Akram Afif,NA,NA,V,FALSE,FALSE,O,FALSE
NA,3829,NA,NA,NA,6537645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15.37,OTB,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,S,FALSE
34723,3829,29021,16.06,1,6536277,SH,OTB,12154,Famara Diedhiou,19,0,CF,47.12,3.13,NA,NA,23.258,34.936,-25,NA,45.119,46.341,NA,20.665,43.405,45.152,NA,32.754,29.376,45.846,NA,NA,5.812,7.758,0.793,NA,10.508,-3.602,NA,-1.934,-1.401,-8.035,NA,5.821,-4.629,1.903,16,38.715,30.689,46.052,46.716,45.381,43.453,46.659,49.14,51.041,43.923,45.244,NA,NA,NA,NA,4.951,-4.66,8.079,-0.177,1.152,-1.994,6.843,1.861,3.025,17.084,-5.878,NA,NA,NA,NA,22,FALSE,no_data,1,16.05,OTB,FALSE,NA,NA,12154,Famara Diedhiou,NA,NA,S,FALSE,FALSE,O,FALSE
34723,3829,29022,16.06,1,6536277,SH,OTB,12154,Famara Diedhiou,19,0,CF,47.12,3.13,NA,NA,23.258,34.936,-25,NA,45.119,46.341,NA,20.665,43.405,45.152,NA,32.754,29.376,45.846,NA,NA,5.812,7.758,0.793,NA,10.508,-3.602,NA,-1.934,-1.401,-8.035,NA,5.821,-4.629,1.903,16,38.715,30.689,46.052,46.716,45.381,43.453,46.659,49.14,51.041,43.923,45.244,NA,NA,NA,NA,4.951,-4.66,8.079,-0.177,1.152,-1.994,6.843,1.861,3.025,17.084,-5.878,NA,NA,NA,NA,22,FALSE,no_data,1,16.05,OTB,FALSE,NA,NA,12154,Famara Diedhiou,NA,NA,S,FALSE,FALSE,O,FALSE
34723,3829,29023,16.06,1,6536277,SH,OTB,12154,Famara Diedhiou,19,0,CF,47.12,3.13,NA,NA,23.258,34.936,-25,NA,45.119,46.341,NA,20.665,43.405,45.152,NA,32.754,29.376,45.846,NA,NA,5.812,7.758,0.793,NA,10.508,-3.602,NA,-1.934,-1.401,-8.035,NA,5.821,-4.629,1.903,16,38.715,30.689,46.052,46.716,45.381,43.453,46.659,49.14,51.041,43.923,45.244,NA,NA,NA,NA,4.951,-4.66,8.079,-0.177,1.152,-1.994,6.843,1.861,3.025,17.084,-5.878,NA,NA,NA,NA,22,FALSE,no_data,1,16.05,OTB,FALSE,NA,NA,12154,Famara Diedhiou,NA,NA,S,FALSE,FALSE,O,FALSE
34723,3829,29024,16.06,1,6536277,SH,OTB,12154,Famara Diedhiou,19,0,CF,47.12,3.13,NA,NA,23.258,34.936,-25,NA,45.119,46.341,NA,20.665,43.405,45.152,NA,32.754,29.376,45.846,NA,NA,5.812,7.758,0.793,NA,10.508,-3.602,NA,-1.934,-1.401,-8.035,NA,5.821,-4.629,1.903,16,38.715,30.689,46.052,46.716,45.381,43.453,46.659,49.14,51.041,43.923,45.244,NA,NA,NA,NA,4.951,-4.66,8.079,-0.177,1.152,-1.994,6.843,1.861,3.025,17.084,-5.878,NA,NA,NA,NA,22,FALSE,no_data,1,16.05,OTB,FALSE,NA,NA,12154,Famara Diedhiou,NA,NA,S,FALSE,FALSE,O,FALSE
34723,3829,29025,16.06,1,6536277,SH,OTB,12154,Famara Diedhiou,19,0,CF,47.12,3.13,NA,NA,23.258,34.936,-25,NA,45.119,46.341,NA,20.665,43.405,45.152,NA,32.754,29.376,45.846,NA,NA,5.812,7.758,0.793,NA,10.508,-3.602,NA,-1.934,-1.401,-8.035,NA,5.821,-4.629,1.903,16,38.715,30.689,46.052,46.716,45.381,43.453,46.659,49.14,51.041,43.923,45.244,NA,NA,NA,NA,4.951,-4.66,8.079,-0.177,1.152,-1.994,6.843,1.861,3.025,17.084,-5.878,NA,NA,NA,NA,22,FALSE,no_data,1,16.05,OTB,FALSE,NA,NA,12154,Famara Diedhiou,NA,NA,S,FALSE,FALSE,O,FALSE
34723,3829,29026,16.06,1,6536277,SH,OTB,12154,Famara Diedhiou,19,0,CF,47.12,3.13,NA,NA,23.258,34.936,-25,NA,45.119,46.341,NA,20.665,43.405,45.152,NA,32.754,29.376,45.846,NA,NA,5.812,7.758,0.793,NA,10.508,-3.602,NA,-1.934,-1.401,-8.035,NA,5.821,-4.629,1.903,16,38.715,30.689,46.052,46.716,45.381,43.453,46.659,49.14,51.041,43.923,45.244,NA,NA,NA,NA,4.951,-4.66,8.079,-0.177,1.152,-1.994,6.843,1.861,3.025,17.084,-5.878,NA,NA,NA,NA,22,FALSE,no_data,1,16.05,OTB,FALSE,NA,NA,12154,Famara Diedhiou,NA,NA,S,FALSE,FALSE,O,FALSE
