frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_11,away_x_14,away_x_18,away_x_22,away_x_4,away_x_5,away_x_7,away_x_8,away_x_9,away_y_1,away_y_10,away_y_11,away_y_14,away_y_18,away_y_22,away_y_4,away_y_5,away_y_7,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_17,home_x_19,home_x_2,home_x_20,home_x_22,home_x_3,home_x_4,home_x_5,home_x_6,home_x_7,home_x_8,home_x_9,home_y_1,home_y_10,home_y_11,home_y_17,home_y_19,home_y_2,home_y_20,home_y_22,home_y_3,home_y_4,home_y_5,home_y_6,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
120087,10513,116354,59.59,2,6669259,SH,OTB,163,Bukayo Saka,17,1,RW,-41.14,7.72,50.061,8.436,25.651,32.416,37.098,35.949,39.794,39.239,11.434,37.582,6.033,-1.876,-10.738,13.491,-8.904,-9.029,-12.186,-5.655,-0.966,2.539,-7.076,4.854,1,-28.178,NA,NA,36.976,NA,2.681,38.568,27.484,30.657,16.696,-0.024,-0.261,NA,23.504,29.997,-0.579,NA,NA,-7.302,NA,-12.024,-1.51,6.789,17.279,-6.84,-4.407,11.639,NA,-22.369,-9.793,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,163,Bukayo Saka,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
120087,10513,116355,59.59,2,6669259,SH,OTB,163,Bukayo Saka,17,1,RW,-41.14,7.72,50.061,8.436,25.651,32.416,37.098,35.949,39.794,39.239,11.434,37.582,6.033,-1.876,-10.738,13.491,-8.904,-9.029,-12.186,-5.655,-0.966,2.539,-7.076,4.854,1,-28.178,NA,NA,36.976,NA,2.681,38.568,27.484,30.657,16.696,-0.024,-0.261,NA,23.504,29.997,-0.579,NA,NA,-7.302,NA,-12.024,-1.51,6.789,17.279,-6.84,-4.407,11.639,NA,-22.369,-9.793,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,163,Bukayo Saka,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
120087,10513,116356,59.59,2,6669259,SH,OTB,163,Bukayo Saka,17,1,RW,-41.14,7.72,50.061,8.436,25.651,32.416,37.098,35.949,39.794,39.239,11.434,37.582,6.033,-1.876,-10.738,13.491,-8.904,-9.029,-12.186,-5.655,-0.966,2.539,-7.076,4.854,1,-28.178,NA,NA,36.976,NA,2.681,38.568,27.484,30.657,16.696,-0.024,-0.261,NA,23.504,29.997,-0.579,NA,NA,-7.302,NA,-12.024,-1.51,6.789,17.279,-6.84,-4.407,11.639,NA,-22.369,-9.793,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,163,Bukayo Saka,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
120087,10513,116357,59.59,2,6669259,SH,OTB,163,Bukayo Saka,17,1,RW,-41.14,7.72,50.061,8.436,25.651,32.416,37.098,35.949,39.794,39.239,11.434,37.582,6.033,-1.876,-10.738,13.491,-8.904,-9.029,-12.186,-5.655,-0.966,2.539,-7.076,4.854,1,-28.178,NA,NA,36.976,NA,2.681,38.568,27.484,30.657,16.696,-0.024,-0.261,NA,23.504,29.997,-0.579,NA,NA,-7.302,NA,-12.024,-1.51,6.789,17.279,-6.84,-4.407,11.639,NA,-22.369,-9.793,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,163,Bukayo Saka,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
120087,10513,116358,59.59,2,6669259,SH,OTB,163,Bukayo Saka,17,1,RW,-41.14,7.72,50.061,8.436,25.651,32.416,37.098,35.949,39.794,39.239,11.434,37.582,6.033,-1.876,-10.738,13.491,-8.904,-9.029,-12.186,-5.655,-0.966,2.539,-7.076,4.854,1,-28.178,NA,NA,36.976,NA,2.681,38.568,27.484,30.657,16.696,-0.024,-0.261,NA,23.504,29.997,-0.579,NA,NA,-7.302,NA,-12.024,-1.51,6.789,17.279,-6.84,-4.407,11.639,NA,-22.369,-9.793,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,163,Bukayo Saka,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
120087,10513,116359,59.59,2,6669259,SH,OTB,163,Bukayo Saka,17,1,RW,-41.14,7.72,50.061,8.436,25.651,32.416,37.098,35.949,39.794,39.239,11.434,37.582,6.033,-1.876,-10.738,13.491,-8.904,-9.029,-12.186,-5.655,-0.966,2.539,-7.076,4.854,1,-28.178,NA,NA,36.976,NA,2.681,38.568,27.484,30.657,16.696,-0.024,-0.261,NA,23.504,29.997,-0.579,NA,NA,-7.302,NA,-12.024,-1.51,6.789,17.279,-6.84,-4.407,11.639,NA,-22.369,-9.793,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,163,Bukayo Saka,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
120087,10513,116360,59.59,2,6669259,SH,OTB,163,Bukayo Saka,17,1,RW,-41.14,7.72,50.061,8.436,25.651,32.416,37.098,35.949,39.794,39.239,11.434,37.582,6.033,-1.876,-10.738,13.491,-8.904,-9.029,-12.186,-5.655,-0.966,2.539,-7.076,4.854,1,-28.178,NA,NA,36.976,NA,2.681,38.568,27.484,30.657,16.696,-0.024,-0.261,NA,23.504,29.997,-0.579,NA,NA,-7.302,NA,-12.024,-1.51,6.789,17.279,-6.84,-4.407,11.639,NA,-22.369,-9.793,1,FALSE,no_data,2,59.52,OTB,TRUE,NA,NA,163,Bukayo Saka,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
121071,10513,117367,60.13,2,6668150,SH,OTB,1532,Ousmane Dembele,11,0,RW,35.18,-10.66,28.191,-39.175,-34.333,-23.515,-4.358,-17.535,-5.243,-24.139,-42.659,-20.136,-44.393,0.665,-0.025,12.59,-4.195,-2.51,-13.189,13.095,22.375,-9.819,0.498,4.371,1,-51.186,NA,NA,-21.84,NA,-43.61,-33.576,-37.319,-37.009,-39.944,-42.614,-41.155,NA,-35.849,-3.138,1.301,NA,NA,-10.796,NA,-5.718,16.614,7.5,12.102,-0.2,3.902,1.371,NA,12.448,-0.628,1,FALSE,no_data,2,60.08,OTB,FALSE,NA,NA,1532,Ousmane Dembele,NA,NA,S,FALSE,FALSE,B,FALSE
122804,10513,119115,61.1,2,6668266,SH,OTB,1,Harry Kane,9,1,CF,-35.11,11.43,50.059,26.422,32.78,39.857,34.266,38.23,40.068,39.699,35.11,39.284,27.487,-1.397,-22.348,3.791,-19.086,-13.602,-13.314,-2.774,0.271,-5.997,-7.473,-10.714,1,-26.425,NA,NA,39.07,NA,19.546,39.305,40.206,29.161,20.543,9.325,6.421,NA,42.155,35.228,-2.337,NA,NA,-11.29,NA,-20.873,-4.248,-0.276,7.86,-11.746,-14.479,-4.478,NA,-22.77,-14.201,1,FALSE,no_data,2,61.03,OTB,TRUE,NA,NA,1,Harry Kane,61,Hugo Lloris,S,FALSE,FALSE,S,FALSE
137689,10513,134030,69.37,2,6668889,SH,OTB,118,Harry Maguire,6,1,LCB,-45.7,-1.23,51.629,34.268,28.651,43.077,41.213,40.445,42.661,43.163,35.962,42.272,42.022,0.238,-9.868,-15.117,9.63,9.372,-4.701,0.368,5.89,-0.228,2.395,-2.326,1,-25,NA,NA,25.142,NA,22.391,41.991,41.014,28.124,33.951,40.961,42.608,NA,37.106,38.881,0.193,NA,NA,-19.887,NA,-8.786,12.849,-4.056,-6.085,9.499,10.033,4.129,NA,-4.279,-1.91,1,FALSE,no_data,2,69.37,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
139747,10513,136103,70.52,2,6669009,SH,OTB,123,Luke Shaw,3,1,LB,-42.87,-15.35,51.361,15.789,37.949,30.766,43.406,38.965,43.092,43.79,35.838,37.876,19.094,2.512,-17.551,18.083,-12.635,1.737,-11.249,12.012,15.186,6.76,0.896,-2.493,1,-25.686,NA,NA,36.19,NA,7.885,47.489,38.676,41.746,19.209,6.994,4.09,NA,42.388,31.08,0.962,NA,NA,-9.514,NA,-14.641,20.905,6.271,14.914,-8.15,-2.964,8.151,NA,3.467,-1.07,1,FALSE,no_data,2,70.5,OTB,TRUE,NA,NA,123,Luke Shaw,NA,NA,S,FALSE,FALSE,B,FALSE
140725,10513,137081,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
140725,10513,137082,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
140725,10513,137083,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
140725,10513,137084,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
140725,10513,137085,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
140725,10513,137086,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
140725,10513,137087,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
140725,10513,137088,71.06,2,6669158,SH,OTB,163,Bukayo Saka,17,1,RW,-47.08,-0.54,50.849,19.328,22.403,34.218,44.368,44.955,42.842,43.837,20.676,44.35,13.662,0.986,-6.129,24.206,5.227,4.896,-2.119,9.571,13.42,14.944,17.037,4.939,1,-26.59,NA,NA,39.882,NA,10.487,45.198,32.54,45.823,16.552,7.384,12.945,NA,39.178,26.988,3.684,NA,NA,-5.347,NA,-5.047,10.892,15.564,22.089,9.493,3.969,18.288,NA,-4.655,21.79,1,FALSE,no_data,2,71.05,OTB,TRUE,NA,NA,163,Bukayo Saka,NA,NA,F,FALSE,FALSE,O,FALSE
147576,10513,144015,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
147576,10513,144016,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
147576,10513,144017,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
147576,10513,144018,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
147576,10513,144019,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
147576,10513,144020,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
147576,10513,144021,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
147576,10513,144022,74.87,2,6669287,SH,OTB,113,Olivier Giroud,9,0,CF,50.72,-0.37,25.333,-30.681,-37.971,-29.531,-13.198,-20.777,-13.46,-19.731,-26.392,-31.128,-45.518,-0.414,-13.356,20.368,-23.69,2.497,-13.517,-1.749,18.057,-8.351,-14.884,6.28,1,-51.137,NA,NA,-30.093,NA,-43.326,-39.277,-32.139,-36.896,-30.239,-41.509,-39.634,NA,-32.755,-24.584,1.288,NA,NA,-17.567,NA,1.704,12.201,3.866,9.009,-8.519,-4.176,6.16,NA,-16.548,-5.304,1,FALSE,no_data,2,74.87,OTB,FALSE,NA,NA,113,Olivier Giroud,NA,NA,S,FALSE,FALSE,O,FALSE
150286,10513,146747,76.38,2,6668212,SH,OTB,113,Olivier Giroud,9,0,CF,46.69,-0.51,27.336,-43.494,-44.451,-36.994,-11.362,-21.38,-8.741,-29.035,-46.21,-21.064,-43.715,-0.625,-6.644,12.579,-15.71,-4.479,-14.023,6.686,16.511,6.506,1.826,2.112,1,-50.678,NA,NA,-33.765,NA,-46.119,-38.953,-41.562,-45.53,-42.066,-45.008,-46.291,NA,-39.045,-16.855,1.804,NA,NA,-17.218,NA,-6.009,13.433,2.832,13.057,-0.275,-1.525,4.176,NA,-12.153,-1.707,1,FALSE,no_data,2,76.37,OTB,FALSE,NA,NA,113,Olivier Giroud,169,Jordan Pickford,F,FALSE,FALSE,S,FALSE
