frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_13,away_x_15,away_x_16,away_x_17,away_x_18,away_x_19,away_x_2,away_x_20,away_x_21,away_x_24,away_x_3,away_x_5,away_x_6,away_x_7,away_x_8,away_x_9,away_y_1,away_y_13,away_y_15,away_y_16,away_y_17,away_y_18,away_y_19,away_y_2,away_y_20,away_y_21,away_y_24,away_y_3,away_y_5,away_y_6,away_y_7,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_12,home_x_15,home_x_17,home_x_19,home_x_20,home_x_22,home_x_24,home_x_3,home_x_4,home_x_5,home_x_6,home_x_7,home_x_9,home_y_1,home_y_10,home_y_11,home_y_12,home_y_15,home_y_17,home_y_19,home_y_20,home_y_22,home_y_24,home_y_3,home_y_4,home_y_5,home_y_6,home_y_7,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
18453,3813,13048,7.26,1,6496460,SH,OTB,118,Harry Maguire,6,1,LCB,49.06,8.37,49.778,NA,49.496,NA,NA,47.759,43.096,43.26,NA,45.055,NA,33.1,37.928,NA,37.338,45.539,48.036,0.352,NA,-2.444,NA,NA,2.233,-17.697,7.068,NA,8.005,NA,-8.203,-16.818,NA,-3.042,-8.432,0.291,1,-25,48.725,NA,26.093,NA,42.489,40.087,NA,24.923,NA,20.879,50.438,23.057,29.224,NA,47.9,-0.137,10.109,NA,-19.442,NA,-22.249,3.216,NA,-6.289,NA,3.066,1.371,-4.732,2.85,NA,2.854,1,TRUE,goal_detected,1,7.25,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,F,FALSE,FALSE,O,FALSE
57799,3813,52470,29.14,1,6497300,SH,OTB,105,Mason Mount,19,1,AM,47.97,-8.65,NA,NA,43.767,NA,NA,37.1,42.062,45.028,NA,40.194,50.893,31.744,49.142,NA,36.2,26.196,46.293,NA,NA,-8.16,NA,NA,-12.16,-15.139,0.948,NA,-4.808,-3.304,-20.665,-21.286,NA,0.179,-8.732,-6.069,24,-25.232,43.533,NA,29.029,NA,50.701,46.778,NA,36.001,NA,23.674,19.717,12.182,9.358,NA,44.854,-2.953,-4.397,NA,-25.675,NA,-21.606,-7.443,NA,-9.119,NA,10.466,-4.171,-13.803,-0.828,NA,2.752,1,FALSE,no_data,1,29.13,OTB,TRUE,NA,NA,105,Mason Mount,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57228,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57229,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57230,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57231,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57232,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57233,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57234,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
62542,3813,57235,31.77,1,6495966,SH,OTB,118,Harry Maguire,6,1,LCB,47.86,1.68,NA,NA,47.136,NA,NA,47.209,46.677,39.497,NA,47.977,51.181,40.073,48.496,NA,45.249,46.456,45.163,NA,NA,0.711,NA,NA,1.66,-3.082,-20.402,NA,-4.428,-1.077,-0.566,-21.21,NA,5.013,-9.637,-1.148,24,-25,47.881,NA,37.963,NA,35.851,40.244,NA,32.302,NA,24.702,45.873,45.601,46.456,NA,48.797,-1.11,-7.004,NA,-23.442,NA,-21.319,2.3,NA,-5.747,NA,0.934,-5.942,-1.677,-0.954,NA,5.428,1,FALSE,no_data,1,31.77,OTB,TRUE,NA,NA,118,Harry Maguire,NA,NA,S,FALSE,FALSE,O,FALSE
