frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_15,away_x_16,away_x_17,away_x_18,away_x_19,away_x_20,away_x_21,away_x_23,away_x_24,away_x_3,away_x_5,away_x_6,away_x_7,away_x_8,away_x_9,away_y_10,away_y_15,away_y_16,away_y_17,away_y_18,away_y_19,away_y_20,away_y_21,away_y_23,away_y_24,away_y_3,away_y_5,away_y_6,away_y_7,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_12,home_x_13,home_x_14,home_x_15,home_x_20,home_x_3,home_x_4,home_x_5,home_x_6,home_x_7,home_x_8,home_x_9,home_y_1,home_y_10,home_y_11,home_y_12,home_y_13,home_y_14,home_y_15,home_y_20,home_y_3,home_y_4,home_y_5,home_y_6,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
6802,3828,3691,2.04,1,6534343,SH,OTB,589,Neco Williams,3,1,LWB,34.54,13.96,NA,NA,NA,12.272,NA,42.468,2.214,34.542,38.35,50.347,37.455,43.666,40.184,NA,39.293,4.56,NA,NA,NA,19.827,NA,5.564,9.565,15.941,19.648,1.683,2.667,-3,2.155,NA,10.722,-2.427,24,-29.308,35.736,40.868,NA,41.021,42.329,25.159,NA,33.708,5.922,2.941,3.108,NA,35.791,NA,1.432,5.499,-9.149,NA,-0.818,-1.899,11.472,NA,16.298,17.204,-5.006,8.767,NA,29.935,NA,1,TRUE,goal_detected,1,1.98,OTB,TRUE,NA,NA,589,Neco Williams,NA,NA,S,FALSE,FALSE,O,FALSE
15052,3828,12001,6.62,1,6535024,SH,OTB,7441,Sardar Azmoun,20,0,CF,-33.6,-6.98,NA,NA,NA,-28.735,NA,3.64,-31.919,-12.823,-1.785,31.871,-15.415,-2.17,-7.199,NA,1.585,-38.688,NA,NA,NA,4.319,NA,1.441,-8.485,2.57,15.658,-1.213,-14.628,-22.053,-6.272,NA,-11.12,-7.617,24,-49.674,-23.743,0.118,NA,3.781,-27.465,-32.618,NA,-34.025,-37.144,-36.686,-37.97,NA,-15.36,NA,-1.408,-10.599,-12.73,NA,-10.12,-20.497,-5.964,NA,9.021,2.554,-6.708,-4.661,NA,5.072,NA,1,FALSE,no_data,1,6.58,OTB,FALSE,NA,NA,7441,Sardar Azmoun,462,Wayne Hennessey,S,FALSE,FALSE,S,FALSE
23594,3828,20603,11.37,1,6535442,SH,OTB,7966,Kieffer Moore,13,1,CF,45.27,-7.12,NA,NA,NA,23.456,NA,45.756,12.401,34.469,44.115,50.643,33.187,41.301,39.993,NA,41.589,31.478,NA,NA,NA,8.526,NA,-2.265,-6.974,1.07,2.901,-1.205,-6.65,-22.353,-5.052,NA,-11.172,-17.053,24,-25,36.69,42.679,NA,44.851,37.672,18.865,NA,31.246,14.093,27.891,7.108,NA,38.063,NA,-1.481,-12.785,2.129,NA,-4.618,-26.783,-5.855,NA,18.996,1.986,-22.577,-9.324,NA,6.223,NA,1,FALSE,no_data,1,11.37,OTB,TRUE,NA,NA,7966,Kieffer Moore,13969,Hossein Hosseini,V,FALSE,FALSE,S,FALSE
30002,3828,27071,14.94,1,6535689,SH,OTB,13981,Ali Gholizadeh,17,0,RM,-49.93,-2.35,NA,NA,NA,-48.106,NA,1.296,-43.762,-17.309,-7.395,31.313,-20.996,-13.59,-9.475,NA,-6.699,-43.119,NA,NA,NA,-3.032,NA,4.533,8.473,1.174,14.959,-0.786,-14.8,-21.073,-3.153,NA,-9.432,-4.745,24,-49.894,-18.694,-2.602,NA,2.528,-26.26,-35.827,NA,-47.419,-40.502,-31.826,-42.837,NA,-26.314,NA,-0.563,-12.255,7.585,NA,-2.177,-18.133,-5.957,NA,5.992,4.036,-11.997,-0.418,NA,4.404,NA,1,FALSE,no_data,1,14.92,OTB,FALSE,NA,NA,13981,Ali Gholizadeh,462,Wayne Hennessey,S,FALSE,FALSE,G,TRUE
NA,3828,NA,NA,NA,6534445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19.12,OTB,FALSE,NA,NA,13982,Ahmad Nourollahi,NA,NA,S,FALSE,FALSE,B,FALSE
43773,3828,40880,22.6,1,6534841,SH,OTB,7441,Sardar Azmoun,20,0,CF,-45.22,-2.63,NA,NA,NA,-39.345,NA,-13.093,-43.123,-41.956,-17.708,25.174,-34.196,-18.286,-30.459,NA,-18.628,-41.208,NA,NA,NA,11.642,NA,6.299,-5.445,1.183,5.523,-0.979,-10.908,-6.484,0.011,NA,-7.318,-3.049,24,-50.778,-32.965,-35.123,NA,-27.258,-40.491,-41.261,NA,-39.534,-43.572,-43.09,-43.366,NA,-26.558,NA,-1.192,-2.776,-3.381,NA,-9.104,-14.21,1.941,NA,9.274,-0.41,-9.855,-6.136,NA,5.77,NA,1,FALSE,no_data,1,22.58,OTB,FALSE,NA,NA,7441,Sardar Azmoun,NA,NA,S,FALSE,FALSE,O,FALSE
43773,3828,40881,22.6,1,6534841,SH,OTB,7441,Sardar Azmoun,20,0,CF,-45.22,-2.63,NA,NA,NA,-39.345,NA,-13.093,-43.123,-41.956,-17.708,25.174,-34.196,-18.286,-30.459,NA,-18.628,-41.208,NA,NA,NA,11.642,NA,6.299,-5.445,1.183,5.523,-0.979,-10.908,-6.484,0.011,NA,-7.318,-3.049,24,-50.778,-32.965,-35.123,NA,-27.258,-40.491,-41.261,NA,-39.534,-43.572,-43.09,-43.366,NA,-26.558,NA,-1.192,-2.776,-3.381,NA,-9.104,-14.21,1.941,NA,9.274,-0.41,-9.855,-6.136,NA,5.77,NA,1,FALSE,no_data,1,22.58,OTB,FALSE,NA,NA,7441,Sardar Azmoun,NA,NA,S,FALSE,FALSE,O,FALSE
43773,3828,40882,22.6,1,6534841,SH,OTB,7441,Sardar Azmoun,20,0,CF,-45.22,-2.63,NA,NA,NA,-39.345,NA,-13.093,-43.123,-41.956,-17.708,25.174,-34.196,-18.286,-30.459,NA,-18.628,-41.208,NA,NA,NA,11.642,NA,6.299,-5.445,1.183,5.523,-0.979,-10.908,-6.484,0.011,NA,-7.318,-3.049,24,-50.778,-32.965,-35.123,NA,-27.258,-40.491,-41.261,NA,-39.534,-43.572,-43.09,-43.366,NA,-26.558,NA,-1.192,-2.776,-3.381,NA,-9.104,-14.21,1.941,NA,9.274,-0.41,-9.855,-6.136,NA,5.77,NA,1,FALSE,no_data,1,22.58,OTB,FALSE,NA,NA,7441,Sardar Azmoun,NA,NA,S,FALSE,FALSE,O,FALSE
43773,3828,40883,22.6,1,6534841,SH,OTB,7441,Sardar Azmoun,20,0,CF,-45.22,-2.63,NA,NA,NA,-39.345,NA,-13.093,-43.123,-41.956,-17.708,25.174,-34.196,-18.286,-30.459,NA,-18.628,-41.208,NA,NA,NA,11.642,NA,6.299,-5.445,1.183,5.523,-0.979,-10.908,-6.484,0.011,NA,-7.318,-3.049,24,-50.778,-32.965,-35.123,NA,-27.258,-40.491,-41.261,NA,-39.534,-43.572,-43.09,-43.366,NA,-26.558,NA,-1.192,-2.776,-3.381,NA,-9.104,-14.21,1.941,NA,9.274,-0.41,-9.855,-6.136,NA,5.77,NA,1,FALSE,no_data,1,22.58,OTB,FALSE,NA,NA,7441,Sardar Azmoun,NA,NA,S,FALSE,FALSE,O,FALSE
43773,3828,40884,22.6,1,6534841,SH,OTB,7441,Sardar Azmoun,20,0,CF,-45.22,-2.63,NA,NA,NA,-39.345,NA,-13.093,-43.123,-41.956,-17.708,25.174,-34.196,-18.286,-30.459,NA,-18.628,-41.208,NA,NA,NA,11.642,NA,6.299,-5.445,1.183,5.523,-0.979,-10.908,-6.484,0.011,NA,-7.318,-3.049,24,-50.778,-32.965,-35.123,NA,-27.258,-40.491,-41.261,NA,-39.534,-43.572,-43.09,-43.366,NA,-26.558,NA,-1.192,-2.776,-3.381,NA,-9.104,-14.21,1.941,NA,9.274,-0.41,-9.855,-6.136,NA,5.77,NA,1,FALSE,no_data,1,22.58,OTB,FALSE,NA,NA,7441,Sardar Azmoun,NA,NA,S,FALSE,FALSE,O,FALSE
