frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_11,away_x_14,away_x_19,away_x_2,away_x_20,away_x_21,away_x_25,away_x_3,away_x_4,away_x_5,away_x_7,away_x_9,away_y_1,away_y_10,away_y_11,away_y_14,away_y_19,away_y_2,away_y_20,away_y_21,away_y_25,away_y_3,away_y_4,away_y_5,away_y_7,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_13,home_x_15,home_x_16,home_x_19,home_x_20,home_x_22,home_x_4,home_x_6,home_x_8,home_x_9,home_y_1,home_y_10,home_y_11,home_y_13,home_y_15,home_y_16,home_y_19,home_y_20,home_y_22,home_y_4,home_y_6,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
161998,10510,155917,85.4,2,6663578,SH,OTB,1676,Eder Militao,14,0,RB,40.15,-7.11,26.352,-48.226,NA,-38.35,-38.767,-25.403,NA,-43.006,-39.053,-10.381,-9.513,-44.438,-26.166,NA,1.818,-2.863,NA,6.632,14.573,-11.74,NA,-4.876,-1.855,4.771,-0.375,2.648,13.972,NA,1,-51.309,-35.711,-38.35,-37.485,NA,-32.616,-40.459,-43.642,-44.018,-41.53,-43.388,-27.218,NA,1.807,13.445,5.826,-6.47,NA,16.015,8.235,5.098,-3.836,12.695,1.075,4.608,NA,1,FALSE,no_data,2,85.4,OTB,FALSE,NA,NA,1676,Eder Militao,NA,NA,S,FALSE,FALSE,B,FALSE
176733,10510,170667,93.6,2,6664050,SH,OTB,8039,Antony,19,0,RW,31.02,-13.25,25.012,-39.068,NA,-35.138,-29.662,-32.267,NA,-40.931,-40.172,-7.724,-10.195,-36.157,-23.964,NA,2.986,-7.591,NA,13.482,15.271,-12.823,NA,-0.523,-4.17,3.266,3.676,26.201,3.312,NA,1,-50.988,-35.765,-35.909,-39.832,NA,-34.86,-30.904,-41.968,-38.682,-37.221,-42.097,-29.15,NA,1.834,8.121,7.984,-6.485,NA,13.297,16.045,1.694,-8.931,17.284,-3.264,12.92,NA,1,TRUE,goal_detected,2,93.5,OTB,FALSE,NA,NA,8039,Antony,13854,Dominik Livakovic,S,FALSE,FALSE,S,FALSE
NA,10510,NA,NA,NA,6662321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,91.27,OTB,FALSE,NA,NA,13830,Pedro,NA,NA,S,FALSE,FALSE,O,FALSE
NA,10510,NA,NA,NA,6663716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,100.68,OTB,FALSE,NA,NA,13830,Pedro,13854,Dominik Livakovic,V,FALSE,FALSE,S,FALSE
NA,10510,NA,NA,NA,6663880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,102.3,OTB,TRUE,NA,NA,8129,Marcelo Brozovic,NA,NA,S,FALSE,FALSE,O,FALSE
NA,10510,NA,NA,NA,6664012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,104.1,OTB,FALSE,NA,NA,8061,Danilo,NA,NA,S,FALSE,FALSE,O,FALSE
NA,10510,NA,NA,NA,6664131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,105.57,OTB,FALSE,NA,NA,3865,Neymar,13854,Dominik Livakovic,S,FALSE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,116.03,OTB,TRUE,NA,NA,13861,Bruno Petkovic,32,Alisson,F,FALSE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,119.73,OTB,TRUE,NA,NA,5968,Lovro Majer,NA,NA,S,FALSE,FALSE,O,FALSE
NA,10510,NA,NA,NA,6663830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,121.32,OTB,FALSE,NA,NA,1683,Casemiro,13854,Dominik Livakovic,V,FALSE,FALSE,S,FALSE
NA,10510,NA,NA,NA,6663873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,122.63,OTB,TRUE,NA,NA,6019,Nikola Vlasic,32,Alisson,F,TRUE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,123.37,OTB,FALSE,NA,NA,1697,Rodrygo,13854,Dominik Livakovic,F,TRUE,FALSE,S,FALSE
NA,10510,NA,NA,NA,6663907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,124.22,OTB,TRUE,NA,NA,5968,Lovro Majer,32,Alisson,S,TRUE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,124.87,OTB,FALSE,NA,NA,1683,Casemiro,13854,Dominik Livakovic,S,TRUE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,125.68,OTB,TRUE,NA,NA,1687,Luka Modric,32,Alisson,S,TRUE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,126.4,OTB,FALSE,NA,NA,13830,Pedro,13854,Dominik Livakovic,F,TRUE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,127.15,OTB,TRUE,NA,NA,13859,Mislav Orsic,32,Alisson,S,TRUE,FALSE,G,TRUE
NA,10510,NA,NA,NA,6663983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,127.93,OTB,FALSE,NA,NA,3846,Marquinhos,NA,NA,S,TRUE,FALSE,O,FALSE
