frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_11,away_x_13,away_x_18,away_x_19,away_x_2,away_x_21,away_x_24,away_x_3,away_x_4,away_x_5,away_x_6,away_x_7,away_x_8,away_y_1,away_y_10,away_y_11,away_y_13,away_y_18,away_y_19,away_y_2,away_y_21,away_y_24,away_y_3,away_y_4,away_y_5,away_y_6,away_y_7,away_y_8,gk_away,home_x_1,home_x_10,home_x_11,home_x_12,home_x_17,home_x_19,home_x_22,home_x_3,home_x_4,home_x_5,home_x_6,home_x_7,home_x_8,home_x_9,home_y_1,home_y_10,home_y_11,home_y_12,home_y_17,home_y_19,home_y_22,home_y_3,home_y_4,home_y_5,home_y_6,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
NA,3831,NA,NA,NA,6540223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,57.73,OTB,FALSE,NA,NA,107,Christian Pulisic,NA,NA,S,FALSE,FALSE,B,FALSE
NA,3831,NA,NA,NA,6539362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,61.88,OTB,FALSE,NA,NA,107,Christian Pulisic,NA,NA,S,FALSE,FALSE,B,FALSE
162564,3831,158995,86.71,2,6540067,SH,OTB,136,Marcus Rashford,11,1,LW,-39.88,-16.12,50.806,33.027,38.996,44.113,41.807,NA,NA,NA,33.772,43.924,37.224,41.004,40.104,38.124,NA,2.642,-2.289,10.979,2.05,15.044,NA,NA,NA,2.567,7.453,8.171,-2.529,4.743,15.702,NA,1,-25,NA,38.811,26.218,NA,43.257,NA,41.982,19.194,11.725,9.48,31.783,42.075,30.102,3.131,NA,18.55,-6.743,NA,3.507,NA,19.956,6.389,-1.424,8.88,4.756,6.176,1.243,1,TRUE,goal_detected,2,86.68,OTB,TRUE,NA,NA,136,Marcus Rashford,940,Matt Turner,F,FALSE,FALSE,S,FALSE
169970,3831,166409,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
169970,3831,166410,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
169970,3831,166411,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
169970,3831,166412,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
169970,3831,166413,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
169970,3831,166414,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
169970,3831,166415,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
169970,3831,166416,90.83,2,6540390,SH,OTB,118,Harry Maguire,6,1,LCB,-52.39,3.78,52.043,47.315,35.157,44.222,50,NA,NA,NA,43.252,46.78,46.126,45.864,45.597,48.351,NA,0.553,-6.476,-10.854,0.422,-7.775,NA,NA,NA,3.39,-0.59,-0.637,-3.941,5.387,-3.845,NA,1,-25,NA,47.979,19.552,NA,31.664,NA,20.195,35.633,44.383,43.243,45.842,29.721,47.654,-0.621,NA,-8.645,-4.87,NA,3.702,NA,-6.522,-17.719,-2.848,2.797,-6.76,-9.673,6.67,1,FALSE,no_data,2,90.82,OTB,TRUE,NA,NA,118,Harry Maguire,940,Matt Turner,S,FALSE,FALSE,S,FALSE
173583,3831,170029,92.84,2,6540444,SH,OTB,1,Harry Kane,9,1,CF,-44.28,-2.36,50.979,34.991,40.5,42.638,44.571,NA,NA,NA,41.366,44.053,42.404,44.454,41.171,43.579,NA,0.641,20.652,-2.317,-2.75,-0.933,NA,NA,NA,-1.446,-0.467,1.521,-6.456,5.458,-5.639,NA,1,-25,NA,37.349,17.439,NA,28.562,NA,27.828,35.358,34.649,43.601,38.38,36.087,44.132,0.526,NA,-3.719,-1.044,NA,4.133,NA,22.303,-1.215,-4.666,-8.96,7.095,-2.703,-1.829,1,TRUE,goal_detected,2,92.83,OTB,TRUE,NA,NA,1,Harry Kane,NA,NA,S,FALSE,FALSE,O,FALSE
