frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_13,away_x_14,away_x_15,away_x_18,away_x_19,away_x_2,away_x_20,away_x_21,away_x_24,away_x_6,away_x_7,away_x_9,away_y_1,away_y_10,away_y_13,away_y_14,away_y_15,away_y_18,away_y_19,away_y_2,away_y_20,away_y_21,away_y_24,away_y_6,away_y_7,away_y_9,gk_away,home_x_10,home_x_13,home_x_15,home_x_16,home_x_19,home_x_20,home_x_21,home_x_22,home_x_23,home_x_24,home_x_3,home_x_4,home_x_8,home_x_9,home_y_10,home_y_13,home_y_15,home_y_16,home_y_19,home_y_20,home_y_21,home_y_22,home_y_23,home_y_24,home_y_3,home_y_4,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
47832,3818,46343,25.68,1,6505982,SH,OTB,3414,Alexis Vega,10,1,LW,47.34,4.07,51.766,44.362,35.242,46.958,46.619,45.597,39.429,46.454,42.08,41.686,NA,NA,NA,21.404,0.416,-2.326,6.554,-14.149,-4.05,-9.262,-13.832,4.471,-0.4,-21.596,NA,NA,NA,-19.462,1,46.983,-26.258,9.767,43.772,36.56,47.056,NA,33.144,20.384,45.178,11.327,24.19,NA,NA,6.01,-2.703,-1.508,-18.462,-14.001,-2.664,NA,-22.11,7.231,0.759,-16.221,-7.341,NA,NA,13,FALSE,no_data,1,25.67,OTB,TRUE,NA,NA,3414,Alexis Vega,NA,NA,S,FALSE,FALSE,O,FALSE
47832,3818,46344,25.68,1,6505982,SH,OTB,3414,Alexis Vega,10,1,LW,47.34,4.07,51.766,44.362,35.242,46.958,46.619,45.597,39.429,46.454,42.08,41.686,NA,NA,NA,21.404,0.416,-2.326,6.554,-14.149,-4.05,-9.262,-13.832,4.471,-0.4,-21.596,NA,NA,NA,-19.462,1,46.983,-26.258,9.767,43.772,36.56,47.056,NA,33.144,20.384,45.178,11.327,24.19,NA,NA,6.01,-2.703,-1.508,-18.462,-14.001,-2.664,NA,-22.11,7.231,0.759,-16.221,-7.341,NA,NA,13,FALSE,no_data,1,25.67,OTB,TRUE,NA,NA,3414,Alexis Vega,NA,NA,S,FALSE,FALSE,O,FALSE
47832,3818,46345,25.68,1,6505982,SH,OTB,3414,Alexis Vega,10,1,LW,47.34,4.07,51.766,44.362,35.242,46.958,46.619,45.597,39.429,46.454,42.08,41.686,NA,NA,NA,21.404,0.416,-2.326,6.554,-14.149,-4.05,-9.262,-13.832,4.471,-0.4,-21.596,NA,NA,NA,-19.462,1,46.983,-26.258,9.767,43.772,36.56,47.056,NA,33.144,20.384,45.178,11.327,24.19,NA,NA,6.01,-2.703,-1.508,-18.462,-14.001,-2.664,NA,-22.11,7.231,0.759,-16.221,-7.341,NA,NA,13,FALSE,no_data,1,25.67,OTB,TRUE,NA,NA,3414,Alexis Vega,NA,NA,S,FALSE,FALSE,O,FALSE
47832,3818,46346,25.68,1,6505982,SH,OTB,3414,Alexis Vega,10,1,LW,47.34,4.07,51.766,44.362,35.242,46.958,46.619,45.597,39.429,46.454,42.08,41.686,NA,NA,NA,21.404,0.416,-2.326,6.554,-14.149,-4.05,-9.262,-13.832,4.471,-0.4,-21.596,NA,NA,NA,-19.462,1,46.983,-26.258,9.767,43.772,36.56,47.056,NA,33.144,20.384,45.178,11.327,24.19,NA,NA,6.01,-2.703,-1.508,-18.462,-14.001,-2.664,NA,-22.11,7.231,0.759,-16.221,-7.341,NA,NA,13,FALSE,no_data,1,25.67,OTB,TRUE,NA,NA,3414,Alexis Vega,NA,NA,S,FALSE,FALSE,O,FALSE
47832,3818,46347,25.68,1,6505982,SH,OTB,3414,Alexis Vega,10,1,LW,47.34,4.07,51.766,44.362,35.242,46.958,46.619,45.597,39.429,46.454,42.08,41.686,NA,NA,NA,21.404,0.416,-2.326,6.554,-14.149,-4.05,-9.262,-13.832,4.471,-0.4,-21.596,NA,NA,NA,-19.462,1,46.983,-26.258,9.767,43.772,36.56,47.056,NA,33.144,20.384,45.178,11.327,24.19,NA,NA,6.01,-2.703,-1.508,-18.462,-14.001,-2.664,NA,-22.11,7.231,0.759,-16.221,-7.341,NA,NA,13,FALSE,no_data,1,25.67,OTB,TRUE,NA,NA,3414,Alexis Vega,NA,NA,S,FALSE,FALSE,O,FALSE
80647,3818,79312,43.93,1,6505996,SH,OTB,3414,Alexis Vega,10,1,LW,45.29,11.4,51.679,44.235,43.872,45.904,45.313,44.267,33.632,43.023,36.259,42.138,NA,NA,NA,12.952,2.003,3.914,13.263,-2.393,-0.277,-12.376,-12.773,2.233,2.709,-23.313,NA,NA,NA,-0.941,1,42.158,-25,5.311,42.325,36.482,45.309,NA,44.044,21.335,26.751,5.947,25.227,NA,NA,15.266,-0.796,2.723,3.479,-11.108,-2.171,NA,-29.765,12.549,-17.103,-7.549,1.624,NA,NA,13,FALSE,no_data,1,43.92,OTB,TRUE,NA,NA,3414,Alexis Vega,NA,NA,V,FALSE,FALSE,B,FALSE
81309,3818,79974,44.3,1,6506026,SH,OTB,3352,Jorge Sánchez,19,1,RB,44.35,-18.09,51.167,39.752,39.242,43.809,41.808,44.12,36.109,43.467,34.185,31.04,NA,NA,NA,22.982,-3.068,-8.04,7.91,-8.305,-4.574,-17.005,-12.216,2.156,-1.405,-21.218,NA,NA,NA,-10.798,1,36.735,-25,8.42,39.295,43.601,38.654,NA,37.034,20.144,18.123,9.32,27.587,NA,NA,15.86,-1.942,1.005,5.905,-19.308,-6.145,NA,-15.966,13.312,-16.045,-9.331,-8.969,NA,NA,13,FALSE,no_data,1,44.28,OTB,TRUE,NA,NA,3352,Jorge Sánchez,8042,Wojciech Szczesny,F,FALSE,FALSE,S,FALSE
82356,3818,81029,44.88,1,6506042,SH,OTB,3301,Héctor Moreno,15,1,LCB,48.69,-17.57,51.796,44.281,45.543,46.308,45.804,47.719,41.192,47.119,50.365,45.606,NA,NA,NA,47.707,-1.601,1.528,5.387,-4.807,-4.199,-7.422,-11.792,5.258,-21.718,-2.43,NA,NA,NA,-0.846,1,49.014,-25,47.227,31.526,44.105,45.499,NA,46.61,47.226,37.353,45.52,43.117,NA,NA,-24.859,-1.109,-7.494,-2.645,-30.059,-2.545,NA,-17.744,9.238,-0.077,-5.299,1.39,NA,NA,13,FALSE,no_data,1,44.87,OTB,TRUE,NA,NA,3301,Héctor Moreno,NA,NA,V,FALSE,FALSE,O,FALSE
82356,3818,81030,44.88,1,6506042,SH,OTB,3301,Héctor Moreno,15,1,LCB,48.69,-17.57,51.796,44.281,45.543,46.308,45.804,47.719,41.192,47.119,50.365,45.606,NA,NA,NA,47.707,-1.601,1.528,5.387,-4.807,-4.199,-7.422,-11.792,5.258,-21.718,-2.43,NA,NA,NA,-0.846,1,49.014,-25,47.227,31.526,44.105,45.499,NA,46.61,47.226,37.353,45.52,43.117,NA,NA,-24.859,-1.109,-7.494,-2.645,-30.059,-2.545,NA,-17.744,9.238,-0.077,-5.299,1.39,NA,NA,13,FALSE,no_data,1,44.87,OTB,TRUE,NA,NA,3301,Héctor Moreno,NA,NA,V,FALSE,FALSE,O,FALSE
82356,3818,81031,44.88,1,6506042,SH,OTB,3301,Héctor Moreno,15,1,LCB,48.69,-17.57,51.796,44.281,45.543,46.308,45.804,47.719,41.192,47.119,50.365,45.606,NA,NA,NA,47.707,-1.601,1.528,5.387,-4.807,-4.199,-7.422,-11.792,5.258,-21.718,-2.43,NA,NA,NA,-0.846,1,49.014,-25,47.227,31.526,44.105,45.499,NA,46.61,47.226,37.353,45.52,43.117,NA,NA,-24.859,-1.109,-7.494,-2.645,-30.059,-2.545,NA,-17.744,9.238,-0.077,-5.299,1.39,NA,NA,13,FALSE,no_data,1,44.87,OTB,TRUE,NA,NA,3301,Héctor Moreno,NA,NA,V,FALSE,FALSE,O,FALSE
