frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_11,away_x_13,away_x_14,away_x_15,away_x_18,away_x_19,away_x_20,away_x_22,away_x_4,away_x_6,away_x_7,away_x_8,away_x_9,away_y_1,away_y_10,away_y_11,away_y_13,away_y_14,away_y_15,away_y_18,away_y_19,away_y_20,away_y_22,away_y_4,away_y_6,away_y_7,away_y_8,away_y_9,gk_away,home_x_1,home_x_11,home_x_15,home_x_16,home_x_17,home_x_19,home_x_2,home_x_25,home_x_3,home_x_4,home_x_5,home_x_6,home_x_7,home_x_8,home_x_9,home_y_1,home_y_11,home_y_15,home_y_16,home_y_17,home_y_19,home_y_2,home_y_25,home_y_3,home_y_4,home_y_5,home_y_6,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
15853,3820,12594,6.99,1,6518007,SH,OTB,8027,Noussair Mazraoui,3,1,LB,32,7.41,51.775,31.679,32.841,37.024,NA,NA,NA,38.552,39.544,38.995,34.406,38.05,NA,33.681,17.325,1.094,10.966,6.182,0.635,NA,NA,NA,-3.49,-0.324,6.189,-7.342,5.416,NA,0.634,4.685,1,-26.776,NA,35.31,NA,36.904,38.147,18.231,NA,32.787,19.129,8.016,8.514,36.639,32.437,NA,0.231,NA,-0.517,NA,7.889,-6.096,-9.434,NA,7.66,7.003,-0.56,7.796,-13.17,-4.365,NA,1,FALSE,no_data,1,6.97,OTB,TRUE,NA,NA,8027,Noussair Mazraoui,NA,NA,V,FALSE,FALSE,B,FALSE
26306,3820,23107,12.81,1,6518443,SH,OTB,1938,Hakim Ziyech,7,1,RW,35.32,-2.89,51.779,33.661,32.887,33.691,NA,NA,NA,41.583,39.572,39.074,33.903,37.883,NA,34.688,12.241,-0.444,12.19,-3.758,15.626,NA,NA,NA,-3.872,-10.763,3.004,-5.995,-2.479,NA,-7.582,6.346,1,-26.38,NA,28.394,NA,28.069,40.387,39.902,NA,24.321,21.776,36.08,8.246,35.986,36.095,NA,-0.068,NA,12.927,NA,14.817,-0.815,-18.208,NA,13.93,3.123,-0.313,5.755,-3.311,3.42,NA,1,FALSE,no_data,1,12.77,OTB,TRUE,NA,NA,1938,Hakim Ziyech,NA,NA,S,FALSE,FALSE,B,FALSE
NA,3820,NA,NA,NA,6518461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.92,OTB,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,S,FALSE
32458,3820,29259,16.23,1,6517460,SH,OTB,8136,Ivan Perisic,4,0,LW,-23.65,-2.49,32.085,-1.668,-3.013,-11.066,NA,NA,NA,4.104,5.748,3.856,-18.541,4.054,NA,-10.991,-20,0.673,11.625,13.955,19.24,NA,NA,NA,-14.345,0.962,19.768,-4.621,10.939,NA,-1.952,3.908,1,-44.902,NA,-15.895,NA,-6.904,6.564,-24.218,NA,-8.604,-23.653,-26.809,-29.816,-0.955,-18.489,NA,-0.008,NA,9.767,NA,29.657,8.985,-12.967,NA,28.658,3.716,-3.288,8.899,-25.065,-3.121,NA,1,TRUE,goal_detected,1,16.2,OTB,FALSE,NA,NA,8136,Ivan Perisic,NA,NA,S,FALSE,FALSE,O,FALSE
35872,3820,32688,18.13,1,6517818,SH,OTB,401,Sofiane Boufal,17,1,LW,31.79,-4.59,50.307,28.884,31.783,21.079,NA,NA,NA,38.329,32.689,36.545,34.347,35.918,NA,25.604,9.187,-0.559,0.79,-3.628,0.967,NA,NA,NA,-6.833,-6.321,2.028,-17.207,-5.499,NA,-12.351,-11.199,1,-28.934,NA,37.669,NA,31.367,36.456,14.282,NA,9.403,10.176,3.533,7.678,28.488,32.687,NA,-1.58,NA,-5.206,NA,-6.424,8.376,-21.611,NA,2.059,-8.91,-11.76,-2.306,-26.744,5.854,NA,1,FALSE,no_data,1,18.08,OTB,TRUE,NA,NA,401,Sofiane Boufal,NA,NA,F,FALSE,FALSE,B,FALSE
39458,3820,36274,20.12,1,6517937,SH,OTB,1938,Hakim Ziyech,7,1,RW,28.97,1.13,51.955,39.2,39.356,41.367,NA,NA,NA,39.466,38.594,41.939,38.641,40.21,NA,39.797,38.459,-0.999,1.191,0.435,5.602,NA,NA,NA,-3.836,-1.915,2.825,-1.477,1.391,NA,3.606,-0.553,1,-25,NA,38.603,NA,39.379,39.445,28.315,NA,17.929,25.23,38.706,33.587,29.757,37.71,NA,0.859,NA,5.558,NA,10.111,-2.565,1.902,NA,2.411,-2.42,-2.032,3.993,-0.222,-9.96,NA,1,FALSE,no_data,1,20.12,OTB,TRUE,NA,NA,1938,Hakim Ziyech,NA,NA,S,FALSE,TRUE,B,FALSE
47174,3820,44038,24.41,1,6518838,SH,OTB,1810,Youssef En-Nesyri,19,1,CF,51.44,9.04,51.869,24.65,35.107,24.862,NA,NA,NA,38.184,48.158,31.168,24.188,50.116,NA,30.856,11.513,4.712,16.526,11.269,1.391,NA,NA,NA,-7.967,4.571,23.295,-11.521,7.913,NA,2.521,4.557,1,-27.819,NA,23.718,NA,33.965,45.326,11.127,NA,34.262,11.193,4.301,2.746,32.614,31.583,NA,1.138,NA,20.649,NA,-27.107,4.909,-15.621,NA,27.232,9.497,-5.527,10.482,-6.679,5.336,NA,1,FALSE,no_data,1,24.38,OTB,TRUE,NA,NA,1810,Youssef En-Nesyri,NA,NA,V,FALSE,FALSE,B,FALSE
84523,3820,81523,45.18,1,6518822,SH,OTB,6019,Nikola Vlasic,13,0,RW,-46.58,-8.17,27.223,-47.267,-34.001,-31.271,NA,NA,NA,-45.896,-5.1,-18.655,-31.65,-6.649,NA,-29.505,-45.831,-1.481,-5.129,5.222,11.237,NA,NA,NA,-17.353,-9.373,13.556,-14.241,2.556,NA,-8.222,6.069,1,-49.834,NA,-31.628,NA,-18.113,-9.89,-38.357,NA,-43.59,-46.424,-45.376,-46.371,-19.683,-33.269,NA,-3.756,NA,1.631,NA,8.033,1.68,-12.446,NA,4.843,-4.816,-12.683,1.987,-15.667,-12.064,NA,1,FALSE,no_data,1,45.17,OTB,FALSE,NA,NA,6019,Nikola Vlasic,1785,Bono,O,FALSE,FALSE,S,FALSE
87426,3820,84441,46.8,1,6518902,SH,OTB,6019,Nikola Vlasic,13,0,RW,-39.86,-4.14,27.629,-26.525,-31.249,-39.926,NA,NA,NA,-22.051,-8.343,-20.489,-36.012,-8.343,NA,-42.223,-45.254,-3.123,-6.472,-1.58,-5.076,NA,NA,NA,-26.185,-5.732,3.257,-29.625,-5.732,NA,-10.196,-6.374,1,-48.596,NA,-30.124,NA,-39.748,-16.924,-43.828,NA,-41.848,-48.596,-40.486,-43.762,-33.951,-40.479,NA,-1.724,NA,-3.073,NA,-0.766,-6.382,-19.739,NA,2.34,-10.527,-4.859,-3.689,-26.222,-11.75,NA,1,FALSE,no_data,1,46.78,OTB,FALSE,NA,NA,6019,Nikola Vlasic,NA,NA,V,FALSE,FALSE,B,FALSE
87469,3820,84484,46.82,1,6518905,SH,OTB,1687,Luka Modric,10,0,CM,-35.4,-1.17,27.831,-25.699,-33.028,-40.224,NA,NA,NA,-20.617,-7.905,-19.968,-34.898,-7.905,NA,-41.073,-44.936,-2.521,-2.935,1.241,-4.128,NA,NA,NA,-25.967,-3.519,5.489,-27.509,-3.519,NA,-7.119,-2.071,1,-47.897,NA,-32.165,NA,-39.257,-17.231,-42.358,NA,-40.842,-47.145,-38.873,-43.092,-33.217,-39.79,NA,-0.792,NA,-1.188,NA,1.201,-4.139,-18.427,NA,3.299,-5.851,-3.162,-0.454,-24.872,-6.365,NA,1,FALSE,no_data,1,46.82,OTB,FALSE,NA,NA,1687,Luka Modric,NA,NA,S,FALSE,FALSE,O,FALSE
