frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_11,away_x_12,away_x_16,away_x_18,away_x_19,away_x_2,away_x_20,away_x_21,away_x_23,away_x_24,away_x_4,away_x_5,away_x_6,away_x_8,away_x_9,away_y_10,away_y_11,away_y_12,away_y_16,away_y_18,away_y_19,away_y_2,away_y_20,away_y_21,away_y_23,away_y_24,away_y_4,away_y_5,away_y_6,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_13,home_x_14,home_x_15,home_x_18,home_x_2,home_x_20,home_x_23,home_x_24,home_x_6,home_x_7,home_x_9,home_y_1,home_y_10,home_y_13,home_y_14,home_y_15,home_y_18,home_y_2,home_y_20,home_y_23,home_y_24,home_y_6,home_y_7,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
107689,3833,102354,46.77,2,6542352,SH,OTB,13991,Mohammed Al-Burayk,6,0,LB,48.22,1.55,-37.012,-44.244,-26.1,NA,-48.992,NA,NA,NA,25,-43.853,NA,-46.773,-46.721,-28.24,-35.497,-46.068,-7.541,0.228,-13.928,NA,-17.706,NA,NA,NA,-1.19,-5.101,NA,6.062,-5.878,10.589,-3.238,-9.822,21,-51.481,-45.823,NA,-48.905,-47.597,-48.722,-46.927,-40.213,NA,-37.485,-47.889,-44.723,-47.997,-0.489,3.56,NA,1.475,-1.101,4.703,-8.972,-9.741,NA,-20.201,-4.396,-9.516,-6.745,1,FALSE,no_data,2,46.77,OTB,FALSE,NA,NA,13991,Mohammed Al-Burayk,NA,NA,S,FALSE,FALSE,O,FALSE
114949,3833,109677,50.81,2,6542597,SH,OTB,13994,Saud Abdulhamid,12,0,RB,23.71,13.35,-34.904,-39.347,-37.78,NA,-38.483,NA,NA,NA,28.177,-35.727,NA,-36.824,-40.003,-21.794,-28.135,-39.829,-27.331,-2.446,-22.038,NA,-1.615,NA,NA,NA,-1.482,-2.87,NA,-0.798,3.221,11.644,-6.35,6.807,21,-50.329,-39.641,NA,-41.567,-39.863,-40.909,-38.29,-30.995,NA,-35.759,-36.942,-34.605,-30.979,0.477,-4.151,NA,1.631,-7.219,4.789,-20.138,-7.811,NA,-0.27,-1.069,-9.952,-7.409,1,FALSE,no_data,2,50.78,OTB,FALSE,NA,NA,13994,Saud Abdulhamid,NA,NA,S,FALSE,FALSE,C,FALSE
115103,3833,109831,50.9,2,6542632,SH,OTB,14003,Mohamed Kanno,23,0,CM,37,-1.39,-33.762,-42.39,-39.223,NA,-36.277,NA,NA,NA,28.069,-41.222,NA,-38.638,-37.118,-21.466,-37.27,-38.349,-23.083,-4.246,-11.307,NA,10.001,NA,NA,NA,-0.245,-6.959,NA,-1.112,1.714,15.972,-1.05,11.035,21,-50.562,-38.536,NA,-40.54,-38.978,-35.45,-41.717,-29.19,NA,-32.425,-35.588,-32.566,-29.669,0.89,-7.319,NA,6.398,-4.05,19.443,-9.696,-5.219,NA,1.427,4.757,-7.76,-4.95,1,FALSE,no_data,2,50.88,OTB,FALSE,NA,NA,14003,Mohamed Kanno,NA,NA,B,FALSE,FALSE,O,FALSE
120194,3833,114952,53.73,2,6542956,SH,OTB,13998,Salem Al-Dawsari,10,0,LM,35.31,16.45,-33.068,-38.612,-40.004,NA,-37.185,NA,NA,NA,29.502,-19.089,NA,-4.772,-6.144,-30.786,-20.556,-41.652,-18.241,-6.906,-25.777,NA,-14.346,NA,NA,NA,-1.08,2.365,NA,1.688,-9.438,21.809,-16.467,3.635,21,-49.549,-36.211,NA,-41.714,-39.901,-41.694,-34.631,-31.585,NA,-39.75,-38.376,-39.777,-9.883,-0.725,-4.182,NA,-2.672,-8.323,2.032,-16.069,-14.847,NA,7.089,-11.926,-22.579,-6.834,1,FALSE,no_data,2,53.7,OTB,FALSE,NA,NA,13998,Salem Al-Dawsari,NA,NA,S,FALSE,FALSE,O,FALSE
121706,3833,116464,54.57,2,6543037,SH,OTB,13998,Salem Al-Dawsari,10,0,LM,48.68,4.25,-46.191,-44.799,-28.713,NA,-44.532,NA,NA,NA,28.293,-44.431,NA,-14.563,-12.935,-22.458,-22.428,-40.768,-5.439,0.009,-15.087,NA,-3.932,NA,NA,NA,-0.262,-8.093,NA,2.4,-5.471,12.126,-3.592,4.423,21,-51.558,-43.628,NA,-47.532,-44.601,-46.404,-41.816,-27.921,NA,-44.781,-45.279,-20.523,-20.782,-0.283,-8.211,NA,-2.454,-4.862,0.813,-9.52,1.256,NA,4.399,-2.354,-5.211,-2.098,1,FALSE,no_data,2,54.55,OTB,FALSE,NA,NA,13998,Salem Al-Dawsari,8042,Wojciech Szczesny,F,FALSE,FALSE,S,FALSE
121779,3833,116552,54.61,2,6543048,SH,OTB,14004,Abdulelah Al-Malki,8,0,DM,33.69,2.56,-45.895,-43.783,-28.056,NA,-42.776,NA,NA,NA,27.707,-49.869,NA,-19.073,-20.234,-25.448,-25.697,-39.26,-4.246,-1.97,-14.39,NA,-3.413,NA,NA,NA,-0.788,-10.089,NA,0.774,-6.749,10.722,-5.385,4.102,21,-51.191,-45.988,NA,-46.99,-43.962,-49.273,-42.573,-28.607,NA,-42.766,-44.813,-23.148,-28.83,-1.804,-6.662,NA,-1.283,-2.592,1.499,-6.15,-0.061,NA,4.451,-3.025,-3.5,-0.2,1,TRUE,goal_detected,2,54.6,OTB,FALSE,NA,NA,14004,Abdulelah Al-Malki,NA,NA,V,FALSE,FALSE,O,FALSE
130453,3833,125256,59.43,2,6543444,SH,OTB,14010,Firas Al-Buraikan,9,0,RM,47.96,9.22,-39.342,-42.387,-20.327,NA,-34.767,NA,NA,NA,28.901,-29.292,NA,-6.944,-10.483,-30.415,-17.866,-46.754,-5.779,0.997,-16.161,NA,0.759,NA,NA,NA,-0.418,-3.689,NA,7.703,-9.597,24.348,-6.273,-12.006,21,-50.796,-34.332,NA,-44.063,-46.386,-42.619,-36.772,-17.646,NA,-42.118,-35.16,-16.828,-10.75,-4.118,-7.561,NA,-2.447,-9.374,2.258,10.192,-14.477,NA,-11.687,-3.199,5.047,-6.936,1,TRUE,goal_detected,2,59.4,OTB,FALSE,NA,NA,14010,Firas Al-Buraikan,NA,NA,S,FALSE,FALSE,O,FALSE
131591,3833,126395,60.07,2,6542194,SH,OTB,14003,Mohamed Kanno,23,0,CM,46.67,-6.42,-42.228,-44.195,-20.295,NA,-42.037,NA,NA,NA,26.826,-41.08,NA,-25.389,-13.628,-21.211,-32.332,-35.701,0.015,9.216,3.946,NA,12.239,NA,NA,NA,3.082,8.452,NA,29.752,6.899,21.896,0.629,17.933,21,-50.787,-40.894,NA,-42.885,-44.98,-42.92,-45.211,-21.404,NA,-26.162,-45.059,-25.918,-14.518,2.909,3.5,NA,12.404,5.719,13.256,0.998,4.424,NA,25.975,8.639,17.879,18.199,1,TRUE,goal_detected,2,60.05,OTB,FALSE,NA,NA,14003,Mohamed Kanno,NA,NA,S,FALSE,FALSE,O,FALSE
135998,3833,130862,62.52,2,6542400,SH,OTB,3994,Arkadiusz Milik,7,1,CF,-48.45,-7.88,22.475,5.923,45.57,NA,30.856,NA,NA,NA,51.77,39.138,NA,49.404,46.401,48.708,40.72,11.669,-8.007,2.486,-4.86,NA,-0.096,NA,NA,NA,1.066,11.237,NA,7.66,3.968,16.866,2.274,20.024,21,-30.863,26.921,23.529,3.534,3.041,9.77,12.817,NA,NA,44.084,23.982,34.572,38.017,1.51,0.536,-5.708,7.753,3.469,19.93,-8.863,NA,NA,23.034,8.127,-2.077,1.144,1,FALSE,no_data,2,62.5,OTB,TRUE,NA,NA,3994,Arkadiusz Milik,NA,NA,D,FALSE,FALSE,O,FALSE
140497,3833,135361,65.02,2,6542665,SH,OTB,4625,Robert Lewandowski,9,1,CF,-50.22,6.04,21.255,6.331,45.505,NA,23.119,NA,47.706,NA,50.027,29.477,NA,42.169,49.533,NA,36.659,22.535,-19.08,-4.802,-7.02,NA,-0.502,NA,0.691,NA,-0.946,0.151,NA,3.115,-14.802,NA,-5.501,17.311,21,-31.03,22.638,35.984,0.151,2.06,12.774,17.273,NA,NA,33.434,14.813,36.95,50.957,-0.935,-6.483,-23.388,3.078,-10.184,18.506,-18.115,NA,NA,14.164,4.872,-4.674,-19.184,1,FALSE,no_data,2,65.02,OTB,TRUE,NA,NA,4625,Robert Lewandowski,NA,NA,V,FALSE,FALSE,O,FALSE
145616,3833,140540,67.86,2,6542872,SH,OTB,14000,Nawaf Al-Abed,18,0,AM,31.24,-4.25,-27.79,-38.076,-39.399,NA,-30.133,NA,-39.204,NA,25,-31.05,NA,-33.073,-39.073,NA,-29.791,-35.915,2.818,0.231,-8.335,NA,5.94,NA,9.206,NA,0.53,-1.733,NA,2.805,1.893,NA,-5.872,-1.666,21,-51.822,-38.717,-41.437,-39.243,-38.828,-40.681,-39.294,NA,NA,-41.422,-39.315,-38.804,-39.044,0.091,-3.589,-3.18,1.329,-1.443,0.167,7.846,NA,NA,1.089,-6.471,4.833,2.596,1,FALSE,no_data,2,67.85,OTB,FALSE,NA,NA,14000,Nawaf Al-Abed,NA,NA,F,FALSE,TRUE,B,FALSE
146723,3833,141662,68.48,2,6542955,SH,OTB,13998,Salem Al-Dawsari,10,0,LM,32.56,3.95,-31.263,-38.797,-39.422,NA,-37.608,NA,-38.026,NA,25.969,-25.886,NA,-8.651,-9.476,NA,-28.697,-33.968,-5.873,-2.552,-26.413,NA,-13.247,NA,12.176,NA,-1.112,2.587,NA,3.349,-8.63,NA,-15.961,-1.78,21,-50.014,-34.298,-35.026,-39.448,-38.576,-41.467,-40.153,NA,NA,-39.75,-35.095,-15.084,-9.589,-0.722,-4.885,-10.093,-2.565,-7.294,4.795,-13.026,NA,NA,8.376,-1.584,-6.253,11.364,1,FALSE,no_data,2,68.47,OTB,FALSE,NA,NA,13998,Salem Al-Dawsari,8042,Wojciech Szczesny,S,FALSE,FALSE,S,FALSE
