frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_11,away_x_13,away_x_14,away_x_16,away_x_18,away_x_20,away_x_21,away_x_22,away_x_26,away_x_3,away_x_4,away_x_5,away_x_6,away_x_9,away_y_11,away_y_13,away_y_14,away_y_16,away_y_18,away_y_20,away_y_21,away_y_22,away_y_26,away_y_3,away_y_4,away_y_5,away_y_6,away_y_9,gk_away,home_x_1,home_x_11,home_x_13,home_x_16,home_x_17,home_x_19,home_x_2,home_x_21,home_x_23,home_x_24,home_x_25,home_x_3,home_x_5,home_x_7,home_x_8,home_y_1,home_y_11,home_y_13,home_y_16,home_y_17,home_y_19,home_y_2,home_y_21,home_y_23,home_y_24,home_y_25,home_y_3,home_y_5,home_y_7,home_y_8,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
67188,3844,65923,36.51,1,6592914,SH,OTB,13032,Pathe Ciss,11,0,CM,43.58,4.91,19.659,33.81,18.341,-25,28.354,NA,31.881,44.161,35.898,43.742,NA,16.579,NA,44.658,-0.836,3.722,-22.254,-1.232,2.367,NA,-28.463,-2.68,5.025,1.795,NA,-18.112,NA,10.643,16,51.684,40.582,41.018,NA,42.823,23.59,43.09,31.254,42.235,NA,NA,39.83,NA,36.508,37.641,1.005,3.046,-0.283,NA,5.919,-16.68,2.019,2.342,-3.314,NA,NA,3.167,NA,-17.204,-0.622,1,TRUE,goal_detected,1,36.5,OTB,FALSE,NA,NA,13032,Pathe Ciss,NA,NA,S,FALSE,FALSE,O,FALSE
80086,3844,78851,43.68,1,6593604,SH,OTB,428,Ismaïla Sarr,18,0,LW,43.84,-1.47,36.513,32.04,19.835,-25.394,41.283,NA,35.839,9.59,35.543,9.59,NA,31.211,NA,32.681,-9.694,-5.571,7.298,-0.237,0.825,NA,-12.997,-0.559,7.124,-0.559,NA,1.621,NA,2.691,16,51.905,28.51,32.202,NA,36.077,35.522,39.958,34.342,34.685,NA,NA,36.44,NA,36.126,34.859,-0.028,-1.497,-0.834,NA,7.751,10.39,5.223,5.253,-6.959,NA,NA,-7.126,NA,-10.222,-6.193,1,TRUE,goal_detected,1,43.68,OTB,FALSE,NA,NA,428,Ismaïla Sarr,13935,Hernan Galindez,F,TRUE,FALSE,G,TRUE
NA,3844,NA,NA,NA,6593898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46.48,OTB,FALSE,NA,NA,2144,Iliman Ndiaye,NA,NA,S,FALSE,FALSE,B,FALSE
102368,3844,98180,48.42,2,6592469,SH,OTB,1287,José Cifuentes,5,1,CM,30.82,-9.89,-31.02,-31.441,-37.987,-50.66,-32.311,NA,-36.725,-38.872,-26.1,-38.84,NA,-28.75,NA,-25.849,9.235,-16.358,9.433,1.328,15.353,NA,-8.644,2.088,-6.289,-1.475,NA,-0.15,NA,7.037,16,25.044,-40.119,-28.663,-33.585,-26.114,-36.885,-6.225,NA,-18.186,NA,NA,-14.615,-29.016,-33.102,NA,0.443,3.155,-8.148,-8.695,20.399,-0.421,6.852,NA,-4.979,NA,NA,-11.595,8.933,-24.156,NA,1,FALSE,no_data,2,48.38,OTB,TRUE,NA,NA,1287,José Cifuentes,6596,Jeremy Sarmiento,S,FALSE,FALSE,S,FALSE
117751,3844,113683,56.97,2,6593340,SH,OTB,3519,Michael Estrada,11,1,CF,42.65,7.26,-43.913,-43.189,-42.12,-51.311,-29.771,NA,-43.215,-41.398,-30.877,-43.089,NA,-34.91,NA,-17.176,-6.709,-31.963,4.876,-0.98,1.785,NA,-20.49,-1.285,-15.452,-2.822,NA,-19.857,NA,-8.389,16,25.062,-40.558,-44.147,-39.244,-34.568,-41.499,-7.788,NA,-23.48,NA,NA,-9.884,-22.638,-39.978,NA,-2.657,-1.807,-0.47,-16.504,12.495,-5.916,-2.468,NA,-19.237,NA,NA,-13.545,-3.361,-31.854,NA,1,FALSE,no_data,2,56.97,OTB,TRUE,NA,NA,3519,Michael Estrada,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131753,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131754,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131755,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131756,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131757,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131758,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131759,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135683,3844,131760,66.95,2,6594015,SH,OTB,3734,Félix Torres,2,1,RCB,49.77,-1.56,-44.157,-42.452,-45.575,-52.148,-48.844,NA,-47.727,-46.345,-46.249,-46.775,NA,-42.826,NA,-46.958,0.17,-3.069,3.881,0.326,23.258,NA,-4.218,-0.438,4.978,0.01,NA,3.408,NA,5.99,16,25.181,NA,-45.385,-49.396,-27.619,-47.774,-47.076,NA,-44.456,-47.832,NA,-42.169,-42.677,-32.841,NA,0.784,NA,-4.517,-4.427,2.405,30.04,1.156,NA,8.794,2.929,NA,0.704,-6.478,0.774,NA,1,FALSE,no_data,2,66.93,OTB,TRUE,NA,NA,3734,Félix Torres,NA,NA,S,FALSE,FALSE,O,FALSE
135697,3844,131782,66.95,2,6594031,SH,OTB,2134,Moises Caicedo,23,1,CM,49.81,-0.36,-44.028,-42.576,-45.363,-52.4,-47.919,NA,-47.748,-46.4,-45.947,-47.158,NA,-42.471,NA,-46.177,0.214,-3.016,3.894,0.244,23.164,NA,-4.027,-0.525,4.963,0.94,NA,3.327,NA,6.062,16,25.178,NA,-45.454,-50.545,-27.365,-47.692,-46.714,NA,-44.389,-48.341,NA,-41.986,-42.737,-32.562,NA,0.761,NA,-4.72,-4.839,2.291,29.84,2.224,NA,8.639,4.846,NA,0.808,-7.235,0.493,NA,1,TRUE,goal_detected,2,66.95,OTB,TRUE,NA,NA,2134,Moises Caicedo,2059,Edouard Mendy,F,FALSE,FALSE,G,TRUE
140251,3844,136366,69.49,2,6594399,SH,OTB,9993,Kalidou Koulibaly,3,0,RCB,-53.17,1.12,43.774,33.769,18.671,-25,42.769,NA,19.905,48.287,27.728,46.898,NA,35.432,NA,45.183,2.362,1.163,-2.902,0.438,16.768,NA,-7.434,0.367,1.424,-5.82,NA,-12.236,NA,-0.192,16,51.199,NA,43.325,33.575,44.532,39.914,44.501,NA,43.187,49.03,NA,46.445,35.398,47.057,NA,-0.645,NA,0.132,-13.817,10.583,-7.332,-1.331,NA,-3.473,1.125,NA,2.522,2.463,-1.511,NA,1,TRUE,goal_detected,2,69.48,OTB,FALSE,NA,NA,9993,Kalidou Koulibaly,13935,Hernan Galindez,F,FALSE,FALSE,G,TRUE
151585,3844,147751,75.79,2,6592401,SH,OTB,13049,Gonzalo Plata,19,1,RW,43.31,-0.38,NA,NA,-43.604,-51.129,-38.146,-15.104,-44.263,-42.317,-41.011,-42.693,NA,-38.503,-39.018,-17.032,NA,NA,7.234,0.904,14.343,-2.582,0.888,2.335,3.916,-1.247,NA,-7.497,0.411,-11.046,16,27.05,NA,-44.962,-42.025,-38.799,-41.009,-7.274,NA,-27.704,-44.79,NA,-5.499,-32.624,-28.593,NA,0.275,NA,-6.162,-7.116,9.045,3.274,6.42,NA,-5.749,7.929,NA,-6.478,5.818,-16.384,NA,1,TRUE,goal_detected,2,75.75,OTB,TRUE,NA,NA,13049,Gonzalo Plata,2059,Edouard Mendy,V,FALSE,FALSE,S,FALSE
162526,3844,158763,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
162526,3844,158764,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
162526,3844,158765,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
162526,3844,158766,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
162526,3844,158767,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
162526,3844,158768,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
162526,3844,158769,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
162526,3844,158770,81.87,2,6593663,SH,OTB,7988,Boulaye Dia,9,0,CF,-37.56,12.62,NA,NA,15.278,-28.858,28.992,32.571,29.834,1.928,26.285,0.341,NA,32.373,12.093,35.45,NA,NA,19.779,0.243,26.831,-1.527,-19.488,7.654,0.524,-3.489,NA,12.373,2.698,-13.75,16,48.772,NA,8.253,22.255,33.105,19.66,34.885,NA,23.306,9.081,NA,36.145,23.534,30.209,NA,-2.934,NA,-13.554,-16.364,14.3,22.809,0.7,NA,-9.163,10.487,NA,-12.199,5.054,-16.731,NA,1,FALSE,no_data,2,81.87,OTB,FALSE,NA,NA,7988,Boulaye Dia,NA,NA,S,FALSE,FALSE,O,FALSE
173116,3844,169378,87.76,2,6594614,SH,OTB,3978,Pape Gueye,26,0,CM,-39.56,9.87,NA,NA,19.249,-25.03,40.257,38.106,21.218,5.052,36.254,7.236,NA,32.675,17.391,39.857,NA,NA,9.517,-0.186,6.198,-1.624,-22.788,-0.967,-14.75,-6.052,NA,11.475,-1.726,-9.402,16,48.583,NA,9.547,34.825,NA,24.713,38.425,NA,36.44,17.19,39.348,40.537,37.763,39.095,NA,-2.89,NA,-14.057,-16.275,NA,8.676,-2.489,NA,-12.494,-1.25,-1.871,-8.504,9.126,-13.492,NA,1,FALSE,no_data,2,87.72,OTB,FALSE,NA,NA,3978,Pape Gueye,13935,Hernan Galindez,S,FALSE,FALSE,S,FALSE
175301,3844,171563,88.98,2,6594797,SH,OTB,6596,Jeremy Sarmiento,16,1,AM,42.84,7.15,NA,NA,-42.623,-50.662,-29.963,-23.133,-39.002,-43.345,-36.493,-42.242,NA,-35.691,-39.128,-33.533,NA,NA,4.181,-1.362,8.022,-13.647,-23.559,-0.159,-19.708,-7.24,NA,-1.357,-14.465,-28.657,16,25,NA,-42.295,-39.625,NA,-37.063,-9.872,NA,-22.493,-42.601,-18.848,-15.901,-40.59,-32.845,NA,-1.88,NA,4.741,-7.033,NA,-14.116,1.665,NA,-15.033,-18.066,7.228,-21.527,12.705,-29.924,NA,1,FALSE,no_data,2,88.97,OTB,TRUE,NA,NA,6596,Jeremy Sarmiento,2059,Edouard Mendy,S,FALSE,FALSE,S,FALSE
