frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_1,away_x_10,away_x_11,away_x_13,away_x_16,away_x_17,away_x_19,away_x_2,away_x_20,away_x_23,away_x_25,away_x_26,away_x_3,away_x_7,away_y_1,away_y_10,away_y_11,away_y_13,away_y_16,away_y_17,away_y_19,away_y_2,away_y_20,away_y_23,away_y_25,away_y_26,away_y_3,away_y_7,gk_away,home_x_10,home_x_11,home_x_14,home_x_15,home_x_17,home_x_19,home_x_2,home_x_20,home_x_21,home_x_22,home_x_23,home_x_4,home_x_5,home_x_7,home_x_8,home_y_10,home_y_11,home_y_14,home_y_15,home_y_17,home_y_19,home_y_2,home_y_20,home_y_21,home_y_22,home_y_23,home_y_4,home_y_5,home_y_7,home_y_8,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
86427,3830,84419,46.82,1,6538828,SH,OTB,11960,Enner Valencia,13,0,LW,-43.47,3.37,25,NA,-40.907,-31.774,NA,-20.719,-41.75,-41.284,-33.232,-43.646,-45.228,NA,-42.527,-20.819,-0.804,NA,-1.619,3.465,NA,2.156,14.598,0.978,6.852,-4.239,0.866,NA,4.337,-21.3,1,NA,NA,-42.893,NA,-35.411,NA,-41.814,-43.978,-37.947,-43.134,-48.944,-44.276,-26.385,-45.611,-44.618,NA,NA,-1.751,NA,0.16,NA,2.793,0.94,-5.057,1.632,2.067,4.15,-19.35,-3.735,7.841,23,FALSE,no_data,1,46.82,OTB,FALSE,NA,NA,11960,Enner Valencia,NA,NA,S,FALSE,FALSE,B,FALSE
86427,3830,84420,46.82,1,6538828,SH,OTB,11960,Enner Valencia,13,0,LW,-43.47,3.37,25,NA,-40.907,-31.774,NA,-20.719,-41.75,-41.284,-33.232,-43.646,-45.228,NA,-42.527,-20.819,-0.804,NA,-1.619,3.465,NA,2.156,14.598,0.978,6.852,-4.239,0.866,NA,4.337,-21.3,1,NA,NA,-42.893,NA,-35.411,NA,-41.814,-43.978,-37.947,-43.134,-48.944,-44.276,-26.385,-45.611,-44.618,NA,NA,-1.751,NA,0.16,NA,2.793,0.94,-5.057,1.632,2.067,4.15,-19.35,-3.735,7.841,23,FALSE,no_data,1,46.82,OTB,FALSE,NA,NA,11960,Enner Valencia,NA,NA,S,FALSE,FALSE,B,FALSE
88212,3830,86208,47.81,1,6538852,SH,OTB,13937,Angelo Preciado,17,0,RWB,-38.5,12.03,25,NA,-46.575,-46.859,NA,-35.496,-49.479,-43.884,-38.652,-50.199,-51.18,NA,-47.421,-45.772,1.373,NA,2.302,-10.027,NA,13.703,32.008,-1.114,11.959,14.494,3.236,NA,-2.452,3.758,1,NA,NA,-46.235,NA,-36.067,NA,-45.791,-46.702,-42.844,-48.945,-51.367,-45.926,-49.275,-45.096,-46.215,NA,NA,11.6,NA,12.333,NA,-0.191,2.857,9.052,4.63,1.681,-3.708,0.939,9.349,-7.636,23,FALSE,no_data,1,47.8,OTB,FALSE,NA,NA,13937,Angelo Preciado,NA,NA,S,FALSE,FALSE,B,FALSE
88225,3830,86221,47.82,1,6538858,SH,OTB,1406,Pervis Estupinan,7,0,LWB,-45,6.7,25,NA,-46.215,-46.289,NA,-36.472,-47.588,-43.286,-38.434,-50.357,-50.4,NA,-46.691,-45.641,1.415,NA,2.012,-10.708,NA,13.608,31.739,-0.825,12.54,16.002,3.075,NA,-2.669,3.99,1,NA,NA,-44.876,NA,-35.95,NA,-45.623,-46.413,-41.965,-48.518,-51.025,-45.459,-48.283,-43.751,-45.808,NA,NA,12.969,NA,12.918,NA,-0.081,2.982,10.461,4.903,1.588,-3.99,0.929,10.201,-7.676,23,TRUE,goal_detected,1,47.82,OTB,FALSE,NA,NA,1406,Pervis Estupinan,11241,Andries Noppert,F,FALSE,FALSE,G,TRUE
99964,3830,95105,48.72,2,6538448,SH,OTB,1406,Pervis Estupinan,7,0,LWB,43.25,9.02,27.718,NA,-36.207,-42.882,NA,-33.811,-32.461,-1.144,-18.846,-32.383,-1.801,NA,-10.638,-40.046,0.059,NA,5.162,-0.733,NA,12.502,-4.695,0.103,2.981,-10.638,7.25,NA,-8.58,-11.23,1,-4.246,NA,-33.588,NA,-33.921,NA,-34.349,-25.679,-38.633,-29.636,-50.034,-42.026,-42.974,NA,-13.52,6.672,NA,-3.028,NA,10.86,NA,-8.157,-3.362,-5.161,-14.037,-2.887,-8.639,1.354,NA,-7.366,23,FALSE,no_data,2,48.68,OTB,FALSE,NA,NA,1406,Pervis Estupinan,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
99998,3830,95139,48.74,2,6538457,SH,OTB,11960,Enner Valencia,13,0,LW,56.61,-2.95,27.159,NA,-41.088,-49.239,NA,-41.867,-37.769,-1.735,-21.027,-37.92,-2.887,NA,-12.519,-42.172,-0.164,NA,5.444,-1.615,NA,9.621,-5.705,0.519,2.925,-10.451,7.33,NA,-7.962,-11.658,1,-5.855,NA,-39.762,NA,-40.687,NA,-37.313,-28.627,-42.45,-32.805,-49.79,-46.551,-45.414,NA,-15.718,6.193,NA,-3.004,NA,8.315,NA,-7.928,-3.105,-6.628,-13.153,-2.35,-7.978,1.837,NA,-7.07,23,TRUE,goal_detected,2,48.73,OTB,FALSE,NA,NA,11960,Enner Valencia,11241,Andries Noppert,F,FALSE,FALSE,G,TRUE
118034,3830,113295,58.77,2,6539149,SH,OTB,1406,Pervis Estupinan,7,0,LWB,38.01,-5.08,25.098,NA,-44.689,-37.411,NA,-51.769,-38.429,-9.943,-25.54,-35.369,-6.233,NA,-16.899,-42.997,3.009,NA,5.17,-1.835,NA,32.59,16.026,17.293,5.02,30.347,14.233,NA,-0.563,9.95,1,-11.133,NA,-31.982,NA,-50.532,NA,-40.818,-41.942,-45.194,-43.445,-50.681,-44.622,-44.76,NA,-20.889,15.513,NA,7.348,NA,27.028,NA,-2.612,26.502,23.433,-1.696,1.299,1.83,14.745,NA,0.759,23,FALSE,no_data,2,58.77,OTB,FALSE,NA,NA,1406,Pervis Estupinan,NA,NA,S,FALSE,FALSE,B,FALSE
118106,3830,113367,58.81,2,6539151,SH,OTB,13049,Gonzalo Plata,19,0,RW,39.05,-10.35,25.012,NA,-41.375,-35.234,NA,-45.754,-38.557,-10.891,-26.782,-32.992,-6.726,NA,-20.301,-44.417,3.169,NA,3.303,0.918,NA,31.366,11.43,15.616,4.753,25.111,13.172,NA,-3.222,4.212,1,-12.018,NA,-36.458,NA,-47.163,NA,-39.132,-38.891,-42.166,-42.358,-50.704,-45.02,-41.694,NA,-23.958,13.496,NA,6.962,NA,23.521,NA,1.701,19.723,19.575,-1.422,2.187,1.933,9.288,NA,-0.487,23,FALSE,no_data,2,58.78,OTB,FALSE,NA,NA,13049,Gonzalo Plata,NA,NA,S,FALSE,FALSE,O,FALSE
126212,3830,121563,63.32,2,6538010,SH,OTB,3519,Michael Estrada,11,0,CF,39.84,2.69,33.438,NA,-38.794,-47.347,NA,-1.663,-26.74,2.041,-9.575,-25.061,0.422,NA,-0.559,-27.368,-0.029,NA,-2.694,-19.557,NA,18.378,6.442,-2.351,-0.677,-7.275,9.911,NA,-11.424,-13.607,1,-0.533,NA,-3.429,NA,-25.659,NA,-45.919,-23.645,-30.172,-23.091,-50.49,-42.423,-39.694,NA,-0.488,1.093,NA,4.075,NA,10.161,NA,-16.317,-5.38,1.084,-17.491,-1.669,-6.442,-2.296,NA,-7.867,23,FALSE,no_data,2,63.3,OTB,FALSE,NA,NA,3519,Michael Estrada,11241,Andries Noppert,F,FALSE,FALSE,F,FALSE
129606,3830,124957,65.2,2,6538197,SH,OTB,8326,Teun Koopmeiners,20,1,CM,-34.64,1.5,47.587,NA,7.066,26.357,NA,30.759,17.159,37.664,34.4,32.205,34.522,NA,33.64,37.178,0.143,NA,9.282,-1.563,NA,19.277,16.308,2.228,9.168,4.777,14.247,NA,-1.502,-5.494,1,37.156,NA,26.741,NA,23.577,NA,9.046,24.775,17.845,36.946,-26.173,3.565,15.98,NA,34.345,7.101,NA,10.08,NA,21.698,NA,-7.527,-1.105,10.425,-12.717,1.78,5.576,18.207,NA,-3.623,23,FALSE,no_data,2,65.2,OTB,TRUE,NA,NA,8326,Teun Koopmeiners,NA,NA,S,FALSE,FALSE,O,FALSE
142820,3830,138246,72.55,2,6538749,SH,OTB,2134,Moises Caicedo,23,0,CM,36.05,8.71,25.823,NA,-41.746,-40.198,NA,-31.506,-42.108,-5.182,-22.973,-36.84,-4.107,NA,-16.561,-32.613,-1.545,NA,4.776,-24.464,NA,14.658,-6.517,-5.936,-1.42,-10.803,-2.648,NA,-9.423,-17.883,1,-6.465,-35.835,NA,NA,-36.658,NA,-40.111,-37.845,-38.218,-36.215,-50.932,-39.012,-42.691,NA,-12.596,-1.366,-5.499,NA,NA,7.94,NA,-12.082,-13.366,-8.873,-17.856,-1.373,-5.039,0.326,NA,-13.607,23,FALSE,no_data,2,72.53,OTB,FALSE,NA,NA,2134,Moises Caicedo,NA,NA,S,FALSE,FALSE,B,FALSE
143364,3830,138790,72.85,2,6538796,SH,OTB,11094,Cody Gakpo,8,1,CF,-44.08,15.28,45.801,NA,-8.893,1.194,NA,21.804,-6.746,30.846,17.362,1.498,35.303,NA,42.318,12.039,-10.215,NA,-3.066,-27.036,NA,4.233,-6.071,-11.938,-10.489,-13.062,-9.235,NA,-14.04,-24.922,1,29.132,10.857,NA,NA,2.533,NA,-3.991,8.369,0.472,8.945,-33.877,-4.498,-6.279,NA,31.968,-8.116,-8.523,NA,NA,9.924,NA,-12.367,-13.264,-12.429,-26.62,-2.39,-8.256,0.063,NA,-17.651,23,FALSE,no_data,2,72.83,OTB,TRUE,NA,NA,11094,Cody Gakpo,NA,NA,L,FALSE,FALSE,O,FALSE
156858,3830,152377,80.36,2,6538112,SH,OTB,13937,Angelo Preciado,17,0,RWB,33.58,-14.31,25,NA,NA,-38.18,-37.145,-29.812,-44.276,-40.076,-26.602,-43.359,-42.934,NA,-41.166,-47.374,0.651,NA,NA,7.15,2.661,16.161,-0.828,-8.153,0.164,15.865,-3.857,NA,0.42,-30.885,1,-33.277,-48.859,NA,-39.184,-44.966,-42.833,-43.462,NA,-44.074,-44.823,-51.203,-43.019,-40.607,NA,NA,14.381,5.457,NA,-3.226,11.039,-0.38,0.09,NA,3.591,-4.709,0.777,-0.066,7.523,NA,NA,23,TRUE,goal_detected,2,80.35,OTB,FALSE,NA,NA,13937,Angelo Preciado,NA,NA,V,FALSE,FALSE,O,FALSE
177632,3830,173331,91.91,2,6539062,SH,OTB,13937,Angelo Preciado,17,0,RWB,39.11,11.33,26.24,-36.799,NA,NA,-37.299,-33.683,NA,-11.814,-20.982,-35.315,-9.741,-39.896,-12.6,-34.639,-2.942,-9.701,NA,NA,-13.884,-3.187,NA,-12.296,-13.492,-17.662,-3.381,-5.116,-15.027,-31.248,1,-18.866,-30.963,NA,-38.399,-36.185,-19.136,-41.87,NA,-37.98,-34.103,-50.243,-39.712,-40.39,NA,NA,-8.537,-7.227,NA,-13.583,-2.056,-12.847,-16.795,NA,-9.469,-16.181,-1.363,-8.572,-5.35,NA,NA,23,FALSE,no_data,2,91.9,OTB,FALSE,NA,NA,13937,Angelo Preciado,11241,Andries Noppert,S,FALSE,FALSE,S,FALSE
