frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_13,away_x_14,away_x_15,away_x_16,away_x_18,away_x_2,away_x_21,away_x_22,away_x_23,away_x_24,away_x_25,away_x_26,away_x_3,away_x_9,away_y_10,away_y_13,away_y_14,away_y_15,away_y_16,away_y_18,away_y_2,away_y_21,away_y_22,away_y_23,away_y_24,away_y_25,away_y_26,away_y_3,away_y_9,gk_away,home_x_10,home_x_11,home_x_13,home_x_14,home_x_18,home_x_19,home_x_20,home_x_22,home_x_23,home_x_24,home_x_25,home_x_26,home_x_4,home_x_7,home_x_8,home_x_9,home_y_10,home_y_11,home_y_13,home_y_14,home_y_18,home_y_19,home_y_20,home_y_22,home_y_23,home_y_24,home_y_25,home_y_26,home_y_4,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
19600,3835,16624,9.23,1,6546872,SH,OTB,3299,César Montes,3,0,MCB,-43.36,-1.11,-24.21,25,NA,-29.562,-38.82,-27.867,-38.94,NA,-40.421,-18.012,-20.76,NA,-18.313,-27.248,NA,-19.716,-2.022,NA,-1.724,2.147,-8.716,0.045,NA,11.513,-9.749,-20.36,NA,0.72,2.228,NA,13,-40.254,-33.723,NA,NA,-42.393,-41.157,-38.834,-33.293,-49.501,NA,-42.599,NA,-38.005,-39.377,-39.818,NA,6.512,-11.385,NA,NA,3.945,-0.547,-1.639,0.591,-1.234,NA,1.212,NA,-5.078,-2.438,0.904,NA,23,FALSE,no_data,1,9.22,OTB,FALSE,NA,NA,3299,César Montes,NA,NA,V,FALSE,FALSE,O,FALSE
NA,3835,NA,NA,NA,6545931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,33.77,OTB,TRUE,NA,NA,NA,NA,3343,Guillermo Ochoa,NA,FALSE,TRUE,S,FALSE
74902,3835,72129,39.98,1,6546428,SH,OTB,8138,Lautaro Martinez,22,1,CF,46.62,2.49,24.643,52.126,NA,44.683,43.14,31.53,41.299,NA,32.276,38.705,35.709,NA,41.202,45.781,NA,-1.516,-0.851,NA,-2.31,-5.445,-7.458,5.001,NA,4.837,-20.981,-22.316,NA,-4.599,1.436,NA,13,46.418,42.037,NA,NA,20.688,19.241,30.816,46.351,-25.688,NA,19.766,NA,42.965,21.158,29.234,NA,8.09,-28.688,NA,NA,-3.692,-9.295,9.422,2.695,-1.448,NA,1.96,NA,-28.092,-13.823,2.878,NA,23,TRUE,goal_detected,1,39.97,OTB,TRUE,NA,NA,8138,Lautaro Martinez,NA,NA,S,FALSE,FALSE,O,FALSE
82624,3835,79866,44.27,1,6546595,SH,OTB,3414,Alexis Vega,10,0,CF,-30.13,-2.47,-27.286,25,-32.205,-24.465,-30.606,NA,-37.849,NA,-37.602,-18.684,-37.549,NA,-15.435,-26.285,NA,-3.752,0.054,2.64,3.194,6.193,NA,10.408,NA,-11.293,7.938,0.191,NA,9.707,-0.738,NA,13,-37.575,-29.841,NA,NA,-38.008,-37.993,-30.731,-20.311,-51.304,NA,-37.913,NA,-35.242,-34.591,-40.581,NA,-8.599,-5.066,NA,NA,6.393,-1.912,2.289,2.849,0.316,NA,2.829,NA,-8.766,0.398,12.196,NA,23,FALSE,no_data,1,44.27,OTB,FALSE,NA,NA,3414,Alexis Vega,144,Emiliano Martínez,S,FALSE,TRUE,S,FALSE
91534,3835,88836,49.23,1,6546922,SH,OTB,3414,Alexis Vega,10,0,CF,-32.34,-11.88,-27.576,28.148,-18.494,-2.998,-13.225,NA,-5.324,NA,-30.435,-13.482,-13.926,NA,-18.234,-23.699,NA,-15.789,-4.236,-24.626,-23.483,-16.829,NA,-4.89,NA,-32.605,-27.853,0.059,NA,11.7,15.285,NA,13,-6.842,-31.858,NA,NA,-30.399,-34.472,-26.13,-18.667,-49.854,NA,-33.783,NA,-30.524,-23.046,-17.682,NA,-26.598,5.31,NA,NA,-12.296,-27.454,-6.749,-17.663,-2.503,NA,-15.488,NA,-19.696,-22.663,2.787,NA,23,FALSE,no_data,1,49.2,OTB,FALSE,NA,NA,3414,Alexis Vega,NA,NA,V,FALSE,FALSE,O,FALSE
98832,3835,95106,47.24,2,6545951,SH,OTB,2111,Hirving Lozano,22,0,CF,29.14,2.89,-28.364,33.682,-4.437,2.834,-7.427,NA,-2.079,NA,-29.154,2.148,-17.054,NA,-27.643,5.638,NA,11.412,-0.54,-11.296,-13.287,-2.019,NA,9.969,NA,-4.404,-19.467,-0.26,NA,3.697,-3.571,NA,13,4.954,-26.954,NA,NA,-30.525,-31.779,-16.114,-0.793,-49.884,NA,-32.723,NA,-25.703,-16.778,-29.857,NA,-6.593,-5.775,NA,NA,-3.929,-7.241,1.169,-4.919,0.049,NA,3.402,NA,-11.054,-12.931,7.704,NA,23,FALSE,no_data,2,47.15,OTB,FALSE,NA,NA,2111,Hirving Lozano,NA,NA,S,FALSE,FALSE,B,FALSE
105561,3835,101835,50.98,2,6546201,SH,OTB,1531,Lionel Messi,10,1,CF,-31.08,2.85,37.218,51.805,43.355,40.151,43.649,NA,42.753,NA,37.411,39.62,41.624,NA,40.971,41.875,NA,-4.514,1.059,-5.376,-0.111,-4.921,NA,-2.199,NA,-6.991,2.789,-4.872,NA,-1.027,-2.424,NA,13,30.438,39.113,NA,NA,27.104,30.457,39.406,39.256,-25,NA,19.875,NA,24.709,38.391,36.98,NA,-4.591,-18.386,NA,NA,-9.826,-4.416,-15.169,1.724,-1.492,NA,-8.327,NA,-15.067,-4.022,4.906,NA,23,FALSE,no_data,2,50.97,OTB,TRUE,NA,NA,1531,Lionel Messi,NA,NA,F,FALSE,TRUE,O,FALSE
128131,3835,124528,63.53,2,6546159,SH,OTB,1531,Lionel Messi,10,1,CF,-33.54,-2.35,14.673,49.605,31.955,36.33,30.991,NA,35.183,NA,9.915,36.607,28.807,NA,35.682,35.977,NA,9.606,0.763,-19.854,-11.277,1.516,NA,3.218,NA,-1.032,-18.256,-15.492,NA,8.299,0.392,NA,13,29.685,34.884,NA,NA,NA,6.272,33.192,NA,-27.704,20.777,7.446,16.875,NA,35.385,35.42,36.862,1.801,-21.271,NA,NA,NA,-10.518,7.624,NA,-1.317,-14.546,6.145,-14.237,NA,-21.25,16.738,1.981,23,TRUE,goal_detected,2,63.5,OTB,TRUE,NA,NA,1531,Lionel Messi,3343,Guillermo Ochoa,S,FALSE,FALSE,G,TRUE
139131,3835,135573,69.65,2,6546545,SH,OTB,13222,Nahuel Molina,26,1,RB,-38.48,6.26,NA,49.815,40.551,45.192,36.011,NA,44.036,39.538,7.722,43.786,22.729,NA,NA,43.952,8.525,NA,-0.887,0.743,0.238,10.922,NA,15.407,22.031,-3.963,-3.39,14.364,NA,NA,6.247,12.227,13,41.477,NA,3.48,26.346,NA,10.788,NA,NA,-28.712,21.02,9.729,16.106,NA,35.643,42.016,42.559,5.069,NA,-0.189,-4.679,NA,-6.027,NA,NA,1.25,10.054,16.044,-10.297,NA,-7.988,21.465,1.201,23,FALSE,no_data,2,69.63,OTB,TRUE,NA,NA,13222,Nahuel Molina,NA,NA,V,FALSE,FALSE,O,FALSE
169714,3835,166306,86.65,2,6546769,SH,OTB,11856,Enzo Fernandez,24,1,CM,-41.48,-13.19,NA,50.538,40.732,43.22,42.111,NA,44.517,38.842,NA,39.858,38.63,44.5,NA,44.051,39.266,NA,3.614,16.876,-2.281,5.55,NA,2.065,3.927,NA,22.698,15.762,-6.568,NA,12.386,1.636,13,37.552,NA,37.999,28.865,NA,37.999,NA,NA,-25,40.133,37.999,26.007,NA,44.009,24.301,44.236,29.467,NA,-0.339,-0.046,NA,-0.339,NA,NA,1.762,16.54,-0.339,-0.768,NA,-9.483,24.056,-1.479,23,FALSE,no_data,2,86.62,OTB,TRUE,NA,NA,11856,Enzo Fernandez,3343,Guillermo Ochoa,F,FALSE,FALSE,G,TRUE
