frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_11,away_x_13,away_x_15,away_x_16,away_x_18,away_x_19,away_x_2,away_x_21,away_x_23,away_x_24,away_x_5,away_x_6,away_x_7,away_x_8,away_x_9,away_y_10,away_y_11,away_y_13,away_y_15,away_y_16,away_y_18,away_y_19,away_y_2,away_y_21,away_y_23,away_y_24,away_y_5,away_y_6,away_y_7,away_y_8,away_y_9,gk_away,home_x_1,home_x_10,home_x_11,home_x_17,home_x_18,home_x_19,home_x_20,home_x_21,home_x_22,home_x_25,home_x_26,home_x_4,home_x_5,home_x_7,home_x_8,home_x_9,home_y_1,home_y_10,home_y_11,home_y_17,home_y_18,home_y_19,home_y_20,home_y_21,home_y_22,home_y_25,home_y_26,home_y_4,home_y_5,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
32247,3856,27114,14.99,1,6625412,SH,OTB,14040,Andre Ayew,10,1,AM,38.13,2,25.379,0.394,37.893,31.585,42.539,NA,37.997,40.606,NA,49.929,NA,NA,37.308,NA,28.691,9.569,-1.27,4.663,7.09,6.361,-4.006,NA,6.478,2.031,NA,0.196,NA,NA,1.893,NA,16.201,10.167,23,-32.134,42.86,NA,15.342,0.209,33.166,40.995,9.421,NA,NA,6.086,1.937,17.648,NA,NA,36.02,0.134,0.542,NA,18.311,-3.447,-1.894,-10.159,9.458,NA,NA,-13.703,9.446,-2.501,NA,NA,3.555,1,FALSE,no_data,1,14.93,OTB,TRUE,NA,NA,14040,Andre Ayew,13924,Sergio Rochet,S,FALSE,FALSE,S,FALSE
41617,3856,36484,20.2,1,6624170,SH,OTB,14040,Andre Ayew,10,1,AM,43.89,-0.26,35.62,35.504,39.227,36,42.997,NA,41.997,41.071,NA,51.61,NA,NA,37.995,NA,35.694,25.336,-9.835,-5.8,11.569,9.778,-5.682,NA,-3.441,0.916,NA,-0.716,NA,NA,-1.807,NA,7.176,-1.091,23,-25.061,41.738,NA,32.995,9.992,37.904,35.346,32.243,NA,NA,20.061,14.906,32.515,NA,NA,32.308,0,-0.276,NA,7.191,-3.006,0.824,-8.011,-0.28,NA,NA,-10.2,3.324,2.312,NA,NA,-2.862,1,FALSE,no_data,1,20.2,OTB,TRUE,NA,NA,14040,Andre Ayew,13924,Sergio Rochet,F,TRUE,FALSE,S,FALSE
45279,3856,40176,22.24,1,6624589,SH,OTB,8009,Darwin Nunez,11,0,CF,-43.52,-8.3,-22.607,-40.889,-1.415,-14.374,-3.649,NA,1.184,0.781,NA,31.774,NA,NA,-13.798,NA,-21.642,-30.75,-15.958,-10.705,12.11,1.28,-19.023,NA,-8.981,1.332,NA,-1.341,NA,NA,-10.705,NA,17.87,-3.651,23,-42.343,-12.381,NA,-33.008,-38.427,-7.157,-2.653,-22.391,NA,NA,-34.53,-40.094,-31.957,NA,NA,-8.358,-9.581,-2.064,NA,11.603,-6.406,-21.141,-3.63,-11.529,NA,NA,-10.81,2,-4.233,NA,NA,15.443,1,TRUE,goal_detected,1,22.23,OTB,FALSE,NA,NA,8009,Darwin Nunez,NA,NA,L,FALSE,FALSE,L,FALSE
51086,3856,45983,25.47,1,6626005,SH,OTB,1535,Luis Suarez,9,0,CF,-45.79,-3.73,-39.799,-37.666,-13.129,-42.489,-18.548,NA,-5.541,-3.795,NA,31.667,NA,NA,-25.232,NA,-42.772,-42.387,-10.355,24.27,19.348,6.666,-11.86,NA,0.145,14.039,NA,0.545,NA,NA,-1.467,NA,3.236,-7.074,23,-49.148,-17.288,NA,-40.167,-46.444,-11.685,-2.187,-41.657,NA,NA,-43.525,-44.284,-43.529,NA,NA,-23.694,-2.458,12.096,NA,16.437,-2.42,-7.226,8.192,-2.935,NA,NA,-9.058,13.989,3.298,NA,NA,21.985,1,FALSE,no_data,1,25.43,OTB,FALSE,NA,NA,1535,Luis Suárez,14034,Lawrence Ati Zigi,S,FALSE,FALSE,S,FALSE
51140,3856,46037,25.5,1,6626017,SH,OTB,13930,Giorgian De Arrascaeta,10,0,LM,-52.69,3.73,-43.795,-42.082,-15.562,-37.747,-22.59,NA,-8.009,-5.771,NA,30.918,NA,NA,-33.139,NA,-49.135,-46.238,-8.416,21.49,17.53,8.614,-11.43,NA,-1.174,12.825,NA,0.216,NA,NA,-7.717,NA,1.773,-6.518,23,-50.5,-19.733,NA,-40.852,-47.482,-13.941,-4.224,-41.881,NA,NA,-44.065,-47.717,-47.802,NA,NA,-26.845,-0.08,10.334,NA,14.055,-4.528,-8.158,7.089,-4.963,NA,NA,-8.364,9.678,3.14,NA,NA,19.941,1,TRUE,goal_detected,1,25.48,OTB,FALSE,NA,NA,13930,Giorgian de Arrascaeta,14034,Lawrence Ati Zigi,S,FALSE,FALSE,G,TRUE
61086,3856,56001,31.03,1,6623948,SH,OTB,13930,Giorgian De Arrascaeta,10,0,LM,-45.92,-6.01,-44.125,-44.042,-30.148,-21.038,-10.642,NA,-3.855,-6.918,NA,27.709,NA,NA,-25.666,NA,-32.179,-40.439,-9.674,6.548,18.737,10.829,-17.759,NA,-2.505,8.829,NA,-0.441,NA,NA,2.195,NA,8.029,-0.938,23,-49.93,-20.71,NA,-40.192,-43.206,-23.241,-10.589,-35.959,NA,NA,-39.648,-44.889,-34.454,NA,NA,-29.892,-2.883,-1.513,NA,11.001,-7.441,-6.081,4.67,-0.606,NA,NA,-3.055,2.478,7.537,NA,NA,7.015,1,TRUE,goal_detected,1,31.02,OTB,FALSE,NA,NA,13930,Giorgian de Arrascaeta,14034,Lawrence Ati Zigi,V,FALSE,FALSE,G,TRUE
70390,3856,65305,36.2,1,6624551,SH,OTB,8031,Mohammed Kudus,20,1,CF,31.69,-2.81,23.908,5.948,33.848,29.432,34.32,NA,30.317,34.43,NA,49.119,NA,30.028,NA,NA,15.876,5.352,-14.525,-11.71,6.461,-0.713,-7.254,NA,-8.607,-3.478,NA,-1.177,NA,-6.915,NA,NA,10.546,-11.186,23,-29.704,30.826,NA,13.278,1.375,36.406,29.704,6.772,NA,NA,15.382,-1.629,14.383,NA,NA,21.946,-1.617,0.672,NA,21.182,-14.955,-12.716,-4.439,-5.278,NA,NA,-24.53,5.255,-6.827,NA,NA,9.538,1,FALSE,no_data,1,36.15,OTB,TRUE,NA,NA,8031,Mohammed Kudus,NA,NA,S,FALSE,FALSE,B,FALSE
94143,3856,89122,49.41,1,6626066,SH,OTB,1368,Jose Gimenez,2,0,RCB,-38.23,7.13,-27.312,-42.008,-15.031,-32.159,-13.524,NA,-41.8,-28.329,NA,25.05,NA,-39.19,NA,NA,-30.774,-41.432,7.12,-1.194,11.694,10.617,-2.99,NA,-5.026,2.449,NA,0.242,NA,5.418,NA,NA,7.304,3.594,23,-50.826,-40.321,NA,-39.561,-40.853,-39.231,-37.8,-38.551,NA,NA,-37.306,-40.224,-36.948,NA,NA,-33.836,-0.202,3.649,NA,2.764,-2.208,-7.951,-4.203,3.477,NA,NA,3.593,1.616,-3.119,NA,NA,10.337,1,TRUE,goal_detected,1,49.4,OTB,FALSE,NA,NA,1368,Jose Gimenez,NA,NA,S,FALSE,FALSE,O,FALSE
104471,3856,97468,45.93,2,6624216,SH,OTB,5178,Osman Bukari,11,1,RW,-41.73,9.47,27.261,6.155,40.003,35.706,38.924,NA,42.063,41.9,NA,50.604,NA,35.754,NA,NA,31.939,12.377,-9.921,-0.463,10.712,-3.128,-4.118,NA,-3.383,1.071,NA,-2.501,NA,6.732,NA,NA,24.889,5.948,23,-29.593,NA,38.83,35.993,4.557,43.255,43.684,21.076,37.23,NA,24.226,7.197,25.387,NA,NA,NA,1.069,NA,-10.796,21.984,-2.851,-1.054,1.986,8.343,12.86,NA,-13.743,10.959,-0.012,NA,NA,NA,1,FALSE,no_data,2,45.92,OTB,TRUE,NA,NA,5178,Osman Bukari,NA,NA,V,FALSE,FALSE,O,FALSE
137858,3856,130903,64.5,2,6624577,SH,OTB,2075,Facundo Pellistri,8,0,RM,45.13,5.47,-39.451,-45.324,-32.232,-33.185,-26.884,NA,-12.573,-17.328,NA,25,NA,-33.523,NA,NA,-42.312,-40.787,-7.876,-13.879,11.232,-17.111,-20.924,NA,-10.127,-13.849,NA,-2.049,NA,-10.933,NA,NA,-7.828,12.703,23,-50.191,NA,-35.547,-44.228,-44.996,-20.296,-28.084,-39.522,-38.491,NA,-41.345,-43.341,-41.15,NA,NA,NA,-2.621,NA,-15.53,3.594,-8.944,-11.872,-12.195,-19.141,-4.321,NA,-15.493,-5.638,-8.9,NA,NA,NA,1,TRUE,goal_detected,2,64.48,OTB,FALSE,NA,NA,2075,Facundo Pellistri,NA,NA,S,FALSE,FALSE,O,FALSE
