frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_11,away_x_12,away_x_13,away_x_14,away_x_15,away_x_16,away_x_17,away_x_20,away_x_24,away_x_25,away_x_3,away_x_4,away_x_6,away_x_7,away_x_8,away_y_10,away_y_11,away_y_12,away_y_13,away_y_14,away_y_15,away_y_16,away_y_17,away_y_20,away_y_24,away_y_25,away_y_3,away_y_4,away_y_6,away_y_7,away_y_8,gk_away,home_x_10,home_x_12,home_x_14,home_x_15,home_x_16,home_x_17,home_x_18,home_x_21,home_x_24,home_x_25,home_x_3,home_x_4,home_x_5,home_x_9,home_y_10,home_y_12,home_y_14,home_y_15,home_y_16,home_y_17,home_y_18,home_y_21,home_y_24,home_y_25,home_y_3,home_y_4,home_y_5,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
15778,3849,13765,7.63,1,6604543,SH,OTB,14018,Nader Ghandri,5,1,MCB,44.61,2.33,NA,NA,29.464,42.025,NA,38.353,50.9,NA,32.736,44.535,42.489,43.732,44.049,37.042,NA,43.377,NA,NA,4.325,-1.153,NA,3.37,0.052,NA,23.281,0.686,-4.476,8.336,3.489,-2.13,NA,4.528,16,41.976,25.384,40.225,31.78,-25,45.078,NA,20.397,NA,40.737,43.091,44.803,45.279,NA,4.698,5.128,6.261,-2.362,0.675,-6.168,NA,6.967,NA,8.002,1.325,-0.624,6.814,NA,16,TRUE,goal_detected,1,7.62,OTB,TRUE,NA,NA,14018,Nader Ghandri,3968,Steve Mandanda,V,FALSE,FALSE,G,TRUE
46683,3849,44686,24.81,1,6605258,SH,OTB,4622,Kingsley Coman,20,0,RW,-47.17,-9.36,NA,NA,-45.167,-35.211,NA,-17.799,31.152,NA,-45.605,-0.81,-5.72,-46.065,-0.872,-35.259,NA,-13.614,NA,NA,1.898,5.017,NA,-5.204,-1.049,NA,-8.934,-5.597,-18.599,12.856,2.918,-12.449,NA,4.256,16,3.064,-43.736,-42.675,-34.591,-49.123,-38.732,NA,-15.697,NA,-7.592,-43.517,-46.518,-37.147,NA,-1.459,8.869,-7.034,5.623,-5.271,-2.098,NA,-19.552,NA,-12.885,2.534,-4.838,5.941,NA,16,FALSE,no_data,1,24.78,OTB,FALSE,NA,NA,4622,Kingsley Coman,NA,NA,S,FALSE,FALSE,O,FALSE
54552,3849,52603,29.19,1,6605930,SH,OTB,14030,Anis Slimane,25,1,RW,47.5,8.46,NA,NA,20.243,44.315,NA,42.031,51.401,NA,36.947,46.302,45.179,45.973,45.966,41.629,NA,48.485,NA,NA,14.241,15.563,NA,6.425,1.567,NA,23.682,0.161,-1.479,11.373,5.681,-2.335,NA,17.126,16,45.66,44.734,45.683,36.523,-29.394,41.49,NA,40.056,NA,44.808,16.928,14.261,19.675,NA,7.315,27.71,14.89,14.845,1.641,19.433,NA,-2.647,NA,0.164,17.76,9.028,4.215,NA,16,TRUE,goal_detected,1,29.18,OTB,TRUE,NA,NA,14030,Anis Slimane,14013,Aymen Dahmen,S,FALSE,FALSE,S,FALSE
64222,3849,62288,34.57,1,6603760,SH,OTB,4105,Wahbi Khazri,10,1,CF,39.06,-11.74,NA,NA,24.168,29.037,NA,37.185,50.697,NA,35.207,38.711,37.314,39.36,34.198,33.283,NA,34.027,NA,NA,-19.56,-4.602,NA,-15.84,-1.142,NA,0.454,-10.348,-24.14,4.731,-6.65,-20.698,NA,-9.32,16,29.783,29.384,26.435,38.141,-28.738,37.303,NA,35.371,NA,36.656,9.694,8.375,10.16,NA,-11.397,2.501,-27.881,5.78,-4.48,-11.682,NA,-24.342,NA,-16.014,-1.858,-18.651,-11.673,NA,16,FALSE,no_data,1,34.53,OTB,TRUE,NA,NA,4105,Wahbi Khazri,3968,Steve Mandanda,V,FALSE,FALSE,S,FALSE
86147,3849,84289,46.76,1,6605650,SH,OTB,3890,Youssouf Fofana,13,0,CM,-36.22,12.84,NA,NA,-37.231,-31.468,NA,-24.539,31.518,NA,-35.346,1.206,-6.918,-5.047,1.65,-34.183,NA,-22.962,NA,NA,5.814,11.61,NA,-11.643,1.332,NA,24.099,0.026,-19.117,16.383,5.981,-7.621,NA,6.415,16,-4.98,-31.044,-25.961,-18.707,-48.712,-32.451,NA,-36.011,NA,-15.113,-37.453,-39.546,-38.951,NA,9.468,17.251,0.334,10.709,2.622,12.44,NA,-7.36,NA,-14.042,16.696,0.873,7.963,NA,16,FALSE,no_data,1,46.67,OTB,FALSE,NA,NA,3890,Youssouf Fofana,NA,NA,S,FALSE,FALSE,B,FALSE
86550,3849,84692,46.98,1,6605690,SH,OTB,4105,Wahbi Khazri,10,1,CF,33.5,18.2,NA,NA,18.512,13.681,NA,33.027,49.408,NA,2.766,37.928,37.574,36.122,38.638,25.943,NA,35.944,NA,NA,9.356,8.512,NA,11.022,1.199,NA,17.502,0.928,-2.417,17.65,9.518,-6.84,NA,5.481,16,32.289,37.12,27.863,37.724,-32.69,9.825,NA,24.537,NA,31.87,-0.499,1.245,1.245,NA,19.421,24.653,6.496,-4.015,1.655,4.841,NA,-8.134,NA,0.666,8.163,5.732,5.732,NA,16,TRUE,goal_detected,1,46.95,OTB,TRUE,NA,NA,4105,Wahbi Khazri,NA,NA,S,FALSE,FALSE,O,FALSE
101054,3849,96809,51.48,2,6604958,SH,OTB,14022,Aissa Laidouni,14,1,CM,-49.58,-10.51,NA,NA,20.405,35.191,NA,32.779,49.929,NA,21.126,44.421,40.301,38.016,47.422,32.117,NA,41.316,NA,NA,2.161,10.107,NA,7.565,6.002,NA,32.696,2.136,-6.248,23.938,11.519,-6.243,NA,9.449,16,40.386,38.907,48.305,40.606,-30.304,21.538,NA,28.46,NA,38.47,11.637,7.387,2.873,NA,7.558,22.592,15.66,17.749,2.07,8.563,NA,-13.663,NA,1.515,19.734,-3.787,7.977,NA,16,TRUE,goal_detected,2,51.45,OTB,TRUE,NA,NA,14022,Aissa Laidouni,NA,NA,S,FALSE,FALSE,O,FALSE
111559,3849,107344,57.32,2,6605988,SH,OTB,4105,Wahbi Khazri,10,1,CF,-40.61,-1.87,NA,NA,-0.385,35.14,NA,26.954,44.81,NA,4.338,41.246,39.166,27.795,37.548,22.36,NA,38.194,NA,NA,1.386,-1.028,NA,-6.512,1.334,NA,18.661,-0.933,-8.354,17.702,0.171,-19.421,NA,3.487,16,38.004,22.956,13.729,34.747,-32.31,22.815,NA,20.352,NA,39.486,-1.087,1.811,0.259,NA,2.225,17.111,1.305,10.804,0.373,-4.381,NA,-15.826,NA,-5.013,3.209,-6.058,0.805,NA,16,TRUE,goal_detected,2,57.23,OTB,TRUE,NA,NA,4105,Wahbi Khazri,3968,Steve Mandanda,S,FALSE,FALSE,G,TRUE
151212,3849,147125,79.37,2,6604605,SH,OTB,3878,Axel Disasi,3,0,RB,50.13,-1.24,-48.235,-30.463,-44.606,NA,-42.46,NA,25,-40.461,NA,-43,-26.139,-40.245,NA,NA,-48.943,-38.046,5.32,3.624,6.87,NA,2.135,NA,-0.041,0.033,NA,-3.543,-4.343,0.674,NA,NA,-31.921,-0.069,16,NA,-39.613,-44.744,NA,-52.005,-44.91,-44.451,-50.018,NA,-42.699,-49.664,-46.873,-46.288,-46.325,NA,-5.845,-0.192,NA,-0.039,-3.189,4.175,-8.349,NA,3.333,-8.51,-0.796,1.425,-2.052,16,FALSE,no_data,2,79.37,OTB,FALSE,NA,NA,3878,Axel Disasi,NA,NA,S,FALSE,FALSE,B,FALSE
151212,3849,147126,79.37,2,6604605,SH,OTB,3878,Axel Disasi,3,0,RB,50.13,-1.24,-48.235,-30.463,-44.606,NA,-42.46,NA,25,-40.461,NA,-43,-26.139,-40.245,NA,NA,-48.943,-38.046,5.32,3.624,6.87,NA,2.135,NA,-0.041,0.033,NA,-3.543,-4.343,0.674,NA,NA,-31.921,-0.069,16,NA,-39.613,-44.744,NA,-52.005,-44.91,-44.451,-50.018,NA,-42.699,-49.664,-46.873,-46.288,-46.325,NA,-5.845,-0.192,NA,-0.039,-3.189,4.175,-8.349,NA,3.333,-8.51,-0.796,1.425,-2.052,16,FALSE,no_data,2,79.37,OTB,FALSE,NA,NA,3878,Axel Disasi,NA,NA,S,FALSE,FALSE,B,FALSE
