frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_10,away_x_12,away_x_13,away_x_14,away_x_18,away_x_19,away_x_20,away_x_21,away_x_23,away_x_25,away_x_3,away_x_5,away_x_6,away_x_7,away_x_8,away_y_10,away_y_12,away_y_13,away_y_14,away_y_18,away_y_19,away_y_20,away_y_21,away_y_23,away_y_25,away_y_3,away_y_5,away_y_6,away_y_7,away_y_8,gk_away,home_x_1,home_x_10,home_x_13,home_x_15,home_x_17,home_x_18,home_x_19,home_x_20,home_x_23,home_x_25,home_x_3,home_x_4,home_x_5,home_x_7,home_x_8,home_x_9,home_y_1,home_y_10,home_y_13,home_y_15,home_y_17,home_y_18,home_y_19,home_y_20,home_y_23,home_y_25,home_y_3,home_y_4,home_y_5,home_y_7,home_y_8,home_y_9,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
74360,3824,71650,39.68,1,6526204,SH,OTB,4695,Nico Elvedi,4,1,LCB,48.4,3.56,NA,44.159,49.485,48.124,46.634,52.343,42.776,47.092,52.332,46.386,46.349,NA,NA,NA,46.511,NA,6.288,8.76,2.231,7.65,3.338,6.332,-3.226,0.524,3.065,5.439,NA,NA,NA,-1.217,23,-26.226,38.178,25.995,41.33,29.838,NA,NA,NA,31.945,NA,46.515,45.802,47.194,48.115,37.097,NA,0.719,9.897,8.315,15.123,14.192,NA,NA,NA,-7.453,NA,-4.378,0.579,5.953,-1.614,7.323,NA,1,FALSE,no_data,1,39.68,OTB,TRUE,NA,NA,4695,Nico Elvedi,NA,NA,S,FALSE,FALSE,O,FALSE
74360,3824,71651,39.68,1,6526204,SH,OTB,4695,Nico Elvedi,4,1,LCB,48.4,3.56,NA,44.159,49.485,48.124,46.634,52.343,42.776,47.092,52.332,46.386,46.349,NA,NA,NA,46.511,NA,6.288,8.76,2.231,7.65,3.338,6.332,-3.226,0.524,3.065,5.439,NA,NA,NA,-1.217,23,-26.226,38.178,25.995,41.33,29.838,NA,NA,NA,31.945,NA,46.515,45.802,47.194,48.115,37.097,NA,0.719,9.897,8.315,15.123,14.192,NA,NA,NA,-7.453,NA,-4.378,0.579,5.953,-1.614,7.323,NA,1,FALSE,no_data,1,39.68,OTB,TRUE,NA,NA,4695,Nico Elvedi,NA,NA,S,FALSE,FALSE,O,FALSE
74360,3824,71652,39.68,1,6526204,SH,OTB,4695,Nico Elvedi,4,1,LCB,48.4,3.56,NA,44.159,49.485,48.124,46.634,52.343,42.776,47.092,52.332,46.386,46.349,NA,NA,NA,46.511,NA,6.288,8.76,2.231,7.65,3.338,6.332,-3.226,0.524,3.065,5.439,NA,NA,NA,-1.217,23,-26.226,38.178,25.995,41.33,29.838,NA,NA,NA,31.945,NA,46.515,45.802,47.194,48.115,37.097,NA,0.719,9.897,8.315,15.123,14.192,NA,NA,NA,-7.453,NA,-4.378,0.579,5.953,-1.614,7.323,NA,1,FALSE,no_data,1,39.68,OTB,TRUE,NA,NA,4695,Nico Elvedi,NA,NA,S,FALSE,FALSE,O,FALSE
74360,3824,71653,39.68,1,6526204,SH,OTB,4695,Nico Elvedi,4,1,LCB,48.4,3.56,NA,44.159,49.485,48.124,46.634,52.343,42.776,47.092,52.332,46.386,46.349,NA,NA,NA,46.511,NA,6.288,8.76,2.231,7.65,3.338,6.332,-3.226,0.524,3.065,5.439,NA,NA,NA,-1.217,23,-26.226,38.178,25.995,41.33,29.838,NA,NA,NA,31.945,NA,46.515,45.802,47.194,48.115,37.097,NA,0.719,9.897,8.315,15.123,14.192,NA,NA,NA,-7.453,NA,-4.378,0.579,5.953,-1.614,7.323,NA,1,FALSE,no_data,1,39.68,OTB,TRUE,NA,NA,4695,Nico Elvedi,NA,NA,S,FALSE,FALSE,O,FALSE
76401,3824,73709,40.82,1,6526272,SH,OTB,4626,Eric Maxim Choupo-Moting,13,0,CF,-41.79,10.49,NA,-44.534,-38.76,-12.481,-39.627,-20.433,-30.46,-3.701,27.219,-25.342,-3.305,NA,NA,NA,-27.192,NA,-5.187,12.294,9.982,24.192,22.701,9.529,15.728,1.645,-13.1,-5.726,NA,NA,NA,-5.624,23,-50.302,-37.019,-41.734,-16.48,-27.279,NA,NA,NA,-14.077,NA,-44.986,-41.717,-46.436,-3.273,-35.645,NA,2.681,10.963,15.784,11.579,23.803,NA,NA,NA,-9.571,NA,-0.949,9.241,2.25,10.312,2.887,NA,1,FALSE,no_data,1,40.8,OTB,FALSE,NA,NA,4626,Eric-Maxim Choupo-Moting,NA,NA,S,FALSE,FALSE,B,FALSE
84256,3824,81609,45.19,1,6526598,SH,OTB,4717,Breel Embolo,7,1,CF,46.01,3.04,NA,20.406,6.896,46.054,36.883,39.131,45.034,47.111,51.76,47.42,44.318,NA,NA,NA,46.994,NA,-19.507,-6.992,3.322,-15.231,13.446,5.793,0.037,0.483,-20.48,-10.473,NA,NA,NA,-9.626,23,-31.504,44.842,12.304,47.774,45.742,NA,NA,NA,32.488,NA,48.687,3.208,5.786,45.928,24.091,NA,-1.729,6.376,8.076,-4.207,-1.296,NA,NA,NA,-20.444,NA,-24.57,-3.485,-10.736,5.098,-4.398,NA,1,FALSE,no_data,1,45.18,OTB,TRUE,NA,NA,4717,Breel Embolo,NA,NA,S,FALSE,FALSE,O,FALSE
85414,3824,82767,45.83,1,6526609,SH,OTB,4661,Manuel Akanji,5,1,RCB,49.99,4.16,NA,45.499,45.747,42.347,46.986,52.455,45.159,48.113,52.455,48.114,48.398,NA,NA,NA,48.833,NA,5.207,5.329,-6.996,8.079,3.335,5.651,6.305,-0.456,0.557,1.661,NA,NA,NA,3.079,23,-25,48.101,27.567,43.068,31.824,NA,NA,NA,33.44,NA,50.166,46.346,47.3,49.64,37.471,NA,0.27,-2.977,9.174,10.613,8.215,NA,NA,NA,-10.944,NA,10.925,1.832,1.152,0.338,9.837,NA,1,TRUE,goal_detected,1,45.82,OTB,TRUE,NA,NA,4661,Manuel Akanji,NA,NA,S,FALSE,FALSE,O,FALSE
94596,3824,90950,47.52,2,6525598,SH,OTB,4717,Breel Embolo,7,1,CF,-46.65,-1,NA,41.539,4.644,43.164,31.232,45.037,21.843,44.352,51.616,51.708,47.034,NA,NA,NA,29.898,NA,-15.462,11.446,-1.409,-4.497,8.106,19.422,2.772,-1.298,-16.322,-2.736,NA,NA,NA,10.23,23,-27.812,34.435,14.657,38.258,46.464,NA,NA,NA,50.72,NA,30.933,4.715,6.552,45.295,29.111,NA,-0.122,7.585,22.445,0.717,4.295,NA,NA,NA,-20.54,NA,-18.06,8.654,-6.383,1.429,-9.073,NA,1,TRUE,goal_detected,2,47.52,OTB,TRUE,NA,NA,4717,Breel Embolo,8018,Andre Onana,F,FALSE,FALSE,G,TRUE
98329,3824,94691,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
98329,3824,94692,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
98329,3824,94693,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
98329,3824,94694,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
98329,3824,94695,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
98329,3824,94696,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
98329,3824,94697,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
98329,3824,94698,49.6,2,6526857,SH,OTB,6655,Nicolas N'Koulou,3,0,LCB,52.86,11.79,NA,-49.132,-44.849,-26.235,-50.599,-23.747,-33.784,-45.451,25,-25.337,-24.27,NA,NA,NA,-34.93,NA,-13.246,-1.769,-5.291,0.888,11.541,25.795,-7.42,-0.557,-8.541,-2.892,NA,NA,NA,-2.333,23,-51.231,-47.278,-45.873,-47.594,-32.523,NA,NA,NA,-31.868,NA,-49.529,-49.714,-49.971,-30.568,-47.949,NA,-4.692,-1.258,-0.857,-8.215,13.921,NA,NA,NA,8.764,NA,-9.7,-1.307,-3.762,-3.922,2.769,NA,1,FALSE,no_data,2,49.58,OTB,FALSE,NA,NA,6655,Nicolas N'Koulou,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
110731,3824,107100,56.49,2,6526356,SH,OTB,4626,Eric Maxim Choupo-Moting,13,0,CF,53.76,-5.01,NA,-36.564,-51.831,-18.04,-27.701,-37.67,-32.348,-8.441,28.835,-26.907,-7.248,NA,NA,NA,-44.567,NA,2.701,8.09,6.569,18.326,23.631,10.63,13.882,2.121,-13.169,0.643,NA,NA,NA,-0.53,23,-51.929,-36.416,-50.205,-22.062,-43.455,NA,NA,NA,-27.446,NA,-47.815,-49.083,-50.137,-10.275,-44.283,NA,3.259,14.418,8.175,7.554,-2.337,NA,NA,NA,2.381,NA,0.603,6.286,11.827,15.292,2.744,NA,1,TRUE,goal_detected,2,56.4,OTB,FALSE,NA,NA,4626,Eric-Maxim Choupo-Moting,4691,Yann Sommer,F,FALSE,FALSE,F,FALSE
126769,3824,123228,65.41,2,6525764,SH,OTB,1977,André Zambo Anguissa,8,0,CM,43.84,-0.78,NA,-36.887,-37.446,-18.279,-42.395,-26.17,-23.932,-42.177,25,-21.564,-30.965,NA,NA,NA,-41.064,NA,-8.318,1.43,-1.238,7.2,15.807,-16.51,-1.711,-0.264,-9.47,-2.029,NA,NA,NA,13.496,23,-51.288,-32.516,-42.986,-42.338,-35.618,NA,NA,NA,-31.928,NA,-37.45,-40.641,-42.607,-40.289,-40.582,NA,1.304,1.108,7.673,3.688,3.279,NA,NA,NA,-10.792,NA,-2.617,1.829,0.936,-1.906,-5.138,NA,1,TRUE,goal_detected,2,65.4,OTB,FALSE,NA,NA,1977,André Zambo Anguissa,4691,Yann Sommer,S,FALSE,FALSE,S,FALSE
127473,3824,123932,65.8,2,6525788,SH,OTB,4566,Rubén Vargas,17,1,LW,-44.6,2.22,NA,24.257,3.189,45.789,16.001,43.431,19.657,48.781,51.082,47.893,38.624,NA,NA,NA,17.963,NA,-24.303,-8.776,-7.063,-9.395,-0.597,-16.727,-6.683,-1.784,-16.604,-4.898,NA,NA,NA,-2.863,23,-28.375,37.681,9.569,37.192,42.263,NA,NA,NA,50.238,NA,10.01,3.123,2.998,48.213,12.948,NA,-1.423,5.432,3.475,-8.345,-2.199,NA,NA,NA,-23.441,NA,-19.736,-5.978,-9.421,-8.803,-15.07,NA,1,FALSE,no_data,2,65.8,OTB,TRUE,NA,NA,4566,Rubén Vargas,8018,Andre Onana,F,FALSE,FALSE,S,FALSE
167399,3824,164008,88.01,2,6526752,SH,OTB,157,Granit Xhaka,10,1,CM,-32.44,-0.64,0.665,NA,NA,31.516,NA,30.899,NA,35.792,49.613,29.021,32.562,34.457,22.994,7.866,28.386,-5.922,NA,NA,-16.77,NA,10.564,NA,0.91,-0.57,-16.025,-0.265,-11.203,2.53,-23.493,-8.571,23,-30.34,30.621,7.829,NA,NA,NA,33.268,21.618,NA,28.921,8.496,3.893,3.605,NA,35.257,35.833,-1.368,-0.606,14.056,NA,NA,NA,-13.14,-16.185,NA,9.954,-20.131,2.973,-8.381,NA,-10.563,-2.695,1,TRUE,goal_detected,2,87.98,OTB,TRUE,NA,NA,157,Granit Xhaka,8018,Andre Onana,S,FALSE,FALSE,S,FALSE
179694,3824,176318,94.84,2,6526894,SH,OTB,8011,Haris Seferovic,9,1,CF,-42.96,3.81,2.326,NA,NA,37.021,NA,41.311,NA,46.616,49.621,37.193,34.564,15.076,7.799,22.359,17.933,-10.773,NA,NA,-7.33,NA,-2.6,NA,-5.141,-1.085,-12.754,-13.636,-15.437,-2.523,-23.013,-9.252,23,-31.706,25.851,NA,NA,NA,37.587,34.347,20.421,NA,22.532,9.895,0.683,0.859,NA,20.226,42.047,-1.959,-4.615,NA,NA,NA,-1.589,0.74,-13.893,NA,-16.974,-21.054,3.689,-13.816,NA,-15.986,-6.226,1,FALSE,no_data,2,94.78,OTB,TRUE,NA,NA,8011,Haris Seferovic,NA,NA,S,FALSE,FALSE,B,FALSE
