frameNum,game_id,ind,gametime,period,event_id,possession_event_type,game_event_type,active_player_id,active_player_name,active_jerseyNum,active_home_team,active_position,ball_x,ball_y,away_x_11,away_x_13,away_x_14,away_x_15,away_x_16,away_x_17,away_x_18,away_x_19,away_x_21,away_x_22,away_x_23,away_x_24,away_x_25,away_x_26,away_x_4,away_x_8,away_y_11,away_y_13,away_y_14,away_y_15,away_y_16,away_y_17,away_y_18,away_y_19,away_y_21,away_y_22,away_y_23,away_y_24,away_y_25,away_y_26,away_y_4,away_y_8,gk_away,home_x_10,home_x_12,home_x_13,home_x_15,home_x_16,home_x_19,home_x_2,home_x_20,home_x_22,home_x_24,home_x_25,home_x_4,home_x_6,home_x_8,home_y_10,home_y_12,home_y_13,home_y_15,home_y_16,home_y_19,home_y_2,home_y_20,home_y_22,home_y_24,home_y_25,home_y_4,home_y_6,home_y_8,gk_home,goal_likely,goal_reason,i.period,i.gametime,event_type,home_team,sub_out_id,sub_in_id,shooter_id,player_name,gk_id,gk_name,shot_type,penalty,free_kick,shot_outcome,goal
88355,3859,85651,47.45,1,6629054,SH,OTB,5074,Bryan Mbeumo,20,1,RW,48.89,-3.44,NA,35.806,48.257,45.571,47.999,NA,47.15,21.601,23.084,NA,51.498,46.923,NA,40.18,NA,43.279,NA,12.142,8.007,2.3,-1.232,NA,14.298,11.78,-1.254,NA,0.177,0.931,NA,-6.086,NA,13.744,23,46.105,NA,34.943,22.827,-25.606,29.523,NA,46.167,NA,6.953,22.836,7.695,47.639,39.405,-1.475,NA,14.079,4.534,1.07,-13.116,NA,-8.179,NA,3.381,18.261,-3.667,19.506,1.175,16,FALSE,no_data,1,47.43,OTB,TRUE,NA,NA,5074,Bryan Mbeumo,6,Ederson,S,FALSE,FALSE,S,FALSE
101343,3859,97726,50.18,2,6628168,SH,OTB,13875,Vincent Aboubakar,10,1,CF,-44.28,11.56,NA,43.71,41.623,38.558,37.256,NA,43.586,34.605,34.502,NA,50.975,45.432,NA,37.256,NA,40.565,NA,0.695,2.875,-4.173,-0.972,NA,-1.437,11.261,-6.081,NA,-3.142,-3.281,NA,-0.972,NA,12.056,23,42.504,NA,43.023,29.626,-25,19.119,NA,31.938,NA,17.321,31.779,30.799,40.288,44.501,-12.986,NA,-1.72,-2.862,0.624,-12.324,NA,-7.647,NA,4.178,14.129,-16.407,3.369,15.184,16,TRUE,goal_detected,2,50.17,OTB,TRUE,NA,NA,13875,Vincent Aboubakar,NA,NA,S,FALSE,FALSE,O,FALSE
105358,3859,101744,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
105358,3859,101745,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
105358,3859,101746,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
105358,3859,101747,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
105358,3859,101748,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
105358,3859,101749,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
105358,3859,101750,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
105358,3859,101751,52.41,2,6628550,SH,OTB,30,Gabriel Jesus,18,0,CF,47.02,3.82,NA,-3.211,-1.738,-11.919,-33.084,NA,-17.224,-38.412,-29.018,NA,31.773,-2.57,NA,-33.084,NA,-31.193,NA,12.147,4.578,-7.381,1.976,NA,13.085,4.24,-13.686,NA,-0.332,-11.982,NA,1.976,NA,-3.581,23,-8.6,NA,-7.905,-40.825,-47.177,-35.712,NA,-14.321,NA,-45.011,-46.48,-42.995,-23.852,-28.864,0.979,NA,-5.824,-13.816,-2.584,-14.269,NA,-20.152,NA,-6.441,-0.835,-4.545,10.925,-0.286,16,FALSE,no_data,2,52.4,OTB,FALSE,NA,NA,30,Gabriel Jesus,13871,Devis Epassy,I,FALSE,FALSE,S,FALSE
107571,3859,103987,53.64,2,6628781,SH,OTB,13873,Pierre Kunde,15,1,CM,-27.9,-19.98,NA,37.627,41.13,40.32,24.32,NA,37.258,38.547,29.269,NA,50.797,43.465,NA,24.32,NA,32.536,NA,5.723,17.457,3.807,17.665,NA,19.038,23.674,2.539,NA,1.187,-1.546,NA,17.665,NA,16.283,23,40.149,NA,42.234,27.342,-25,18.881,NA,35.671,NA,12.995,42.045,39.883,35.323,24.923,20.689,NA,-0.36,22.045,3.031,-1.368,NA,-1.186,NA,15.636,27.209,-9.115,22.225,9.613,16,FALSE,no_data,2,53.6,OTB,TRUE,NA,NA,13873,Pierre Kunde,NA,NA,S,FALSE,FALSE,O,FALSE
110868,3859,107284,55.47,2,6628972,SH,OTB,162,Gabriel Martinelli,26,0,LW,43.54,10.11,NA,-6.102,-0.225,-30.273,NA,-28.93,-14.228,-41.398,NA,-39.177,30.329,-6.057,NA,-36.789,-36.839,NA,NA,9.142,-1.497,-10.138,NA,0.086,8.057,4.891,NA,0.152,-0.876,-9.41,NA,-4.453,-5.691,NA,23,-3.252,NA,-16.954,-40.431,-50.47,-35.443,NA,-16.647,NA,-44.674,-43.348,-43.84,-25.038,-36.368,-3.267,NA,-13.169,-7.865,-2.281,-17.008,NA,-16.151,NA,-4.042,1.494,-11.461,5.647,-12.004,16,FALSE,no_data,2,55.42,OTB,FALSE,NA,NA,162,Gabriel Martinelli,13871,Devis Epassy,S,FALSE,FALSE,S,FALSE
112262,3859,108678,56.25,2,6629049,SH,OTB,1676,Eder Militao,14,0,RCB,42.17,1.76,NA,-18.992,-39.651,-37.066,NA,-37.833,-40.023,-34.909,NA,-46.009,25,-41.43,NA,-40.451,-42.288,NA,NA,5.002,-1.297,1.558,NA,3.908,-8.106,22.607,NA,9.613,1.723,0.423,NA,1.468,0.016,NA,23,-35.051,NA,-43.394,-43.444,-50.193,-44.702,NA,-39.464,NA,-47.195,-44.241,-40.685,-45.653,-44.011,8.536,NA,-1.505,8.861,0.097,-1.635,NA,1.066,NA,16.212,3.929,0.359,19.039,1.816,16,FALSE,no_data,2,56.23,OTB,FALSE,NA,NA,1676,Eder Militao,13871,Devis Epassy,V,FALSE,FALSE,S,FALSE
NA,3859,NA,NA,NA,6629052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,56.25,OTB,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,S,FALSE
114049,3859,110465,57.24,2,6629155,SH,OTB,8039,Antony,19,0,RW,37.43,-8.14,NA,-8.548,-6.328,-18.205,NA,-32.42,-38.695,-34.971,NA,-37.886,29.383,-6.525,NA,-34.589,-4.743,NA,NA,11.419,6.718,-5.621,NA,2.131,12.829,10.663,NA,-11.041,0.169,-4.61,NA,-1.689,-3.833,NA,23,-14.687,NA,-30.089,-35.328,-49.798,-39.967,NA,-9.042,NA,-38.966,-37.314,-39.371,-22.831,-32.691,-3.435,NA,-7.341,-5.152,1.089,-10.086,NA,-0.565,NA,5.074,9,-3.801,11.043,4.237,16,FALSE,no_data,2,57.22,OTB,FALSE,NA,NA,8039,Antony,13871,Devis Epassy,S,FALSE,FALSE,F,FALSE
115035,3859,111451,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
115035,3859,111452,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
115035,3859,111453,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
115035,3859,111454,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
115035,3859,111455,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
115035,3859,111456,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
115035,3859,111457,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
115035,3859,111458,57.79,2,6629171,SH,OTB,12945,Bremer,24,0,LCB,49.58,-2.29,NA,-23.668,-43.058,-32.812,NA,-45.634,-49.227,-33.781,NA,-48.252,25.011,-43.058,NA,-39.864,-43.058,NA,NA,0.434,-1.341,-0.936,NA,1.672,7.751,3.119,NA,-5.753,-0.246,-1.341,NA,-1.837,-1.341,NA,23,-31.43,NA,-37.756,-50.032,-51.854,-45.536,NA,-37.115,NA,-49.208,-49.061,-48.264,-28.008,-47.72,-10.673,NA,3.106,-4.467,2.403,-2.262,NA,-6.09,NA,3.757,-0.919,-1.724,9.833,-6.636,16,FALSE,no_data,2,57.78,OTB,FALSE,NA,NA,12945,Bremer,NA,NA,S,FALSE,FALSE,O,FALSE
140937,3859,137459,72.2,2,6628478,SH,OTB,3924,Bruno Guimaraes,17,0,DM,35.16,1.87,NA,-25.526,-9.908,-40.417,NA,-33.919,NA,-37.464,NA,-40.892,26.627,-12.988,-42.593,-40.169,-21.581,NA,NA,3.123,-1.484,-12.524,NA,-2.74,NA,5.973,NA,-17.603,-1.555,-12.857,-7.904,-6.26,-15.465,NA,23,-15.622,-27.047,-26.325,NA,-49.16,-42.969,NA,NA,-45.69,-42.724,-41.454,-39.53,-41.511,-36.852,-12.035,18.293,-9.719,NA,-0.203,-16.773,NA,NA,-19.974,-5.18,1.508,-9.094,-31.304,-4.52,16,TRUE,goal_detected,2,72.18,OTB,FALSE,NA,NA,3924,Bruno Guimarães,NA,NA,S,FALSE,FALSE,O,FALSE
