gametime,freekick,shooter_id,shooter_x,shooter_y,gk_id,gk_x,gk_y,shot_dist_goal,angle_to_goal,defender_infront,defender_around,goal,predictions_xgb
13.73,FALSE,1931,-33.148,3.631,940,-49.823,0.57,19.689694385642454,20.730108584098353,1,1,0,0.06728819012641907
66.83,FALSE,1937,-41.42,-4.964,3841,-51.132,-0.833,12.141157111247674,31.182789116622395,2,2,0,0.1488245278596878
72.05,FALSE,1937,-42.906,1.622,3841,-47.584,1.366,9.730144911562212,40.82784548163305,1,3,1,0.16261348128318787
73.93,FALSE,1937,-37.049,-3.418,3841,-49.928,-1.385,15.824541857507283,25.509516670278053,1,4,0,0.09800402820110321
84.05,FALSE,1937,-46.378,-1.983,3841,-50.927,1.037,6.435151357971311,57.98779253574195,1,1,1,0.24727003276348114
85.35,FALSE,1937,-44.47,-11.478,3841,-50.095,-2.963,14.008047115854517,17.822548297051615,1,1,0,0.07910749316215515
48.58,FALSE,1937,50.128,-1.875,13799,50.916,4.021,3.0235755323788425,103.76519929672523,0,1,1,0.5715042352676392
16,FALSE,1938,-40.283,12.792,61,-50.893,2.987,17.688706934086504,16.625503231298826,2,2,0,0.049930717796087265
20.4,FALSE,1938,-30.651,25.438,1672,-50.153,0.879,33.53312757557815,8.191225704430988,2,0,0,0.021739473566412926
49.68,FALSE,1938,-30.344,7.009,1672,-50.743,1.06,23.238210279623516,17.11717522165843,2,1,0,0.05830199643969536
17.72,FALSE,1938,31.022,-19.473,8538,50.214,-2.406,28.991416195143003,10.762560463376,2,1,0,0.026888489723205566
39.52,FALSE,1938,-26.26,13.273,13854,-48.072,1.416,29.40595397194248,12.714396625593247,2,2,0,0.029252314940094948
90.03,FALSE,1938,-24.708,6.634,13854,-51.509,0.471,28.57280560253053,14.216412404707537,3,1,0,0.04182969778776169
12.77,FALSE,1938,35.986,-3.311,13854,51.779,-0.444,16.842651721151277,24.096590514522898,1,4,0,0.04245889186859131
20.12,TRUE,1938,29.757,-0.222,13854,51.955,-0.999,22.744083472411013,18.282627230486547,6,0,0,0.04790046438574791
3.47,FALSE,1938,-20.138,4.471,14031,-33.492,0.051,32.66938758226116,12.66816309131594,1,0,1,0.05834301561117172
14.98,FALSE,1938,-32.027,13.204,14031,-49.429,-0.042,24.361636747148168,14.485178847482487,1,3,0,0.14340128004550934
24.78,FALSE,1950,43.054,-4.896,1785,51.885,1.991,10.639442278615922,34.71491654766522,3,0,0,0.07091329246759415
53.6,FALSE,1950,-31.414,24.328,3841,-49.955,6.489,32.1942693658359,8.579407830689265,1,0,1,0.06511523574590683
25.95,FALSE,1950,37.132,-5.218,4602,48.718,-1.118,16.22969340437459,24.225925869710615,1,1,0,0.11067517101764679
32.68,FALSE,1950,43.042,-0.562,4602,48.997,1.909,9.474682474890647,42.19211011999809,1,1,0,0.634239137172699
35.05,FALSE,1950,42.566,-12.871,4602,50.857,-3.37,16.258751397324456,16.159727389623743,2,1,0,0.08322735875844955
94.68,FALSE,1957,27.331,5.364,13871,49.051,0.376,25.734239001765722,15.851451959100807,2,1,0,0.04725006967782974
48.77,FALSE,1971,-47.784,-3.348,11241,-50.92,-2.29,5.783576747999461,59.846651884457486,1,10,0,0.326945424079895
65.4,FALSE,1977,-41.064,13.496,4691,-51.288,1.304,17.689661161254616,15.614489228137721,1,0,0,0.09356753528118134
70.77,FALSE,1991,39.94,13.952,4656,50.766,2.559,18.772637108302074,15.17332075212707,1,2,0,0.04963531345129013
25.92,FALSE,1991,42.135,2.928,4656,50.004,1.104,10.77062714051508,36.4797151368152,1,1,1,0.16307981312274933
47.62,FALSE,1991,36.655,7.07,4656,50.373,1.385,17.35076151066575,21.959905443666756,1,1,0,0.056000977754592896
5.63,FALSE,1991,43.715,7.175,13871,51.124,1.515,11.342700295784947,29.157886576045257,1,2,0,0.18908526003360748
9.95,FALSE,1991,48.045,-13.382,13871,51.52,-3.614,14.104075616643579,9.969078546776142,1,1,0,0.04060817509889603
16.35,FALSE,1991,42.62,1.896,13871,50.522,0.323,10.060279121376308,39.474211104597394,1,3,0,0.19876593351364136
49.93,FALSE,1991,33.345,-4.59,13871,46.565,-2.018,19.697261865548725,20.52179562514673,1,1,0,0.06957368552684784
52.42,FALSE,1991,46.508,1.236,13871,49.09,-4.616,6.118150047195637,61.277167416685174,0,2,1,0.4841724932193756
75.87,FALSE,1991,43.605,-14.903,13871,46.848,-9.029,17.355703212488972,12.746835478778008,1,0,0,0.13776206970214844
88.07,FALSE,1991,38.813,2.047,13871,49.984,-0.629,13.839226062175586,29.35568022354034,1,2,0,0.14480920135974884
90.55,FALSE,1991,42.195,-3.356,13871,42.813,-2.387,10.837700909325742,35.93813570361637,0,2,0,0.270247220993042
93.75,FALSE,2066,-43.264,0.461,4691,-51.787,0.501,9.247497877804566,43.15003941119401,2,6,0,0.05278101935982704
67.22,FALSE,2073,-45.736,3.894,61,-51.472,1.294,7.804801855268335,46.1767574813659,2,5,0,0.17653927206993103
88.27,FALSE,2073,-29.549,12.099,61,-50.582,1.157,25.944829966681226,14.28663017582148,2,1,0,0.03445528447628021
68.63,FALSE,2073,-46.949,11.749,435,-51.006,2.625,12.994329609487364,14.648242127477577,1,2,0,0.049184445291757584
20.17,FALSE,2073,41.386,3.411,14013,51.656,1.871,11.62565770182487,33.74897107941829,4,2,0,0.07143248617649078
22.13,FALSE,2073,34.218,8.913,14013,50.463,1.583,20.338955061654467,18.486258978843257,4,1,0,0.07127828896045685
45.55,FALSE,2074,40.289,-6.669,1763,42.899,-3.54,13.913449680075749,26.384226965263025,0,2,0,0.11745600402355194
30.28,FALSE,2074,25.554,-4.698,4691,50.745,-0.926,27.352479229495817,15.026602931802499,2,1,0,0.0460808090865612
34.1,FALSE,2074,39.566,-8.271,12653,49.175,-2.366,15.35245247509335,23.06880021847299,1,1,0,0.12365715950727463
30.28,FALSE,2074,29.748,9.377,13907,51.012,0.705,24.60856828423791,15.70794907276224,3,0,0,0.040620625019073486
45.32,FALSE,2074,39.861,-10.885,13907,49.753,-2.522,16.68015425588145,19.25656068305612,1,2,0,0.078688845038414
53.83,FALSE,2074,43.718,-10.227,13907,50.831,-2.864,13.480172587915925,20.902760122244086,2,4,0,0.1147393137216568
57,TRUE,2074,26.129,4.796,13907,52.062,-0.552,26.803567990101616,15.312080702633846,4,0,0,0.015178831294178963
61.62,FALSE,2074,48.248,-10.095,13907,50.892,-3.931,10.953927560468895,16.27755909310537,1,1,0,0.07780685275793076
64.48,FALSE,2075,-42.312,-7.828,14034,-50.191,-2.621,12.848070983614624,26.1822558532747,1,3,0,0.21398288011550903
57.4,FALSE,2077,25.892,2.434,8538,49.402,-0.419,26.719094670291508,15.538022413092207,1,0,0,0.0703992173075676
68.57,FALSE,2077,-40.496,6.858,13907,-50.731,1.78,13.82491157295409,26.30734920414971,1,2,0,0.16261348128318787
86.92,FALSE,2077,-43.782,-0.644,13907,-51.9,0.584,8.741753828608998,45.358256516637624,2,2,0,0.16973064839839935
88.18,FALSE,2077,-46.733,-4.194,14034,-50.909,-1.035,7.130773099741712,48.42080933561044,1,1,0,0.27415427565574646
21.73,FALSE,2090,-46.671,-7.781,4602,-51.726,-1.994,9.722201499660455,27.74227534446441,1,1,0,0.1516071856021881
72.67,FALSE,2090,-45.384,7.622,4602,-50.842,0.359,10.42748004073851,28.650861879962722,1,0,0,0.1889747977256775
7.18,FALSE,2094,46.654,-11.343,1341,51.093,-3.986,12.76085283200147,15.97888711024014,2,3,0,0.07400830835103989
72.63,FALSE,2094,-43.066,-4.324,4602,-50.94,-0.741,10.37773250763383,36.215207902272766,1,2,0,0.11992821097373962
35.78,FALSE,2095,31.07,-3.166,1341,50.564,-2.728,21.66260501417131,18.988536896754557,2,0,0,0.05585518106818199
71.35,TRUE,2095,35.496,-1.968,3841,51.544,1.231,17.117506827806434,23.996127453773553,5,1,0,0.04716238006949425
87.78,FALSE,2095,41.509,2.168,3841,51.2,2.664,11.202781127916406,35.665363466030264,3,3,0,0.14808614552021027
49.67,FALSE,2095,-36.75,6.407,4602,-51.125,1.507,17.00329818005907,22.69208847053377,1,6,0,0.07654503732919693
40.1,FALSE,2095,47.621,10.821,13854,49.1,5.892,11.870075062947159,15.647837166601475,1,2,0,0.14675679802894592
45.38,FALSE,2095,29.139,2.132,13854,51.235,0.645,23.458084853627756,17.667092161602074,1,2,0,0.04731744900345802
69.83,FALSE,2099,34.961,3.451,1341,47.55,2.045,17.875288025651503,22.75228919517558,1,2,0,0.0792495459318161
45.45,FALSE,2099,38.129,-9.454,3841,49.877,-0.52,17.201853301316113,20.423493024098523,2,0,0,0.12983225286006927
47.2,FALSE,2099,41.15,1.569,3841,51.561,-0.819,11.457934412449742,35.174256232215974,1,1,0,0.12372849881649017
87.8,FALSE,2099,48.593,1.967,3841,52.469,0.945,4.374212843472523,78.6548389537036,2,3,0,0.25979384779930115
57.1,FALSE,2099,-46.235,8.525,4602,-51.142,2.95,10.579501406020986,24.959095213106334,1,1,0,0.186890110373497
60.27,FALSE,2099,-40.029,-13.127,4602,-50.477,-3.237,18.10646210611007,16.188577382403732,1,1,0,0.06028596684336662
65.47,FALSE,2099,-40.515,-11.89,4602,-50.194,-2.991,16.882308047183596,17.900074158107493,2,2,0,0.07086527347564697
67.82,FALSE,2099,-45.398,9.126,4602,-50.459,4.251,11.563835004011427,23.366557193653023,1,0,0,0.32139429450035095
82.65,FALSE,2099,-48.795,9.953,4602,-50.991,5.072,10.62022758701526,15.262225146318427,2,1,1,0.12097419053316116
77.73,FALSE,2106,-22.839,1.082,13987,-50.179,0.287,29.680728511948626,14.050601680172724,2,0,0,0.05237828567624092
95.85,FALSE,2108,35.088,-24.882,8042,50.009,-2.363,30.36925530861763,7.982617805067339,2,0,0,0.07933653891086578
77.2,FALSE,2108,-43.445,-4.442,13987,-48.506,-11.884,10.085850930883323,36.88484338375304,0,1,0,0.2187422513961792
86.68,FALSE,2108,-34.325,-10.197,13987,-36.594,-7.562,20.840091986361287,17.54052480026417,0,2,1,0.0921410396695137
47.15,FALSE,2111,-29.154,-4.404,144,-49.884,0.049,23.757755196987784,17.230243920548578,1,3,0,0.048130203038454056
51.65,FALSE,2111,28.543,14.433,8042,50.743,1.335,27.968720707247233,12.84859973813642,1,2,0,0.027860568836331367
46.23,FALSE,2111,-37.35,-19.774,13987,-50.285,-1.566,24.91051135565065,10.351362272074553,1,1,0,0.07356059551239014
55.27,FALSE,2111,-37.209,-0.918,13987,-49.614,0.571,15.318531424389215,26.833564600017823,1,2,1,0.1887761354446411
65.93,FALSE,2111,-32.142,-9.362,13987,-49.658,-1.34,22.407481072177653,16.95818539678736,1,2,0,0.08384385704994202
91.4,TRUE,2111,-27.395,-5.178,13987,-51.598,0.199,25.633429520842505,15.933944239084108,3,0,0,0.059820447117090225
93.12,FALSE,2111,-36.003,-12.125,13987,-50.622,-0.761,20.473559387659,16.573080476716463,2,1,0,0.06912736594676971
66.95,FALSE,2134,-44.389,8.639,2059,-52.4,0.244,11.849921603116197,25.051762588701337,2,2,1,0.039224639534950256
23.52,FALSE,2134,-29.097,-1.61,11241,-50.748,-0.359,23.458314282999957,17.696542275337237,3,1,0,0.07667957991361618
72.53,FALSE,2134,-36.84,-10.803,11241,-50.932,-1.373,19.02473150927497,18.20526588513658,1,3,0,0.0629001259803772
11.83,FALSE,2144,34.148,-12.234,13935,49.023,-2.004,22.055989209282814,15.852804655143851,2,2,0,0.059956397861242294
9.22,FALSE,3299,-27.248,2.228,144,-49.501,-1.234,25.35009838245209,16.370802450657603,4,0,0,0.07791496068239212
11.73,FALSE,3301,47.717,0.036,8042,51.431,-1.127,4.783135477905682,74.84518868650068,1,5,0,0.18876418471336365
44.87,FALSE,3301,47.227,-7.494,8042,51.796,-1.601,9.163218048262305,28.67686961003737,1,3,0,0.1212509348988533
35.12,FALSE,3303,-40.558,2.951,13987,-51.64,0.35,12.301209899843187,32.36625744418977,4,0,0,0.2674441635608673
88.18,FALSE,3314,-33.545,-3.183,13987,-50.621,-0.607,19.22039318016153,21.291773812134515,2,2,0,0.047455888241529465
3.92,FALSE,3315,37.974,5.91,2059,49.556,-1.479,15.682243972085121,24.572798275775835,2,1,0,0.10029787570238113
34.28,FALSE,3316,-35.277,-10.386,13799,-51.082,-1.218,20.112203385009806,17.86667628102712,1,2,0,0.06042720377445221
44.28,FALSE,3352,43.601,-19.308,8042,51.167,-3.068,21.26008149090685,8.447877417767561,1,1,0,0.047356016933918
63.38,FALSE,3367,40.813,3.828,8042,50.233,1.455,12.297949137966052,31.824603244440148,1,1,0,0.17749561369419098
46.85,FALSE,3367,-49.469,0.927,13987,-51.411,-0.415,3.1695883013413577,98.58448232127824,1,6,1,0.26395222544670105
58.92,FALSE,3367,-45.066,0.224,13987,-52.105,0.189,7.437373998932685,52.39187612954121,1,4,0,0.2658188045024872
69.5,FALSE,3367,-42.482,-6.915,13987,-48.041,-2.426,12.172820092320432,28.549595439649217,1,1,0,0.21398288011550903
24.45,FALSE,3387,-38.467,5.105,13987,-50.985,1.027,14.932719578161242,26.109749410470243,1,2,0,0.1867946982383728
26.4,FALSE,3387,-48.731,-5.134,13987,-50.898,0.01,6.368933741216028,45.440892206044055,0,2,0,0.3734477162361145
40.62,FALSE,3387,-37.18,6.288,13987,-51.011,0.575,16.560233814774477,23.26376172736196,2,3,0,0.1094573512673378
75.62,FALSE,3387,-35.698,-7.879,13987,-50.317,-1.08,18.557635759977618,20.384254619669395,2,2,0,0.09630335867404938
44.27,TRUE,3414,-27.286,-3.752,144,-51.304,0.316,25.491631960311995,16.17236222234864,2,1,0,0.1412988305091858
49.2,FALSE,3414,-27.576,-15.789,144,-49.854,-2.503,29.504208123588064,12.01668432601547,1,1,0,0.03932364657521248
4.52,FALSE,3414,48.432,9.463,8042,51.327,-2.907,10.300339460425562,17.80817947511075,0,1,0,0.057394497096538544
25.67,FALSE,3414,46.983,6.01,8042,51.766,0.416,8.15827120167012,37.222179872575815,1,1,0,0.12201719731092453
43.92,FALSE,3414,42.158,15.266,8042,51.679,2.003,18.43929825128928,13.049802801811737,2,1,0,0.036041732877492905
59.2,FALSE,3414,41.915,9.236,8042,51.297,2.385,14.047986368159675,22.84144088634333,1,4,0,0.07178175449371338
65.88,FALSE,3414,36.704,-19.693,8042,51.036,-1.745,25.24535333482184,10.498908875571347,1,0,0,0.05335637927055359
79.77,FALSE,3414,28.289,14.542,8042,50.95,1.74,28.24256158707988,12.733848076465794,2,1,0,0.01963813230395317
2.6,FALSE,3414,-36.192,-0.654,13987,-38.659,-0.946,16.321108418241696,25.26112271165692,1,2,0,0.12098918110132217
44.08,FALSE,3414,-40.062,-10.076,13987,-50.532,-2.225,16.007174016671403,20.552611833418894,2,2,0,0.08341716229915619
46,FALSE,3455,27.062,-15.931,8042,50.622,-1.286,30.01480642949409,11.849429786844384,2,1,0,0.027486396953463554
1.13,FALSE,3455,-28.207,12.24,13987,-50.62,0.521,27.202342711612175,13.752511781238534,1,1,0,0.046080201864242554
22.33,FALSE,3455,-27.707,0.806,13987,-51.453,-0.543,24.806097738257822,16.777864839489634,2,1,0,0.0489143468439579
34.23,FALSE,3455,-24.268,-9.734,13987,-50.008,-1.464,29.862963349272622,13.239015339458975,2,2,0,0.057270798832178116
40.47,TRUE,3455,-20.38,10.056,13987,-50.986,-0.057,33.657354857445355,11.86172984169212,3,0,0,0.0648917481303215
44.23,FALSE,3455,-27.68,-8.952,13987,-51.481,-1.573,26.38504697740749,14.90078302939279,3,0,0,0.09391912072896957
46.13,FALSE,3455,-23.488,0.448,13987,-50.155,0.433,29.015458776314393,14.376957512731332,2,1,0,0.06117130443453789
51.92,TRUE,3455,-23.43,0.862,13987,-51.345,0.089,29.082777446454458,14.339622218584415,3,0,1,0.056909285485744476
72.03,TRUE,3455,-24.355,-0.318,13987,-51.41,0.013,28.146796425170663,14.816589254374971,3,0,0,0.06922666728496552
82.22,FALSE,3455,-35.648,5.173,13987,-51.726,0.804,17.628097827048723,22.5309924573174,7,0,0,0.09605483710765839
14.3,FALSE,3460,-43.341,-8.206,13941,-51.76,-4.508,12.29738659228049,25.93940143939994,1,1,0,0.09156463295221329
28.08,FALSE,3460,-31.148,4.605,13941,-49.359,0.484,21.842937737401535,18.62643088888267,1,2,0,0.05143994837999344
54.73,FALSE,3460,-25.415,-15.676,13941,-47.426,-1.513,31.294315793766767,11.599059759383747,2,0,0,0.05244818329811096
56.97,FALSE,3519,-40.558,-1.807,2059,-51.311,-0.98,12.077939104002802,33.41817443588573,1,2,0,0.14800582826137543
63.3,FALSE,3519,-38.794,-2.694,11241,-50.49,-1.669,13.96825228867234,28.903633996593793,2,1,0,0.09266798943281174
19.1,FALSE,3519,-49.377,0.017,13941,-51.514,-2.693,3.1230462692697953,99.05245401806256,0,2,0,0.39699089527130127
66.93,FALSE,3734,-47.076,1.156,2059,-52.148,0.326,5.545819326303373,66.382551696470955,1,5,0,0.24931780993938446
2.63,FALSE,3734,-45.997,9.742,13941,-50.558,4.124,11.713051395772155,21.032102628010993,3,3,0,0.2235419899225235
24.43,FALSE,3848,28.754,2.64,13935,50.773,0.162,23.89230244241856,17.318311917455162,3,0,0,0.04873746261000633
48.4,FALSE,3856,22.852,-4.559,13854,50.928,-0.097,29.996472875989937,13.757588149169177,1,1,0,0.04267135635018349
72.52,FALSE,3858,-37.322,-1.094,11241,-50.344,-0.224,15.217375595022945,26.98713576050105,2,3,0,0.10774378478527069
2.68,FALSE,3858,40.828,-4.757,13935,47.783,-1.965,12.604151419274523,30.42720296772142,2,2,0,0.2520650327205658
23.72,FALSE,3858,29.816,-10.763,13942,48.789,-2.79,25.10788770486279,15.062313542076941,1,2,0,0.05477038025856018
20.05,FALSE,3865,27.415,10.051,12653,48.79,0.491,27.02369008851308,14.366824916852725,1,1,0,0.042460847645998
49.95,TRUE,3865,33.628,11.868,12653,50.891,-0.19,22.293537359512957,15.942092035264814,4,0,0,0.03313035890460014
54.65,FALSE,3865,40.302,2.523,12653,50.396,2.306,12.456192556315113,32.20509616414079,2,2,0,0.21748696267604828
19.97,FALSE,3865,-42.71,-13.224,13854,-50.582,-3.036,16.45351865103632,15.562196480870794,1,4,0,0.032119497656822205
41.55,TRUE,3865,-35.364,-21.594,13854,-51.954,-0.192,27.56706970281753,9.537792766109805,2,0,0,0.053907569497823715
47.28,FALSE,3865,-42.907,-3.88,13854,-50.912,-0.871,10.347949023840428,36.85322892227138,1,3,0,0.16840769350528717
54.32,FALSE,3865,-46.296,-9.792,13854,-49.879,-4.421,11.591931676817286,20.57547493928391,1,1,0,0.12483841180801392
75.78,FALSE,3865,-47.528,-10.885,13854,-48.422,-8.392,11.966787747762556,15.662171399620007,1,2,0,0.11619749665260315
6.63,FALSE,3865,44.813,-3.87,13907,50.877,-3.676,8.606211071081162,42.84401144364258,2,3,0,0.17290650308132172
48.13,FALSE,3865,48.022,6.146,13907,47.274,-7.544,7.604327715189556,36.418535481857205,0,0,0,0.2944888770580292
122.35,FALSE,3867,50.936,-7.445,1785,51.526,-3.143,7.607504255667558,14.434239762902125,0,1,0,0.06119396537542343
16.23,FALSE,3868,37.573,5.501,61,50.411,0.019,15.90837295263095,24.507291398367755,2,1,0,0.08634185045957565
35.35,FALSE,3868,45.317,8.385,61,47.459,3.641,11.04100149442975,25.853343645865564,0,0,1,0.3303861916065216
8.83,FALSE,3868,-29.014,1.478,8042,-50.187,0.228,23.532460134886026,17.648014240576412,2,2,0,0.03996098041534424
43.18,FALSE,3868,-40.7,17.457,8042,-51.035,1.924,21.07099544397464,11.342906582777848,1,2,0,0.026012035086750984
71.87,FALSE,3868,37.465,-13.677,13987,51.186,-3.134,20.32514585433521,15.394148645245743,2,0,0,0.0720127671957016
73.6,FALSE,3868,29.894,-16.446,13987,39.382,-9.393,27.955359986950626,12.157621025305613,1,1,0,0.08948519080877304
26.87,FALSE,3870,-41.604,13.953,144,-50.235,1.983,17.703361968846483,14.887750170194066,1,2,0,0.032112088054418564
70.12,FALSE,3870,-36.936,-11.866,144,-49.901,-2.012,19.571409044828634,17.12987273106546,1,4,0,0.044539112597703934
80.97,FALSE,3870,-38.88,-10.46,144,-49.52,-1.696,17.17311852867731,19.501229339468345,1,1,1,0.059584490954875946
92.87,FALSE,3870,-30.746,-9.168,144,-49.169,-0.916,23.6069638030815,16.318805180482826,2,2,0,0.042285412549972534
115.62,FALSE,3870,35.284,-3.929,144,-30.666,-0.935,87.87188228893244,4.765409949060865,1,0,0,0.0745849460363388
38.75,FALSE,3870,-40.98,-5.117,169,-51.79,-2.529,12.60531986900769,30.09524727459994,2,1,0,0.08548863977193832
39.55,FALSE,3870,39.623,-2.288,200,49.957,-2.625,13.078687739983705,30.874355748968068,2,0,0,0.23434756696224213
47.35,FALSE,3870,34.325,22.079,200,49.995,1.914,28.597427611587726,9.391027897284456,1,0,0,0.03946797549724579
55.87,FALSE,3870,37.504,9.737,200,50.112,2.389,17.87985416607194,19.716867096949844,2,1,0,0.06458709388971329
60.4,FALSE,3870,44.349,8.105,200,50.791,3.04,11.494773855974726,26.680056478966815,2,3,1,0.12559235095977783
85.15,FALSE,3870,51.406,2.432,200,51.748,0.153,2.6667320825309773,128.12216096135896,0,3,1,0.16336177289485931
90.28,FALSE,3870,33.75,13.562,200,47.523,3.21,23.140664294699928,14.728848814271771,0,1,0,0.07326016575098038
36.05,FALSE,3870,39.365,-5.853,435,49.586,-1.943,14.380049860831496,26.435276391137585,1,1,0,0.1973390281200409
44.62,FALSE,3870,46.199,-0.197,435,50.272,-2.932,6.304078838339509,60.264833310660805,0,2,0,0.5624874234199524
60.18,FALSE,3870,42.586,7.817,435,49.426,2.961,12.625089504633227,26.43046965820099,1,1,0,0.21669629216194153
61.97,FALSE,3870,42.746,7.925,435,50.298,2.967,12.567662511382137,26.28660394815819,4,3,0,0.2658490836620331
63.78,FALSE,3870,41.829,14.107,435,50.049,3.51,17.688348990225176,14.618358561336914,1,2,0,0.07503724843263626
67.03,FALSE,3870,47.302,-2.298,435,51.143,-0.824,5.683309599168429,63.58001906245865,1,3,1,0.20959509909152985
4.57,FALSE,3870,41.283,-3.94,1785,50.432,-3.003,11.888847252782751,32.689402555605135,1,2,0,0.131114199757576
4.58,FALSE,3870,42.144,-6.938,1785,50.099,-2.129,12.465254911152039,28.097466933052914,2,6,0,0.10333611816167831
35.15,FALSE,3870,45.311,9.654,1785,47.301,5.701,12.036670511399738,21.81235710116637,0,2,0,0.208908811211586
68.48,FALSE,3870,44.346,-11.391,1785,49.967,-1.697,14.008661499229685,18.078387427232652,2,1,0,0.11600141227245331
78.75,FALSE,3870,42.32,8.803,1785,49.409,3.123,13.458276598435626,23.954246741099073,2,5,0,0.2500455975532532
34.8,FALSE,3870,45.189,14.659,8042,51.59,1.789,16.380995146815717,11.855221282327005,1,2,0,0.036041732877492905
55.82,FALSE,3870,36.265,13.149,8042,51.173,1.956,20.89189857337049,15.689826717426422,1,2,0,0.038983456790447235
62.68,FALSE,3870,44.231,12.935,8042,51.575,3.088,15.35221762482541,15.23188749949762,1,3,0,0.06879625469446182
73.9,FALSE,3870,38.886,10.78,8042,50.691,1.446,17.3651776840895,19.077320813030422,2,1,1,0.06707578152418137
90.07,FALSE,3870,40.556,13.848,8042,51.273,2.194,18.28732457195421,15.234562691977368,1,2,1,0.023968013003468513
88.23,FALSE,3870,-51.234,-17.698,14013,-51.397,-2.899,17.743222931587148,1.7609596844208308,0,2,0,0.07092341035604477
92.52,TRUE,3870,-31.207,-9.722,14013,-51.335,0.666,23.40745891804576,16.25674502882251,2,0,0,0.06518948823213577
79.37,FALSE,3878,-40.245,0.674,14013,-52.005,-0.039,12.273520318148337,33.16983500805602,4,1,0,0.17744988203048706
68.55,FALSE,3880,-45.557,-2.417,32,-51.44,-0.061,7.351675863366119,51.34477711369352,4,7,0,0.21720832586288452
45.35,FALSE,3880,22.349,5.8,13871,50.527,-1.417,30.703791313126136,13.359641238838373,2,0,1,0.029209908097982407
16.35,FALSE,3888,-27.438,2.939,169,-51.275,0.664,25.233738625102706,16.39942019358224,2,1,1,0.02976793609559536
32.87,FALSE,3888,34.129,2.004,200,49.923,-0.772,18.479979897175216,22.28599817076534,2,1,0,0.07222485542297363
77.62,FALSE,3888,46.808,2.418,200,51.943,-0.687,6.184301739080977,59.1874197738147,2,3,0,0.1983637809753418
49.18,FALSE,3888,31.476,-0.801,435,50.335,0.154,21.03925324245136,19.723692784062628,4,0,0,0.060497768223285675
32.37,FALSE,3888,22.721,6.706,1785,48.6,1.437,30.52473221831766,13.352594243446259,4,0,0,0.03217761963605881
12.05,FALSE,3888,22.652,10.129,8042,48.555,0.415,31.51983097987678,12.567042076419716,3,1,0,0.05071188509464264
99.87,FALSE,3890,-39.951,-3.131,144,25,0.838,92.50400295122368,4.5289637041221695,1,3,0,0.04618331044912338
34.12,FALSE,3890,32.338,0.455,1785,50.337,-1.197,20.16713338578391,20.567757439486982,3,0,0,0.04059743881225586
73.48,FALSE,3890,28.067,10.431,1785,50.748,3.821,26.56646852707375,14.483515663220867,2,0,0,0.05966919660568237
46.67,FALSE,3890,-31.468,11.61,14013,-48.712,2.622,24.023678402775875,15.274656376995823,2,1,0,0.07367457449436188
90.97,FALSE,3895,-26.522,-16.169,11241,-49.823,-0.359,30.59890594449416,11.642606864050403,2,0,0,0.056837085634469986
28.52,FALSE,3903,-34.338,18.319,11241,-49.567,1.444,25.79620136764326,11.52405343663852,1,0,0,0.045558784157037735
57.85,FALSE,3903,-45.913,9.453,11241,-51.698,1.049,11.521622194812675,21.998113972056238,2,1,0,0.07171007990837097
80.95,FALSE,3924,37.184,-7.723,32,50.701,-1.17,17.152975980861164,21.76297342053139,3,2,0,0.05257691815495491
72.18,FALSE,3924,-33.919,-2.74,13871,-49.16,-0.203,18.781937093920853,21.84021513855719,1,1,0,0.04107486456632614
83.5,FALSE,3924,-46.1,1.877,13871,-50.732,3.145,6.66956737727418,56.43243056617835,1,1,0,0.4587602913379669
96.23,FALSE,3924,-45.521,0.629,13871,-51.546,0.049,7.007287777735405,55.048581943284134,1,2,0,0.26076292991638184
98.47,FALSE,3924,-42.807,-3.918,13871,-50.58,-3.105,10.454901864675726,36.49365211441055,2,3,0,0.13917283713817596
65.52,FALSE,3930,-43.504,-11.234,13854,-48.414,-3.417,14.392038493556083,18.772932994893026,1,1,0,0.05763953551650047
79.77,FALSE,3930,-38.325,-6.815,13854,-50.828,-2.043,15.728154691507836,23.915486057037757,2,1,0,0.08175516873598099
35.73,FALSE,3930,41.984,-5.002,13907,51.426,-0.043,11.645010090163082,32.205693155292835,2,2,1,0.08289984613656998
45.22,FALSE,3930,45.65,-9.74,13907,49.94,-4.439,11.907564822414365,21.3321737752173,1,1,0,0.16093143820762634
9.63,FALSE,3934,-42.322,-7.745,4691,-50.624,-2.526,12.789711060066992,26.385431534606624,1,2,0,0.155256450176239
61.82,FALSE,3934,-24.428,-15.008,12653,-50.085,-2.902,31.83201608443926,11.613240688363796,2,0,0,0.040930137038230896
6.28,FALSE,3965,-44.299,3.57,1672,-50.871,1.596,8.944344637814444,42.028148511978415,1,2,0,0.20063428580760956
10.02,FALSE,3965,-44.167,-5.026,1672,-50.918,-1.901,9.731370150189539,36.87873031483143,1,4,0,0.08850735425949097
12.83,FALSE,3965,-41.47,7.068,1672,-51.352,1.683,13.100287172424887,27.034919659018996,3,2,0,0.1401050090789795
12.93,FALSE,3965,-42.728,8.235,1672,-48.288,4.291,12.779170904248833,25.50836581748325,2,1,0,0.11529789119958878
30.7,FALSE,3965,-38.163,-2.766,1672,-50.829,-0.949,14.601380927843781,27.71056760477293,1,2,0,0.14480827748775482
31.95,FALSE,3965,-45.066,-4.518,1672,-51.102,-0.503,8.699234449076537,41.144703499690515,1,1,0,0.21962061524391174
