shooter,number_of_shots,non_penalty_goals_scored,GAX,rGAX,tstat,sd.V1,ci_lower,ci_upper,shooter_name,shooter_position_type
1694,1,0,-0.0648597851395607,-0.03550409969387756,-0.3113197069645809,0.11428704039479,-0.259506698867666,0.18849849947991085,Eden Hazard,F
1695,10,2,0.45665351301431656,0.2909583975566894,1.084703255532523,0.26484412258701095,-0.2281360827138521,0.8100528778272309,Vinícius Junior,F
1696,10,1,0.1515046637505293,0.09882714408478184,0.40763315924228594,0.23653906073609493,-0.36478941495796424,0.5624437031275279,Marco Asensio,F
1697,6,0,-0.5141270235180855,-0.13153185469702694,-0.5981875857808782,0.22178324310195668,-0.566227011176862,0.30316330178280815,Rodrygo,F
1698,1,0,-0.06875468045473099,-0.0027983842787855876,-0.02974981620170337,0.09267592112893543,-0.18444318969149903,0.17884642113392785,Gareth Bale,F
1702,1,0,-0.07557263225317001,-0.03133355456853112,-0.3067183678960458,0.10210568536117104,-0.23146069787642637,0.16879358873936412,Luka Jovic,F
1789,4,0,-0.30519208312034607,-0.11228558675359034,-0.5789358841118208,0.19602805492861214,-0.4965005744136701,0.2719294009064894,Jules Kounde,D
1810,10,3,1.561725914478302,0.4222136036589824,1.5760056968024707,0.26587475748480854,-0.09890092101124237,0.9433281283292072,Youssef En-Nesyri,F
1829,2,1,0.7623811140656471,0.246308240293525,1.8177336024194226,0.1354930778639361,-0.019258192319789758,0.5118746729068397,Carlos Soler,M
1830,6,0,-0.4355281852185726,-0.036205394227135264,-0.15756237150990124,0.2395420218611295,-0.5057077570749491,0.43329696862067857,Kang-in Lee,M
1836,2,0,-0.1322494074702263,0.01502252513857394,0.10415305711743363,0.13871261819353842,-0.25685420652076135,0.28689925679790923,Maxi Gomez,F
1876,1,0,-0.04093928262591362,-0.012627740416351731,-0.11341840963115693,0.10964677328357794,-0.22753541605216449,0.20227993521946103,William Carvalho,M
1907,2,0,-0.12389654293656349,0.01071195261337868,0.07194448655901677,0.14127241817286018,-0.2661819870054272,0.28760589223218463,Vitinha,M
1910,2,1,0.5912653356790543,0.1701688510078106,1.1146424090766602,0.15213534534275983,-0.12801642586399864,0.46835412787961983,Mohammed Salisu,D
1926,1,0,-0.13292554020881653,0.005428736880826417,0.04851205885361361,0.11057889967188632,-0.21130590647607075,0.2221633802377236,Thiago Silva,D
1931,1,0,-0.06728819012641907,0.0013655097631645253,0.01859929936589342,0.08812392656591586,-0.17135738630603056,0.1740884058323596,Ethan Ampadu,D
1937,6,3,1.6926762014627457,0.5257384058453012,2.276675261459314,0.2305490456518452,0.07386227636768461,0.9776145353229178,Kai Havertz,M
1938,10,1,0.47995365783572197,0.25311096269841277,0.877826078683272,0.284657862496244,-0.30481844779422546,0.8110403731910509,Hakim Ziyech,F
1950,5,1,0.035829804837703705,0.21380327338309416,0.9726508424753626,0.21925303118814396,-0.21593266774566802,0.6435392145118564,Ferran Torres,F
1957,1,0,-0.04725006967782974,-5.749259429327275e-4,-0.0044428123100586775,0.10068681544127694,-0.19792108420783555,0.19677123232197008,Marko Grujic,M
1971,1,0,-0.326945424079895,-0.07792650365898214,-0.9028130748867594,0.08562989091826631,-0.2457610898587841,0.08990808254081982,Tim Ream,D
1977,1,0,-0.09356753528118134,0.013651869865205337,0.13275032285625085,0.10012069658157542,-0.18258469543468248,0.20988843516509315,André Zambo Anguissa,M
1991,11,2,0.19625985622406006,0.17835963915658873,0.7174609714825849,0.24491940803783332,-0.30168240059756457,0.6584016789107421,Aleksandar Mitrovic,F
2066,1,0,-0.05278101935982704,-0.026788884342403608,-0.24759733096163525,0.10671061358191139,-0.23594168696294993,0.1823639182781427,Ruben Dias,D
2073,5,0,-0.40288977697491646,0.005473759694507383,0.014005390343337637,0.22562404676250564,-0.4367493719600037,0.4476968913490184,Joachim Andersen,D
2074,8,0,-0.6142284404486418,-0.15566010436507943,-0.6726812406775436,0.2360010454725401,-0.618222153491258,0.30690194476109917,Raphinha,M
2075,1,0,-0.21398288011550903,-0.048373094508692434,-0.44574094253864244,0.10885596880785345,-0.2617307933720852,0.16498460435470033,Facundo Pellistri,F
2077,4,0,-0.6768976226449013,-0.22426448921831688,-1.227955765991845,0.18311550351514005,-0.5831708761079915,0.13464189767135765,Edinson Cavani,CF
